Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNG_M_R
4647,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
4648,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
4649,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
4650,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4651,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4652,NULL,Water,Water,NULL,Water,NULL,Shrubland,Forest
4653,NULL,Water,Water,NULL,Water,NULL,Water,Forest
4654,NULL,Water,Water,NULL,Water,Shrubland,Water,NULL
4655,NULL,Water,Water,NULL,Water,Bareland,Wetland,Water
4656,NULL,Water,Water,Non_Water,Water,NULL,Forest,Forest
4657,NULL,Water,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
4658,NULL,Water,Water,Water,Water,Wetland,Water,Water
4659,NULL,Water,Water,Water,Water,Bareland,Water,Water
4660,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4661,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4662,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4663,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4664,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4665,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4666,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4667,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
4668,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4669,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4670,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4671,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
4672,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4673,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4674,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4675,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4676,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
4677,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4678,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
4679,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4680,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4681,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4682,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4683,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
4684,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4685,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4686,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4687,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
4688,NULL,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4689,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4690,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4691,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4692,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4693,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4694,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4695,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4696,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4697,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
4698,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
4699,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4700,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4701,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4702,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4703,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4704,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4705,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4706,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4707,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4708,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4709,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4710,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4711,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4712,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4713,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4714,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4715,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4716,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4717,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4718,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4719,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4720,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4721,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
4722,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
4723,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4724,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4725,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4726,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4727,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4728,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4729,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4730,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4731,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4732,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4733,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4734,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4735,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4736,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4737,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4738,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4739,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
4740,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4741,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4742,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4743,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4744,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4745,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4746,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4747,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4748,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4749,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4750,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4751,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
4752,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
4753,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4754,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4755,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
4756,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4757,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4758,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4759,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4760,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4761,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4762,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
4763,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4764,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4765,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4766,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4767,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4768,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4769,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4770,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4771,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4772,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4773,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4774,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4775,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4776,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4777,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4778,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4779,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4780,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4781,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4782,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4783,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4784,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4785,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4786,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4787,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4788,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4789,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4790,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4791,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4792,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4793,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4794,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4795,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4796,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4797,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4798,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4799,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4800,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4801,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4802,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4803,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4804,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4805,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4806,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
4807,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4808,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4809,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4810,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4811,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4812,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4813,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4814,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4815,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4816,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4817,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4818,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4819,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4820,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4821,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4822,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4823,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4824,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4825,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4826,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4827,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4828,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4829,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4830,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4831,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4832,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4833,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4834,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4835,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4836,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4837,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4838,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4839,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4840,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4841,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4842,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4843,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4844,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4845,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4846,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4847,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4848,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4849,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4850,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4851,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
4852,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4853,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4854,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
4855,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4856,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
4857,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
4858,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4859,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4860,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
4861,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4862,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4863,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4864,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
4865,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
4866,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
4867,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4868,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4869,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4870,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4871,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4872,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4873,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4874,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4875,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4876,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4877,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4878,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4879,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4880,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4881,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4882,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4883,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4884,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4885,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4886,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4887,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4888,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4889,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4890,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4891,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4892,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4893,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
4894,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4895,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4896,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4897,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4898,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4899,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4900,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4901,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4902,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4903,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4904,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4905,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4906,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4907,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4908,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4909,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4910,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4911,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4912,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4913,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4914,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4915,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4916,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4917,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4918,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4919,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4920,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4921,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4922,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4923,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4924,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4925,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4926,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4927,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4928,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4929,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4930,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4931,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4932,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4933,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4934,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
4935,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4936,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4937,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4938,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4939,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4940,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4941,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4942,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4943,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4944,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4945,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4946,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4947,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4948,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4949,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4950,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4951,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4952,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4953,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4954,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4955,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
4956,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4957,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4958,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4959,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,NULL
4960,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4961,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Water,NULL
4962,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4963,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
4964,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Shrubland,NULL
4965,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4966,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4967,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
4968,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4969,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
