Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNV_M_R
337,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
338,NULL,Forest,Water,NULL,Water,NULL,NULL,Cropland
339,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
340,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
341,NULL,Forest,Water,Non_Water,Water,NULL,NULL,NULL
342,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
343,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
344,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
345,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
346,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
347,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
348,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
349,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
350,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
351,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
353,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
355,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
356,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
357,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
358,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
359,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
360,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
361,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
362,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
363,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
364,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
365,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
366,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
367,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
369,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
370,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
371,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
372,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
373,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
374,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
376,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
377,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
378,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
380,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
381,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
382,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
383,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
385,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
386,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
387,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
388,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
390,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
391,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
392,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
393,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
394,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
395,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
396,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
397,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
398,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
399,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
400,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
401,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
402,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
403,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
404,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
405,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
406,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
407,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
408,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
409,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
410,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
411,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
412,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
413,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
414,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
415,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
416,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
417,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
418,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
419,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
420,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
422,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
423,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
424,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
425,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
426,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
427,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
428,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
429,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
430,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
431,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
432,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
433,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
434,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
436,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
437,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
439,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
441,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
442,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
443,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
444,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
445,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
446,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
447,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
448,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
449,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
450,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
451,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
452,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
454,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
455,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
456,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
457,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
459,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
460,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
461,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
462,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
464,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
465,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
466,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
468,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
469,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
470,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
471,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
472,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
473,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
474,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
475,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
476,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
477,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
478,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
479,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
480,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
481,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
482,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
483,Grassland,Forest,Water,NULL,Water,NULL,NULL,NULL
484,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
485,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
486,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
487,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
488,Grassland,Forest,Water,Water,Water,NULL,NULL,Cropland
489,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
490,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
491,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
492,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
493,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
494,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
495,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
496,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
497,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
498,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
499,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
500,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
501,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
502,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
503,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
504,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
505,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
506,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
508,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
509,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
510,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
511,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
512,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
513,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
514,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
515,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
516,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
517,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
518,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
519,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
520,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
521,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
522,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
523,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
524,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
526,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
527,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
528,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
529,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
530,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
531,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
532,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
533,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
534,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
535,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
537,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
538,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
539,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
540,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
541,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
542,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
543,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
544,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
545,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
546,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
547,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
548,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
549,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
550,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
551,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
552,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
553,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
554,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
556,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
557,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
558,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
559,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
560,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
561,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
562,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
563,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
564,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
565,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
566,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
567,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
568,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
569,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
570,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
571,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
572,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
573,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
574,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
575,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
576,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
577,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
578,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
579,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
580,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
581,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
582,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
583,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
584,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
585,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
586,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
587,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
588,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
589,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
590,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
591,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
592,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
593,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
594,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
595,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
596,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
597,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
598,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
599,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
600,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
601,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
602,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
604,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
605,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
606,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
607,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
608,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
609,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
610,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
611,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
612,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
613,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
614,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
615,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
616,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
617,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
618,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
619,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
620,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
621,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
622,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
623,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
624,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
625,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
626,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
628,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
629,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
630,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
631,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
632,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
633,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
634,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
635,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
636,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
637,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
638,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
639,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
640,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
641,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
642,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
643,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
644,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
645,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
646,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
647,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
648,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
649,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
650,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
651,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
652,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
653,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
654,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
655,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
656,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
657,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
658,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
659,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
660,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
661,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
662,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
663,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
664,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
665,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
666,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
667,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
668,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
669,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
670,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
671,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
672,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
673,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
675,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
676,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
677,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
678,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
679,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
680,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
681,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
