Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGU_M_R
2696,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2697,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2698,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2699,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2700,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2701,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2702,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2703,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2704,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2705,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2706,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2707,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2708,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2709,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2710,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2711,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2712,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2713,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2714,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2715,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2716,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2717,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2718,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2719,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2720,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2721,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2722,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2723,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2724,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2725,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2726,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2727,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2728,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2729,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2730,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2731,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2732,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2733,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2734,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2735,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2736,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2737,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2738,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2739,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2740,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2741,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2742,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2743,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2744,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2745,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2746,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2747,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2748,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2749,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2750,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2751,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2752,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2753,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2754,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2755,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2756,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2757,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2758,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2759,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2760,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2761,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2762,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2763,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2764,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2765,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2766,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2767,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2768,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2769,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2770,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2771,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2772,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2773,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2774,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2775,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2776,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2777,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
2778,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
2779,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2780,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2781,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
2782,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2783,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2784,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
2785,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2786,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2787,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2788,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2789,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2790,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2791,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2792,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2793,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2794,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2795,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2796,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2797,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2798,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2799,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2800,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2801,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2802,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2803,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2804,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2805,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2806,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
2807,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2808,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2809,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2810,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2811,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2812,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2813,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2814,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2815,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2816,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2817,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2818,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2819,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2820,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2821,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2822,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2823,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2824,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2825,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2826,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2827,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2828,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2829,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2830,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
2831,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2832,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2833,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2834,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
2835,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2836,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2837,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2838,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2839,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2840,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2841,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2842,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2843,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2844,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
2845,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2846,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2847,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2848,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2849,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2850,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2851,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2852,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2853,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2854,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2855,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2856,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2857,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2858,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2859,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2860,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2861,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2862,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2863,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2864,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2865,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2866,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2867,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2868,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2869,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2870,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2871,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2872,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2873,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2874,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2875,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2876,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2877,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2878,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2879,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2880,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2881,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2882,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2883,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
2884,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2885,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2886,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2887,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2888,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2889,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2890,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2891,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2892,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2893,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2894,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2895,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2896,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2897,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2898,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2899,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2900,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2901,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2902,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2903,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2904,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2905,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2906,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2907,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2908,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2909,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2910,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
2911,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2912,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2913,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2914,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
2915,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2916,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2917,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2918,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2919,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2920,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2921,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2922,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2923,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2924,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2925,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2926,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2927,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2928,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2929,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2930,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2931,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2932,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2933,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2934,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2935,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2936,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2937,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2938,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2939,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2940,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2941,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2942,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2943,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2944,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2945,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2946,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2947,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2948,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2949,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2950,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2951,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2952,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2953,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2954,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2955,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2956,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2957,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2958,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2959,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2960,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2961,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2962,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2963,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2964,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2965,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
2966,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2967,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2968,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2969,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2970,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2971,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2972,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2973,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2974,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
2975,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2976,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2977,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2978,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2979,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
2980,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Bareland
2981,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2982,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2983,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2984,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2985,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
2986,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2987,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2988,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2989,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2990,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
2991,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2992,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2993,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2994,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2995,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2996,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2997,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2998,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
2999,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3000,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
3001,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3002,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3003,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3004,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
3005,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3006,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3007,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3008,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3009,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3010,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3011,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
