Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHU_M_R
335,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
336,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
337,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
338,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
339,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
340,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
341,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
342,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
343,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
344,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
345,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
346,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
347,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
349,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
350,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
351,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
352,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
353,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
354,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
358,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
359,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
360,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
363,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
365,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
366,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
367,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
368,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
370,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
371,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
373,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
374,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
375,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
378,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
380,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
381,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
382,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
385,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
387,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
389,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
390,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
391,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
392,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
394,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
396,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
397,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
404,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
405,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
406,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
407,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
408,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
409,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
410,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
411,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
412,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
414,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
415,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
416,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
417,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
418,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
419,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
420,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
421,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
422,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
423,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
424,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
425,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
426,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
428,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
429,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
430,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
431,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
432,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
434,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
435,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
436,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
437,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
438,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
439,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
440,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
441,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
442,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
443,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
444,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
445,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
446,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
447,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
448,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
449,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
450,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
451,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
452,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
453,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
455,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
456,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
457,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
458,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
459,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
460,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
461,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
462,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
463,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
464,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
465,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
466,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
467,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
468,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
469,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
470,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
471,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
472,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
473,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
474,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
475,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
476,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
477,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
478,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
479,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
480,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
481,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
482,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
483,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
484,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
485,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
486,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
487,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
488,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
489,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
491,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
492,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
493,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
494,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
495,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
497,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
498,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
499,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
500,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
501,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
503,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
504,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
505,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
506,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
507,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
509,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
510,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
511,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
512,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
513,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
515,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
516,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
517,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
518,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
519,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
520,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
521,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
522,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
523,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
524,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
525,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
526,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
527,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
528,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
529,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
530,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
531,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
533,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
534,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
535,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
536,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
537,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
539,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
540,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
541,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
542,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
543,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
544,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
545,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
546,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
547,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
548,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
549,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
550,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
551,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
552,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
554,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
555,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
556,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
557,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
558,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
559,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
560,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
561,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
562,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
563,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
564,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
565,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
567,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
568,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
569,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
570,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
571,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
573,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
574,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
575,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
576,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
577,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
579,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
580,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
581,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
583,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
584,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
585,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
586,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
587,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
588,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
589,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
590,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
591,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
592,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
593,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
594,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
595,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
596,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
598,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
599,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
600,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
601,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
602,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
603,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
604,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
605,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
606,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
607,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
608,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
609,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
610,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
612,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
613,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
614,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
615,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
616,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
617,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
618,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
620,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
621,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
622,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
623,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
624,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
625,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
627,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
628,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
629,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
630,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
631,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
632,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
633,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
634,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
635,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
636,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
638,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
639,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
643,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
644,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
645,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
647,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
648,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
649,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
650,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
651,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
652,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
653,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
655,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
656,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
657,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
658,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
659,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
660,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
661,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
662,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
663,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
