Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWU_M_R
346,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
348,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
349,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
350,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
351,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
352,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
353,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
354,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
355,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
356,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
357,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
358,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
359,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
360,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
361,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
363,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
364,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
365,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
366,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
367,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
368,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
369,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
371,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
372,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
373,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
374,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
375,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
376,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
377,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
378,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
379,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
380,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
381,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
382,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
383,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
385,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
386,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
387,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
388,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
390,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
391,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
392,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
393,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
394,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
395,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
396,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
397,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
398,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
399,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
400,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
402,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
403,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
404,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
405,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
406,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
407,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
408,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
409,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
410,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
411,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
412,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
414,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
415,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
417,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
418,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
423,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
424,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
425,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
426,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
427,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
428,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
429,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
430,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
431,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
432,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
433,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
434,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
435,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
436,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
437,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
439,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
440,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
441,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
442,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
443,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
444,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
445,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
446,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
447,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
448,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
449,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
450,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
451,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
452,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
453,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
454,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
455,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
456,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
457,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
459,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
460,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
461,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
464,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
466,Grassland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
467,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
469,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
471,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
472,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
474,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
475,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
476,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
477,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
478,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
479,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
480,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
481,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
482,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
483,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
484,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
485,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
486,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
487,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
488,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
489,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
490,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
491,Grassland,Water,Water,Water,Water,NULL,NULL,Water
492,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
493,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
495,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
496,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
497,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
498,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
499,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
500,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
501,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
502,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
504,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
506,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
507,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
510,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
511,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
512,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
513,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
514,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
515,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
516,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
517,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
518,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
519,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
520,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
521,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
522,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
523,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
524,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
525,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
526,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
527,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
529,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
530,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
531,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
532,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
533,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
534,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
535,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
536,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
537,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
538,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
539,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
540,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
541,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
542,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
543,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
544,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
545,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
546,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
547,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
549,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
550,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
551,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
552,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
553,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
556,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
557,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
559,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
560,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
562,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
563,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
564,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
565,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
567,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
568,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
569,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
571,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
572,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
573,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
575,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
577,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
578,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
579,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
580,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
581,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
582,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
583,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
584,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
585,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
586,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
588,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
590,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
591,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
592,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
594,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
595,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
596,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
597,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
598,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
599,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
600,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
601,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
602,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
603,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
604,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
605,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
606,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
607,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
608,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
609,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
612,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
613,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
614,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
615,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
616,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
617,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
618,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
619,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
620,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
622,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
623,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
624,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
625,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
626,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
628,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
629,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
630,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
631,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
632,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
633,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
634,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
635,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
636,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
637,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
638,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
639,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
640,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
641,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
642,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
643,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
644,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
645,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
647,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
648,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
649,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
650,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
651,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
652,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
653,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
654,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
655,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
656,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
657,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Water
658,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
659,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
660,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
661,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
662,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
663,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
664,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
666,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
667,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
668,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
669,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
670,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
671,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
672,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
673,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
674,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
675,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
676,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
677,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
678,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
681,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
682,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
683,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
685,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
686,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
688,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
689,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
690,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
691,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
692,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
693,Cropland,Built-up,Water,Water,Water,NULL,NULL,Grassland
694,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
695,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
696,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
697,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
698,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
