Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUP_M_R
2625,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2626,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2627,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2628,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2629,NULL,Cropland,Water,Non_Water,Water,Grassland,NULL,NULL
2630,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,NULL
2631,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2632,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2633,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2634,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2635,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2636,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2637,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2638,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2639,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2640,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2641,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2642,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2643,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2644,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2645,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2646,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2647,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2648,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2649,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2650,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2651,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2652,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2653,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2654,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2655,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2656,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2657,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2658,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2659,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2660,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2661,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2662,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2663,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2664,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2665,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2666,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2667,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2668,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2669,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2670,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2671,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2672,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2673,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2674,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2675,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2676,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2677,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2678,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2679,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2680,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2681,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2682,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2683,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2684,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2685,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2686,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2687,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2688,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2689,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2690,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2691,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2692,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2693,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2694,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2695,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2696,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2697,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2698,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2699,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2700,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2701,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2702,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2703,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2704,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2705,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2706,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2707,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2708,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2709,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2710,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2711,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2712,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2713,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2714,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
2715,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2716,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2717,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2718,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2719,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2720,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2721,NULL,Cropland,Forest,Water,Non_Wetland,Water,NULL,Grassland
2722,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2723,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2724,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2725,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2726,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2727,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2728,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2729,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2730,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2731,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2732,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2733,NULL,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
2734,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2735,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2736,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2737,NULL,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2738,NULL,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2739,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2740,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2741,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2742,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2743,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2744,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2745,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2746,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,NULL,Water
2747,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2748,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2749,NULL,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2750,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2751,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2752,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2753,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2754,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2755,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2756,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2757,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2758,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2759,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2760,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2761,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
2762,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2763,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2764,NULL,Bareland,Wetland,NULL,Wetland,NULL,Water,Bareland
2765,NULL,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Water
2766,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
2767,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
2768,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2769,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2770,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2771,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2772,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2773,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2774,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2775,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2776,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2777,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2778,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2779,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2780,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2781,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2782,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2783,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2784,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2785,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2786,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2787,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2788,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2789,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2790,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2791,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2792,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2793,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2794,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2795,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2796,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2797,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2798,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
2799,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
2800,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
2801,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2802,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2803,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2804,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2805,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2806,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2807,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2808,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2809,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2810,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
2811,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2812,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2813,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2814,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2815,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2816,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2817,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2818,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2819,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2820,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
2821,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
2822,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2823,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2824,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2825,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2826,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2827,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2828,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2829,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2830,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2831,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2832,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2833,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2834,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2835,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2836,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2837,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2838,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2839,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2840,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2841,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
2842,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
2843,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2844,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2845,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2846,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2847,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2848,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2849,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2850,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2851,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2852,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2853,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2854,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2855,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2856,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2857,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2858,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2859,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2860,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2861,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2862,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2863,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2864,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2865,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2866,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2867,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2868,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2869,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2870,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2871,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2872,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2873,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2874,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2875,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2876,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2877,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2878,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2879,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2880,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2881,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2882,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2883,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2884,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2885,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2886,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2887,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2888,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2889,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2890,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2891,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2892,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2893,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
2894,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2895,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
2896,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2897,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2898,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
2899,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2900,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2901,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2902,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2903,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2904,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
2905,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2906,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2907,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2908,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2909,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
2910,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2911,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2912,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2913,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
2914,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2915,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2916,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
2917,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2918,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2919,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
2920,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
2921,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2922,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2923,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2924,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2925,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2926,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2927,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2928,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
2929,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
2930,NULL,Built-up,NULL,NULL,Non_Wetland,Water,NULL,NULL
2931,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
2932,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2933,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2934,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2935,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2936,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2937,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2938,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
2939,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
2940,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
2941,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2942,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2943,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2944,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
2945,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2946,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
