Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFJ_M_R
30,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
31,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
45,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
48,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
55,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
56,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
57,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
58,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
59,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
60,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
61,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
62,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
63,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
64,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
66,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
67,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
107,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
108,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
109,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
110,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
111,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
112,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
113,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
114,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
115,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
116,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
117,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
118,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
119,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
120,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
121,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
122,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
123,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
124,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
125,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
126,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
127,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
128,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
129,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
130,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
131,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
132,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
133,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
134,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
135,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
136,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
137,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
138,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
139,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
140,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
141,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
142,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
143,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
144,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
145,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
146,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
147,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
148,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
149,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
150,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
151,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
152,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
153,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
154,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
155,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
156,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
157,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
158,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
159,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
160,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
161,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
162,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
163,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
164,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
165,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
166,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
167,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
168,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
169,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
170,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
171,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
172,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
173,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
174,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
175,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
176,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
177,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
178,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
179,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
180,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
181,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
182,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
183,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
184,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
185,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
186,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
187,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
190,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
191,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
192,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
194,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Water
195,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
196,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
197,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
198,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
199,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
200,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
203,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
204,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
205,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
206,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
207,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
208,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
209,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
210,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
211,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
212,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
213,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
214,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
215,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
216,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
217,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
218,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
219,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
220,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
221,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
222,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
223,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Bareland,Forest
224,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
225,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
226,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
227,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
228,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
229,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
230,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
231,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
232,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
233,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
234,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
235,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
236,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Built-up,Grassland
237,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
238,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
239,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
240,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Grassland,Grassland
241,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
242,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
243,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Water,Forest
244,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
245,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
246,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Water
247,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
248,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
249,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
250,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
251,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
252,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
253,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
254,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
255,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
256,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
257,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
258,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
259,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
260,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
261,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
262,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
263,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
264,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
265,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
266,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
267,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
268,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
269,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
270,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
271,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
272,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
273,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
274,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
275,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
276,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
277,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
278,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
279,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
280,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
281,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
282,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
283,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
284,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
285,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
286,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
287,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
288,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
289,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
290,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
291,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
292,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
293,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
294,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
295,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
296,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
297,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
298,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
299,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
300,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
301,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
302,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
303,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
304,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
305,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
306,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
307,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
308,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
309,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
310,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
311,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
312,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
313,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
314,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
315,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
316,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
317,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
318,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
319,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
320,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
321,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
322,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
323,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
324,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
325,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
