Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEJ_M_R
3424,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
3425,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3426,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3427,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3428,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3429,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3430,NULL,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3431,NULL,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
3432,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
3433,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
3434,NULL,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
3435,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
3436,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3437,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Water
3438,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
3439,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3440,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3441,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
3442,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
3443,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
3444,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
3445,NULL,Water,Wetland,Water,Wetland,Forest,Water,Water
3446,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
3447,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3448,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3449,NULL,Water,Water,NULL,Water,NULL,Grassland,Grassland
3450,NULL,Water,Water,NULL,Water,NULL,Water,Forest
3451,NULL,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
3452,NULL,Water,Water,NULL,Water,Shrubland,Water,Grassland
3453,NULL,Water,Water,NULL,Water,Grassland,NULL,Grassland
3454,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3455,NULL,Water,Water,NULL,Water,Grassland,Grassland,Water
3456,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
3457,NULL,Water,Water,NULL,Water,Grassland,Water,Water
3458,NULL,Water,Water,NULL,Water,Grassland,Water,Forest
3459,NULL,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3460,NULL,Water,Water,NULL,Water,Wetland,Water,Wetland
3461,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
3462,NULL,Water,Water,NULL,Water,Bareland,Grassland,Water
3463,NULL,Water,Water,NULL,Water,Bareland,Water,Wetland
3464,NULL,Water,Water,NULL,Water,Bareland,Water,Water
3465,NULL,Water,Water,NULL,Water,Bareland,Forest,Water
3466,NULL,Water,Water,NULL,Water,Water,Grassland,Forest
3467,NULL,Water,Water,NULL,Water,Water,Water,Wetland
3468,NULL,Water,Water,NULL,Water,Water,Water,Water
3469,NULL,Water,Water,Non_Water,Water,Shrubland,Water,Water
3470,NULL,Water,Water,Non_Water,Water,Grassland,NULL,Water
3471,NULL,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3472,NULL,Water,Water,Non_Water,Water,Grassland,Water,Water
3473,NULL,Water,Water,Non_Water,Water,Forest,Water,Water
3474,NULL,Water,Water,Water,Water,NULL,Water,Water
3475,NULL,Water,Water,Water,Water,Shrubland,Wetland,Wetland
3476,NULL,Water,Water,Water,Water,Grassland,Grassland,Water
3477,NULL,Water,Water,Water,Water,Grassland,Water,Forest
3478,NULL,Water,Water,Water,Water,Bareland,Grassland,Grassland
3479,NULL,Water,Water,Water,Water,Bareland,Water,Wetland
3480,NULL,Water,Water,Water,Water,Bareland,Water,Water
3481,NULL,Water,Water,Water,Water,Water,Bareland,Water
3482,NULL,Water,Water,Water,Water,Water,Water,Wetland
3483,NULL,Water,Water,Water,Water,Water,Water,Water
3484,NULL,Water,Water,Water,Water,Water,Water,Forest
3485,NULL,Water,Water,Water,Water,Forest,Water,Water
3486,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3487,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3488,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3489,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3490,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3491,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
3492,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3493,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3494,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
3495,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
3496,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3497,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3498,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3499,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3500,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3501,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3502,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3503,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3504,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3505,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
3506,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3507,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3508,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3509,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3510,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3511,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
3512,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3513,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3514,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3515,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
3516,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
3517,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
3518,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3519,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
3520,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3521,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3522,NULL,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
3523,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3524,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3525,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3526,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3527,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3528,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3529,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3530,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3531,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3532,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3533,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3534,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3535,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3536,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3537,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3538,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3539,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3540,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3541,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3542,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3543,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3544,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3545,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3546,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3547,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3548,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3549,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3550,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3551,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3552,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3553,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3554,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3555,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3556,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3557,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3558,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3559,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3560,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3561,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3562,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3563,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3564,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3565,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3566,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3567,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3568,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3569,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3570,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3571,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3572,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3573,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3574,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3575,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3576,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3577,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3578,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3579,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3580,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
3581,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3582,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3583,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3584,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3585,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3586,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3587,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
3588,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3589,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3590,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3591,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3592,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3593,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3594,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3595,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3596,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3597,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3598,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3599,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3600,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
3601,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3602,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3603,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3604,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3605,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3606,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3607,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3608,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3609,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3610,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3611,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3612,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3613,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3614,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3615,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3616,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3617,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
3618,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3619,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3620,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3621,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3622,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3623,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3624,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3625,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3626,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3627,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3628,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3629,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3630,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3631,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3632,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3633,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3634,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3635,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3636,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3637,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3638,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3639,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3640,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3641,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
3642,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3643,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3644,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3645,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3646,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
3647,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3648,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3649,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3650,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3651,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3652,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3653,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3654,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3655,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3656,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3657,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3658,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3659,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3660,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3661,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3662,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3663,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3664,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3665,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3666,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3667,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3668,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3669,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3670,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3671,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3672,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3673,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3674,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3675,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3676,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3677,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3678,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3679,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3680,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3681,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3682,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3683,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3684,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3685,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3686,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3687,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3688,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3689,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3690,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3691,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3692,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3693,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3694,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3695,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3696,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3697,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3698,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3699,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3700,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3701,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3702,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3703,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3704,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3705,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3706,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3707,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
3708,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3709,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3710,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3711,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3712,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3713,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3714,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3715,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3716,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3717,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3718,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
3719,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3720,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3721,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3722,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3723,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3724,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3725,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3726,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
3727,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3728,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3729,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3730,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3731,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3732,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
3733,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
3734,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3735,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3736,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
3737,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3738,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3739,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
3740,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
3741,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3742,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3743,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
3744,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
3745,NULL,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
3746,NULL,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Water
3747,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3748,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3749,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3750,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3751,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3752,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3753,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3754,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3755,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3756,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3757,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3758,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3759,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
