Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHA_M_R
816,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
817,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
818,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
819,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
820,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
821,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
822,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
823,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
824,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
825,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
826,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
827,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
828,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
829,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
830,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
831,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
832,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
833,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
834,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
835,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
836,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
837,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
838,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
839,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
840,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
841,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
842,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
843,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
844,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
845,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
846,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
847,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
848,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
849,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
850,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
851,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
852,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
853,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
854,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
855,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
856,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
857,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
858,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
859,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
860,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
861,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
862,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
863,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
864,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
865,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
866,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
867,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
868,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
869,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
870,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
871,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
872,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
873,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
874,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
875,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
876,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
877,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
878,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
879,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
880,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
881,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
882,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
883,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
884,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
885,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
886,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
887,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
888,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
889,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
890,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
892,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
893,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
894,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
895,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
896,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
897,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
898,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
899,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
900,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
901,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
902,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
903,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
904,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
905,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
906,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
907,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
908,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
909,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
910,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
911,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
912,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
914,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
915,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
916,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
917,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
918,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
919,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
920,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
921,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
922,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
923,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
924,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
925,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
926,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
927,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
928,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
929,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
930,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
932,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
933,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
934,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
935,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
936,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
937,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
938,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
939,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
940,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
941,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
942,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
943,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
944,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
945,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
947,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
948,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
949,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
950,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
951,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
952,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
953,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
955,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
956,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
957,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
958,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
959,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
960,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
961,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
962,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
963,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
964,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
965,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
966,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
967,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
968,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
969,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
970,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
971,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
972,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
974,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
975,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
976,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
977,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
978,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
979,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
980,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
981,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
982,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
983,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
984,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
985,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
986,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
987,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
989,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
990,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
991,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
992,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
993,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
994,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
995,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
996,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
997,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
998,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
999,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1000,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1001,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1002,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1003,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1004,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1005,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1006,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1007,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1008,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1009,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1010,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1012,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1013,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1015,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1016,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1017,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1018,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1019,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1020,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1021,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1022,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1024,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1025,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1026,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1027,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1028,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1029,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1030,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1031,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1032,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1033,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1035,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1036,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1037,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1038,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1039,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1040,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1042,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1044,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1045,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1047,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1049,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1050,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1052,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1053,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1054,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1055,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1056,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1057,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1059,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1060,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1061,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1062,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1063,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1064,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1065,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1066,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1067,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1069,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1070,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1071,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1072,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1075,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1076,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1077,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1079,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1080,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1081,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1082,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1083,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1084,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1085,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1086,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1087,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1088,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1089,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1090,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1091,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1093,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1094,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1095,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1096,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1098,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1099,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1101,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1102,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1103,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1104,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1105,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1106,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1107,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1108,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1109,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1110,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1111,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1113,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1114,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1115,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1116,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1118,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1119,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1120,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1122,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1123,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1124,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1125,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1127,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1129,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1130,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1131,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1132,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1133,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1134,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1135,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1136,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1138,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1140,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1141,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1142,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
