Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKH_M_R
2930,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2931,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2932,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2933,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2934,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2935,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2936,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2937,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2938,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2939,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
2940,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
2941,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2942,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2943,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2944,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2945,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2946,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2947,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2948,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2949,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2950,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2951,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2952,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2953,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2954,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2955,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2956,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2957,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2958,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2959,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2960,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2961,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2962,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2963,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2964,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2965,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2966,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2967,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2968,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2969,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2970,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2971,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2972,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2973,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2974,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2975,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2976,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
2977,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2978,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2979,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2980,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2981,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2982,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2983,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2984,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2985,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2986,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2987,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
2988,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2989,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2990,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2991,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2992,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2993,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2994,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2995,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2996,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2997,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2998,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2999,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3000,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3001,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
3002,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3003,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3004,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3005,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3006,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
3007,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3008,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3009,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3010,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3011,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
3012,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3013,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3014,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3015,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3016,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3017,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3018,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3019,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3020,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3021,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3022,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3023,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3024,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3025,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3026,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3027,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3028,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3029,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3030,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3031,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3032,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3033,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3034,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3035,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3036,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3037,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
3038,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
3039,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3040,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3041,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
3042,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3043,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3044,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
3045,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3046,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3047,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3048,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3049,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3050,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3051,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3052,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3053,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3054,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3055,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3056,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3057,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3058,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3059,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3060,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3061,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3062,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3063,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3064,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3065,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3066,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3067,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3068,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3069,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3070,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3071,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3072,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3073,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3074,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3075,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3076,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3077,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3078,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3079,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3080,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3081,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3082,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3083,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3084,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3085,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3086,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3087,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3088,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3089,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3090,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3091,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3092,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3093,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3094,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3095,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3096,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3097,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3098,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3099,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3100,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3101,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3102,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3103,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3104,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3105,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3106,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3107,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3108,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3109,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3110,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3111,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3112,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3113,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3114,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3115,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3116,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3117,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3118,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3119,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3120,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3121,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3122,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3123,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3124,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3125,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3126,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3127,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3128,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3129,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3130,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3131,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3132,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3133,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3134,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3135,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3136,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3137,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3138,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3139,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3140,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3141,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3142,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3143,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3144,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3145,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3146,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3147,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3148,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3149,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3150,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3151,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3152,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3153,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3154,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3155,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3156,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3157,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3158,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3159,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3160,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3161,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3162,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3163,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3164,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3165,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3166,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3167,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3168,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3169,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3170,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3171,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3172,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3173,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3174,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3175,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
3176,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3177,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3178,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3179,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3180,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3181,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3182,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3183,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3184,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3185,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3186,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3187,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3188,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3189,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3190,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3191,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3192,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3193,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3194,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3195,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3196,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3197,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
3198,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
3199,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
3200,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3201,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3202,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3203,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3204,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3205,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3206,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3207,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3208,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3209,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3210,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
3211,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
3212,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3213,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3214,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3215,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3216,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3217,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3218,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3219,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3220,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3221,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3222,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3223,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3224,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3225,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3226,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3227,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3228,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3229,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3230,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
3231,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3232,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
3233,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3234,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3235,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3236,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3237,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3238,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3239,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3240,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3241,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
