Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFH_M_R
341,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
342,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
343,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
344,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
345,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
346,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
347,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
348,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
349,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
352,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
353,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
354,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
355,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
356,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
357,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
358,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
359,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
360,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
361,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
363,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
364,Grassland,Water,Water,Water,Water,NULL,NULL,Water
365,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
367,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
368,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
370,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
372,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
373,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
374,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
377,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
378,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
379,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
380,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
381,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
382,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
383,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
384,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
385,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
387,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
388,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
389,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
390,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
391,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
392,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
393,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
394,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
395,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
396,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
397,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
398,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
399,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
401,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
402,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
404,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
405,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
406,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
407,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
408,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
409,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
410,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
411,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
413,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
414,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
416,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
417,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
418,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
419,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
420,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
421,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
422,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
423,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
424,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
426,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
427,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
428,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
429,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
430,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
431,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
432,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
433,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
434,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
435,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
436,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
437,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
438,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
439,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
440,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
441,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
442,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
443,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
445,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
446,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
447,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
448,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
449,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
450,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
452,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
453,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
454,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
455,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
456,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
457,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
458,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
459,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
461,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
462,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
463,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
465,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
466,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
467,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
468,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
470,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
471,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
472,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
473,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
474,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
475,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
476,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
477,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
478,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
479,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
480,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
481,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
482,Cropland,Water,Water,Water,Water,NULL,NULL,Water
483,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
484,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
485,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
486,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
488,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
489,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
490,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
492,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
493,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
494,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
495,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
496,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
497,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
498,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
499,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
500,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
501,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
502,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
503,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
504,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
505,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
506,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
507,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
508,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
510,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
512,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
513,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
515,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
516,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
518,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
519,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
520,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
521,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
522,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
523,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
524,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
525,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
526,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
527,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
528,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
529,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
530,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
531,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
532,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
533,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
534,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
535,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
536,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
537,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
538,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
539,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
540,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
541,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
542,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
543,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
544,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
545,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
546,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
547,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
548,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
549,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
550,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
551,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
552,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
553,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
554,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
556,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
557,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
558,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
559,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
560,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
561,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
562,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
563,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
564,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
565,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
566,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
567,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
568,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
569,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
570,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
571,Wetland,Water,Water,Water,Water,NULL,NULL,Water
572,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
573,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
574,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
575,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
576,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
577,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
578,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
579,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
580,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
581,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
582,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
583,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
584,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
585,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
586,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
587,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
588,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
589,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
590,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
591,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
592,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
593,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
594,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
595,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
596,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
598,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
599,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
600,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
602,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
603,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
604,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
605,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
606,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
608,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
609,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
610,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
611,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
612,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
613,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
614,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
615,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
616,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
617,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
619,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
621,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
622,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
623,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
624,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
625,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
626,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
627,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
628,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
629,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
630,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
631,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
632,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
633,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
634,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
635,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
636,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
638,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
639,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
640,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
642,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
643,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
644,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
645,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
648,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
649,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
650,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
651,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
652,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
654,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
655,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
656,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
657,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
658,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
659,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
660,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
661,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
662,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
663,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
664,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
665,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
666,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
667,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
668,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
669,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
670,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
671,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
672,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
673,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
674,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
675,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
676,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
677,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
678,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
679,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
680,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
681,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
682,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
683,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
684,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
685,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
686,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
687,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
688,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
689,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
