Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEF_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
32,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
34,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
35,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
36,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
37,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
38,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
39,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
40,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
41,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
42,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
44,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
45,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
46,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
47,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
48,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
49,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
50,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
51,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
52,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
53,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
54,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
55,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
56,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
57,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
58,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
59,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
60,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
61,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
62,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
63,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
65,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
66,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
68,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
70,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
71,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
72,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
73,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
74,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
75,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
76,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
77,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
78,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
79,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
80,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
81,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
82,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
83,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
84,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
85,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
86,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
87,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
88,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
89,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
90,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
91,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
92,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
93,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
94,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
95,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
96,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
98,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
99,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
100,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
101,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
102,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
103,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
104,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
105,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
106,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
107,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
108,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
109,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
110,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
111,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
112,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
114,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
116,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
117,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
118,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
119,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
120,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
121,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
122,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
124,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
125,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
126,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
127,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
128,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
129,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
130,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
131,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
132,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
133,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
134,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
135,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
136,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
137,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
138,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
139,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
140,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
141,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
142,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
143,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
144,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
146,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
147,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
148,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
149,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
150,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
151,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
152,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
153,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
155,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
157,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
158,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
159,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
160,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
161,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
162,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
163,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
164,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
165,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
166,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
167,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
168,NULL,Bareland,Water,Water,Water,NULL,NULL,Wetland
169,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
170,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
171,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
172,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
173,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
174,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
175,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
176,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
177,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
178,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
179,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
180,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
181,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
182,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
183,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
184,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
185,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
186,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
187,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
188,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
189,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
190,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
192,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
193,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
194,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
196,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
197,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
198,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
199,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
200,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
201,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
202,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
203,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
204,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
205,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
206,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
207,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
208,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
209,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
210,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
211,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
212,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
213,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
214,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
215,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
216,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
217,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
218,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
219,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
220,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
221,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
222,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
223,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
224,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
225,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
226,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
227,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
228,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
229,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
230,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
231,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
232,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
233,NULL,Water,Water,Non_Water,Water,NULL,NULL,Wetland
234,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
235,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
236,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
237,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
238,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
239,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
240,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
241,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
242,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
243,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
244,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
245,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
246,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
247,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
249,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
250,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
251,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
252,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
253,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
254,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
255,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
256,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
257,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
258,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
259,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
260,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
261,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
262,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
263,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
264,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
265,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
266,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
267,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
268,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
269,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
270,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
271,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
272,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
273,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
274,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
275,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
276,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
277,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
278,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
279,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
280,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
281,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
282,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
283,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
284,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
285,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
286,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
287,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
288,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
289,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
290,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
291,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
292,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
293,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
294,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
295,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
296,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
297,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
298,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
299,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
300,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
301,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
302,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
303,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
304,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
305,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
306,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
307,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
308,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
309,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
310,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
311,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
312,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
313,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
314,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
315,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
316,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
317,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
318,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
319,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
320,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
321,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
322,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
323,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
324,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
325,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
326,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
327,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
328,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
329,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
330,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
331,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
332,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
333,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
334,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
335,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
336,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
337,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
338,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
339,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
340,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
341,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
