Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXA_M_R
6000,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6001,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6002,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6003,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
6004,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6005,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6006,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6007,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6008,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6009,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6010,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
6011,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6012,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6013,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6014,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
6015,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
6016,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6017,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6018,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6019,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6020,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6021,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
6022,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
6023,Cropland,Built-up,NULL,NULL,Non_Wetland,Water,Water,Grassland
6024,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6025,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
6026,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Built-up
6027,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6028,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6029,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6030,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6031,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6032,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6033,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
6034,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6035,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Built-up
6036,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6037,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
6038,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
6039,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6040,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6041,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6042,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
6043,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6044,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6045,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6046,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6047,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6048,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6049,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6050,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6051,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6052,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
6053,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
6054,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6055,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
6056,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6057,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6058,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6059,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6060,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6061,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
6062,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6063,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6064,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6065,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6066,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6067,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6068,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6069,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6070,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6071,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6072,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6073,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6074,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6075,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6076,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6077,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6078,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6079,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6080,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6081,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6082,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6083,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6084,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6085,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6086,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6087,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
6088,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6089,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6090,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6091,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6092,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6093,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
6094,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
6095,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6096,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
6097,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6098,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6099,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
6100,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
6101,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
6102,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
6103,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
6104,Cropland,Built-up,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
6105,Cropland,Built-up,Wetland,NULL,Wetland,Water,NULL,Grassland
6106,Cropland,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
6107,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6108,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6109,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6110,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6111,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
6112,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
6113,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6114,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6115,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6116,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6117,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6118,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
6119,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
6120,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6121,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6122,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
6123,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6124,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6125,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6126,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6127,Cropland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6128,Cropland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6129,Cropland,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
6130,Cropland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6131,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6132,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6133,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6134,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6135,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6136,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6137,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6138,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6139,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6140,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6141,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6142,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6143,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6144,Cropland,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6145,Cropland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6146,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6147,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6148,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6149,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6150,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
6151,Cropland,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6152,Cropland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6153,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6154,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Built-up
6155,Cropland,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
6156,Cropland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6157,Cropland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
6158,Cropland,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
6159,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6160,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
6161,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
6162,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6163,Cropland,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
6164,Cropland,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
6165,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
6166,Cropland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
6167,Cropland,Water,Wetland,NULL,Wetland,NULL,Built-up,Grassland
6168,Cropland,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
6169,Cropland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Built-up
6170,Cropland,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6171,Cropland,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
6172,Cropland,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
6173,Cropland,Water,Wetland,NULL,Wetland,Built-up,NULL,Grassland
6174,Cropland,Water,Wetland,NULL,Wetland,Built-up,Water,Grassland
6175,Cropland,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
6176,Cropland,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
6177,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6178,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Cropland
6179,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6180,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6181,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Built-up
6182,Cropland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Built-up
6183,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6184,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6185,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
6186,Cropland,Water,Wetland,Water,Wetland,Water,Water,Bareland
6187,Cropland,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
6188,Cropland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
6189,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6190,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
6191,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6192,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6193,Cropland,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
6194,Cropland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
6195,Cropland,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
6196,Cropland,Water,Water,Water,Water,Water,Water,Wetland
6197,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6198,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
6199,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
6200,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6201,Cropland,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
6202,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
6203,Cropland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6204,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6205,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6206,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6207,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6208,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6209,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6210,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6211,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6212,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6213,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6214,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6215,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6216,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6217,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6218,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6219,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6220,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6221,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6222,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6223,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6224,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6225,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6226,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6227,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6228,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6229,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
6230,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6231,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6232,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6233,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6234,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6235,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6236,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6237,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6238,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6239,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6240,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6241,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6242,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6243,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6244,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6245,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6246,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6247,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6248,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6249,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6250,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6251,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6252,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6253,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6254,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6255,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6256,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6257,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6258,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
6259,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
6260,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
6261,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6262,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6263,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6264,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6265,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
6266,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
6267,Cropland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6268,Cropland,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
6269,Cropland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6270,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6271,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6272,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
6273,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6274,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6275,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6276,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6277,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6278,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6279,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6280,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6281,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6282,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6283,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6284,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6285,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6286,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6287,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6288,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6289,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6290,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6291,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6292,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6293,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6294,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6295,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6296,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6297,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6298,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6299,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6300,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
6301,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6302,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
6303,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
6304,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6305,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
6306,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6307,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
6308,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6309,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6310,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6311,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6312,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Wetland
6313,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
6314,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
6315,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
6316,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6317,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6318,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
6319,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6320,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6321,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6322,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6323,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
