Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNB_M_R
338,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
339,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
340,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
341,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
343,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
344,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
345,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
346,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
347,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
348,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
349,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
350,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
351,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
352,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
353,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
354,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
355,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
356,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
357,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
358,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
360,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
361,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
362,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
363,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
364,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
365,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
366,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
367,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
368,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
369,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
370,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
371,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
373,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
374,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
375,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
377,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
378,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
379,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
381,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
382,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
383,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
385,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
386,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
387,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
388,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
389,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
390,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
391,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
392,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
393,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
394,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
395,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
396,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
397,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
398,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
399,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
400,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
401,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
402,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
403,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
404,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
405,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
406,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
407,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
408,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
410,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
411,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
412,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
413,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
414,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
416,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
417,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
418,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
419,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
421,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
422,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
423,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
424,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
425,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
426,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
427,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
429,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
430,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
431,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
433,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
434,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
435,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
436,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
437,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
438,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
439,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
440,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
441,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
442,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
443,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
444,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
445,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
446,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
447,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
448,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
449,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
450,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
451,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
452,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
453,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
454,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
455,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
456,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
457,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
459,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
460,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
461,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
463,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
464,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
465,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
466,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
467,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
468,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
469,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
470,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
471,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
472,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
473,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
475,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
476,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
477,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
478,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
479,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
480,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
481,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
482,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
483,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
484,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
485,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
486,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
487,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
488,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
489,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
490,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
491,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
492,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
493,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
494,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
495,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
496,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
497,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
498,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
500,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
501,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
502,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
503,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
504,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
505,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
506,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
507,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
508,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
509,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
510,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
511,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
512,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
513,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
514,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
515,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
516,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
517,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
518,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
519,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
520,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
522,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
524,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
525,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
526,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
528,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
529,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
530,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
531,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
532,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
533,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
534,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
535,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
537,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
539,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
540,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
542,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
543,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
544,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
545,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
546,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
547,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
548,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
549,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
550,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
551,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
553,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
555,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
556,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
557,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
558,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
559,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
561,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
562,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
563,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
564,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
565,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
567,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
568,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
569,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
570,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
571,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
572,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
573,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
574,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
575,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
576,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
577,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
578,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
580,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
581,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
582,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
583,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
585,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
586,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
587,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
588,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
589,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
590,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
591,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
592,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
594,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
595,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
596,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
597,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
598,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
599,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
601,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
602,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
603,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
604,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
605,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
607,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
608,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
609,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
610,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
612,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
613,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
614,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
615,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
617,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
618,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
619,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
620,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
621,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
622,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
623,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
624,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
625,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
626,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
627,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
628,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
629,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
630,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
631,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
632,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
633,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
634,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
635,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
636,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
637,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
638,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
639,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
640,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
642,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
643,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
644,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
645,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
646,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
647,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
648,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
649,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
650,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
652,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
653,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
654,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
655,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
656,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
657,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
658,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
659,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
660,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
661,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
662,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
663,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
664,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
665,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
666,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
667,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
668,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
669,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
670,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
671,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
672,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
673,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
