Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVS_M_R
3255,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3256,Grassland,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3257,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3258,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3259,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3260,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3261,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3262,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3263,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3264,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
3265,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
3266,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3267,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3268,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3269,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3270,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3271,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3272,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3273,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3274,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
3275,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3276,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3277,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3278,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3279,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3280,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3281,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3282,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3283,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3284,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3285,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3286,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3287,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3288,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3289,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3290,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3291,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3292,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3293,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3294,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3295,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3296,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3297,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3298,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3299,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3300,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3301,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3302,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3303,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3304,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3305,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
3306,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3307,Grassland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
3308,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3309,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3310,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3311,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3312,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3313,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3314,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3315,Grassland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3316,Grassland,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
3317,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3318,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
3319,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3320,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3321,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3322,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3323,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3324,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3325,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3326,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3327,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3328,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3329,Grassland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3330,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3331,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
3332,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Water
3333,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3334,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
3335,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3336,Grassland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
3337,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Water
3338,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3339,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
3340,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
3341,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
3342,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
3343,Grassland,Forest,Water,Water,Water,Wetland,Water,Wetland
3344,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
3345,Grassland,Forest,Water,Water,Water,Wetland,Water,Forest
3346,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
3347,Grassland,Forest,Water,Water,Water,Water,Wetland,Wetland
3348,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
3349,Grassland,Forest,Water,Water,Water,Water,Water,Grassland
3350,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
3351,Grassland,Forest,Water,Water,Water,Water,Water,Water
3352,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3353,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3354,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3355,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3356,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3357,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3358,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3359,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3360,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3361,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3362,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3363,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3364,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3365,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3366,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3367,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3368,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3369,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3370,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3371,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3372,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3373,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3374,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3375,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3376,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3377,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3378,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3379,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3380,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3381,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3382,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3383,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3384,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3385,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3386,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3387,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3388,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3389,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3390,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3391,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3392,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3393,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3394,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3395,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3396,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3397,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3398,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3399,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3400,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3401,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3402,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3403,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3404,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3405,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3406,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3407,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3408,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3409,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3410,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3411,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3412,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3413,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3414,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3415,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3416,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3417,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3418,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3419,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3420,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3421,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3422,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3423,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3424,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3425,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3426,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3427,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3428,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3429,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3430,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3431,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3432,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3433,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3434,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3435,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3436,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3437,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3438,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3439,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3440,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3441,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3442,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3443,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3444,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3445,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3446,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3447,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3448,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3449,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3450,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3451,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3452,Cropland,NULL,Water,Water,Water,Wetland,Water,Wetland
3453,Cropland,NULL,Water,Water,Water,Water,Wetland,Grassland
3454,Cropland,NULL,Water,Water,Water,Water,Wetland,Wetland
3455,Cropland,NULL,Water,Water,Water,Water,Water,Wetland
3456,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3457,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3458,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3459,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3460,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3461,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3462,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3463,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3464,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3465,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3466,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3467,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3468,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3469,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3470,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3471,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3472,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3473,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3474,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3475,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3476,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3477,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3478,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3479,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3480,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3481,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3482,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3483,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3484,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3485,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3486,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3487,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3488,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3489,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3490,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3491,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3492,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3493,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3494,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3495,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3496,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3497,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
3498,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3499,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Grassland
3500,Cropland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
3501,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
3502,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3503,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3504,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3505,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3506,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3507,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3508,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3509,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3510,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3511,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3512,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3513,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3514,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3515,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3516,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3517,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3518,Cropland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3519,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3520,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3521,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3522,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3523,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3524,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3525,Cropland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3526,Cropland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
3527,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3528,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3529,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3530,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3531,Cropland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3532,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3533,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3534,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3535,Cropland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3536,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3537,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3538,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
3539,Cropland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3540,Cropland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3541,Cropland,Wetland,Water,NULL,Water,Water,Wetland,Forest
3542,Cropland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
3543,Cropland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3544,Cropland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3545,Cropland,Wetland,Water,Water,Water,Water,Wetland,Grassland
3546,Cropland,Wetland,Water,Water,Water,Water,Wetland,Wetland
3547,Cropland,Wetland,Water,Water,Water,Water,Water,Wetland
3548,Cropland,Wetland,Water,Water,Water,Water,Water,Water
3549,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3550,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3551,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3552,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3553,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3554,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3555,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3556,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3557,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3558,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3559,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3560,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3561,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3562,Cropland,Built-up,Shrubland,Water,Non_Wetland,Built-up,Bareland,Grassland
3563,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3564,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3565,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3566,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3567,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3568,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3569,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3570,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3571,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
3572,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3573,Cropland,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
3574,Cropland,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3575,Cropland,Built-up,Wetland,Water,Wetland,Built-up,Bareland,Grassland
3576,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3577,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3578,Cropland,Built-up,Water,Water,Water,Built-up,Bareland,Grassland
3579,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3580,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3581,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3582,Cropland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3583,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3584,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3585,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3586,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
3587,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
