Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYL_M_R
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
59,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
60,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
88,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
112,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
119,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
122,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
126,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
129,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
130,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
136,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
137,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
138,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
139,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
140,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
141,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
142,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
143,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
144,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
145,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
146,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
147,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
148,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
149,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
150,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
151,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
152,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
153,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
154,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
155,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
156,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
157,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
158,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
159,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
160,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
161,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
162,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
163,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
164,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
165,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
166,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
167,NULL,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
317,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
318,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
319,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
320,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
321,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
322,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
