Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLP_M_R
384,NULL,Forest,Water,Non_Water,Water,NULL,Forest
385,NULL,Forest,Water,Water,Water,NULL,Grassland
386,NULL,Forest,Water,Water,Water,NULL,Forest
387,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL
388,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
389,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
390,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest
391,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
392,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
393,NULL,Forest,Forest,Water,Non_Wetland,NULL,Grassland
394,NULL,Forest,Forest,Water,Non_Wetland,NULL,Forest
395,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL
396,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
397,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Cropland
398,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
399,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
400,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
401,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
402,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
403,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
404,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
405,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
406,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
407,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
408,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
409,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
410,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
411,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
412,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
413,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
414,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
415,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
416,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
417,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
418,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
419,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
420,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
421,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
422,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
423,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
424,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
425,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
426,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
427,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
428,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
429,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
430,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
431,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
432,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
433,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
434,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
435,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
436,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
437,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
438,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
439,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
440,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
441,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
442,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
443,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL
444,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
445,Grassland,NULL,Wetland,NULL,Wetland,NULL,Cropland
446,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
447,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
448,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
449,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
450,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water
451,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
452,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
453,Grassland,NULL,Wetland,Water,Wetland,NULL,Cropland
454,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
455,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland
456,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
457,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest
458,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
459,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Cropland
460,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
461,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
462,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
463,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
464,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
465,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
466,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
467,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
468,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
469,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
470,Grassland,NULL,Water,NULL,Water,NULL,Grassland
471,Grassland,NULL,Water,NULL,Water,NULL,Wetland
472,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland
473,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland
474,Grassland,NULL,Water,Non_Water,Water,NULL,Forest
475,Grassland,NULL,Water,Water,Water,NULL,Grassland
476,Grassland,NULL,Water,Water,Water,NULL,Wetland
477,Grassland,NULL,Water,Water,Water,NULL,Bareland
478,Grassland,NULL,Water,Water,Water,NULL,Forest
479,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
480,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
481,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
482,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
483,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
484,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water
485,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
486,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
487,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
488,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
489,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
490,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
491,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water
492,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest
493,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
494,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
495,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
496,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
497,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
498,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
499,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
500,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
501,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
502,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
503,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
504,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
505,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
506,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
507,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
508,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
509,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland
510,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland
511,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
512,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Cropland
513,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland
514,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
515,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
516,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
517,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
518,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
519,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
520,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
521,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
522,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
523,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
524,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
525,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
526,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
527,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
528,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
529,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
530,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
531,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
532,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
533,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
534,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
535,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
536,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
537,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
538,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
539,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
540,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
541,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
542,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
543,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
544,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
545,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
546,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
547,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL
548,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
549,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
550,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water
551,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
552,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
553,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
554,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
555,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland
556,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland
557,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water
558,Grassland,Wetland,Wetland,Water,Wetland,NULL,Forest
559,Grassland,Wetland,Water,NULL,Water,NULL,Grassland
560,Grassland,Wetland,Water,NULL,Water,NULL,Wetland
561,Grassland,Wetland,Water,NULL,Water,NULL,Forest
562,Grassland,Wetland,Water,Non_Water,Water,NULL,Grassland
563,Grassland,Wetland,Water,Non_Water,Water,NULL,Wetland
564,Grassland,Wetland,Water,Non_Water,Water,NULL,Forest
565,Grassland,Wetland,Water,Water,Water,NULL,Grassland
566,Grassland,Wetland,Water,Water,Water,NULL,Wetland
567,Grassland,Wetland,Water,Water,Water,NULL,Water
568,Grassland,Wetland,Water,Water,Water,NULL,Forest
569,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
570,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
571,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
572,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
573,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
574,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
575,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
576,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
577,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
578,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
579,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
580,Grassland,Bareland,Wetland,Water,Wetland,NULL,Grassland
581,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
582,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
583,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
584,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
585,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
586,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL
587,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
588,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
589,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
590,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
591,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
592,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
593,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest
594,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
595,Grassland,Built-up,Wetland,Water,Wetland,NULL,Grassland
596,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
597,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
598,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
599,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
600,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
601,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
602,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
603,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
604,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
605,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
606,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
607,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
608,Grassland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
609,Grassland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
610,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
611,Grassland,Water,Wetland,NULL,Wetland,NULL,Water
612,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
613,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
614,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Forest
615,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland
616,Grassland,Water,Wetland,Water,Wetland,NULL,Wetland
617,Grassland,Water,Wetland,Water,Wetland,NULL,Water
618,Grassland,Water,Wetland,Water,Wetland,NULL,Forest
619,Grassland,Water,Water,NULL,Water,NULL,Forest
620,Grassland,Water,Water,Non_Water,Water,NULL,Grassland
621,Grassland,Water,Water,Water,Water,NULL,Water
622,Grassland,Water,Water,Water,Water,NULL,Forest
623,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
624,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
625,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
626,Grassland,Water,Forest,Water,Non_Wetland,NULL,Forest
627,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
628,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
629,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
630,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
631,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
632,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
633,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
634,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
635,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
636,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
637,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
638,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
639,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
640,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
641,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
642,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Forest
643,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
644,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
645,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
646,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
647,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
648,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Wetland
649,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
650,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL
651,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
652,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
653,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
654,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
655,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
656,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
657,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland
658,Grassland,Forest,Wetland,Water,Wetland,NULL,Wetland
659,Grassland,Forest,Wetland,Water,Wetland,NULL,Water
660,Grassland,Forest,Wetland,Water,Wetland,NULL,Forest
661,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
662,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
663,Grassland,Forest,Water,NULL,Water,NULL,Forest
664,Grassland,Forest,Water,Non_Water,Water,NULL,Forest
665,Grassland,Forest,Water,Water,Water,NULL,Grassland
666,Grassland,Forest,Water,Water,Water,NULL,Wetland
667,Grassland,Forest,Water,Water,Water,NULL,Water
668,Grassland,Forest,Water,Water,Water,NULL,Forest
669,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
670,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
671,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
672,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
673,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
674,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
675,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
676,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Wetland
677,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Forest
678,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
679,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
680,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
681,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Wetland
682,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
683,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
684,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
685,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
686,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
687,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
688,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
689,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
690,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
691,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
692,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
693,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
694,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
695,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
696,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
697,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
698,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
699,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
700,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
701,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
702,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
703,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
704,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
705,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
706,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
707,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
708,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
709,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
710,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
711,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
712,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
713,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
714,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
715,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
716,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
717,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
718,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
719,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
720,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
721,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
722,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
723,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland
724,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water
725,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest
726,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
727,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
728,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water
729,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
730,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland
731,Cropland,NULL,Wetland,Water,Wetland,NULL,Cropland
732,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
733,Cropland,NULL,Wetland,Water,Wetland,NULL,Bareland
734,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
735,Cropland,NULL,Wetland,Water,Wetland,NULL,Forest
736,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
737,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Cropland
738,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
739,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
740,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
741,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
742,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
743,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
744,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
745,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up
746,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
747,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
748,Cropland,NULL,Water,NULL,Water,NULL,Grassland
749,Cropland,NULL,Water,NULL,Water,NULL,Forest
750,Cropland,NULL,Water,Non_Water,Water,NULL,Grassland
751,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland
752,Cropland,NULL,Water,Non_Water,Water,NULL,Forest
753,Cropland,NULL,Water,Water,Water,NULL,Grassland
754,Cropland,NULL,Water,Water,Water,NULL,Wetland
755,Cropland,NULL,Water,Water,Water,NULL,Bareland
756,Cropland,NULL,Water,Water,Water,NULL,Water
757,Cropland,NULL,Water,Water,Water,NULL,Forest
758,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
759,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
760,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
761,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
762,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
763,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
764,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water
765,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
766,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
767,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
768,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
