Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQT_M_R
2987,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2988,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2989,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2990,NULL,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2991,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2992,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2993,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2994,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2995,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2996,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2997,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2998,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2999,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3000,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3001,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3002,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3003,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3004,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3005,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3006,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3007,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3008,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3009,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3010,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3011,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3012,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3013,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3014,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3015,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3016,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3017,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3018,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3019,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
3020,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3021,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3022,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3023,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3024,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3025,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3026,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3027,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3028,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3029,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3030,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3031,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3032,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3033,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3034,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3035,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3036,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3037,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3038,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
3039,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3040,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3041,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3042,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3043,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
3044,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3045,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3046,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3047,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3048,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3049,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3050,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3051,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3052,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3053,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3054,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3055,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3056,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3057,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3058,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3059,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3060,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3061,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3062,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3063,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3064,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3065,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
3066,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3067,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3068,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
3069,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
3070,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3071,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3072,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3073,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3074,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3075,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3076,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3077,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3078,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3079,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3080,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
3081,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3082,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3083,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3084,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3085,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3086,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3087,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3088,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
3089,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3090,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3091,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
3092,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
3093,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3094,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3095,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3096,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3097,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3098,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
3099,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
3100,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3101,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3102,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3103,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3104,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3105,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3106,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3107,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3108,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3109,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3110,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3111,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3112,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3113,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3114,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3115,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3116,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3117,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3118,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3119,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3120,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3121,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3122,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3123,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3124,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
3125,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3126,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
3127,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
3128,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3129,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3130,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3131,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
3132,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
3133,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3134,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
3135,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
3136,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3137,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
3138,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3139,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
3140,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
3141,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
3142,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3143,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3144,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
3145,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3146,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3147,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3148,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
3149,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
3150,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3151,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3152,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3153,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3154,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3155,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
3156,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3157,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3158,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3159,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3160,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3161,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
3162,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3163,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3164,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3165,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3166,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3167,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3168,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3169,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3170,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3171,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3172,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3173,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3174,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
3175,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
3176,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3177,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3178,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3179,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
3180,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3181,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3182,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
3183,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
3184,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3185,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3186,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3187,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
3188,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3189,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3190,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3191,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3192,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3193,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3194,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3195,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3196,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3197,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3198,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3199,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3200,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3201,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3202,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3203,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3204,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3205,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3206,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3207,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
3208,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3209,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3210,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3211,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
3212,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3213,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3214,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3215,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3216,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3217,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3218,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3219,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3220,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3221,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
3222,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3223,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
3238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3239,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
3243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3244,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3249,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3250,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3255,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
3256,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
3257,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3258,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3259,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3260,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3261,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3262,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3263,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3264,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3265,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3266,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3267,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3268,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3269,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3270,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3272,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3273,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3274,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3275,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3276,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3277,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3278,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3279,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3280,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3281,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3282,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3283,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3284,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3285,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3286,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3287,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3288,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3289,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
3290,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3291,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3292,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3293,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3294,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3295,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
3296,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
3297,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3298,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3299,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3300,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
3301,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3302,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
3303,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3304,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3305,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3306,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3307,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3308,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3309,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
3310,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
