Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQQ_M_R
120,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
121,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland
122,NULL,Cropland,Cropland,Water,Non_Wetland,Water
123,NULL,Cropland,Cropland,Water,Non_Wetland,Forest
124,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
125,NULL,Cropland,Wetland,Non_Water,Wetland,Forest
126,NULL,Cropland,Wetland,Water,Wetland,Grassland
127,NULL,Cropland,Wetland,Water,Wetland,Water
128,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
129,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
130,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
131,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
132,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
133,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
134,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
135,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Forest
136,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland
137,NULL,Cropland,Bareland,Water,Non_Wetland,Water
138,NULL,Cropland,Bareland,Water,Non_Wetland,Forest
139,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
140,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
141,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
142,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
143,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
144,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland
145,NULL,Cropland,Built-up,Water,Non_Wetland,Water
146,NULL,Cropland,Water,NULL,Water,Grassland
147,NULL,Cropland,Water,Non_Water,Water,Water
148,NULL,Cropland,Water,Non_Water,Water,Forest
149,NULL,Cropland,Water,Water,Water,Water
150,NULL,Cropland,Water,Water,Water,Forest
151,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
152,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
153,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
154,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
155,NULL,Cropland,Forest,NULL,Non_Wetland,Water
156,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
157,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
158,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water
159,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
160,NULL,Cropland,Forest,Water,Non_Wetland,Water
161,NULL,Cropland,Forest,Water,Non_Wetland,Forest
162,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
163,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
164,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
165,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
166,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
167,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
168,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
169,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
170,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Forest
171,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
172,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
173,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
174,NULL,Bareland,Cropland,NULL,Non_Wetland,Water
175,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
176,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
177,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland
178,NULL,Bareland,Wetland,Water,Wetland,Bareland
179,NULL,Bareland,Wetland,Water,Wetland,Water
180,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
181,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
182,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
183,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
184,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
185,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
186,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Forest
187,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
188,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
189,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Forest
190,NULL,Bareland,Water,NULL,Water,Bareland
191,NULL,Bareland,Water,Non_Water,Water,Bareland
192,NULL,Bareland,Water,Water,Water,Grassland
193,NULL,Bareland,Water,Water,Water,Bareland
194,NULL,Bareland,Water,Water,Water,Water
195,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
196,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
197,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up
198,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
199,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
200,NULL,Bareland,Forest,Water,Non_Wetland,Water
201,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
202,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
203,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
204,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
206,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
211,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
212,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
213,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
214,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
215,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
216,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
217,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
218,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
219,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
220,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
221,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
222,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
223,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
224,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
225,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
226,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
227,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
228,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
229,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
230,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
231,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
232,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
233,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
234,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
235,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
236,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
237,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water
238,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
239,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up
240,NULL,Built-up,Cropland,Water,Non_Wetland,Water
241,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
242,NULL,Built-up,Wetland,NULL,Wetland,Built-up
243,NULL,Built-up,Wetland,NULL,Wetland,Forest
244,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
245,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up
246,NULL,Built-up,Wetland,Non_Water,Wetland,Water
247,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
248,NULL,Built-up,Wetland,Water,Wetland,Bareland
249,NULL,Built-up,Wetland,Water,Wetland,Water
250,NULL,Built-up,Wetland,Water,Wetland,Forest
251,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
252,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
253,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
254,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
255,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
256,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
257,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
258,NULL,Built-up,Bareland,Water,Non_Wetland,Water
259,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
260,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
261,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
262,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
263,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
264,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
265,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
266,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
267,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
268,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
269,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
270,NULL,Built-up,Built-up,Water,Non_Wetland,Water
271,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
272,NULL,Built-up,Water,NULL,Water,Grassland
273,NULL,Built-up,Water,NULL,Water,Water
274,NULL,Built-up,Water,NULL,Water,Forest
275,NULL,Built-up,Water,Non_Water,Water,Bareland
276,NULL,Built-up,Water,Non_Water,Water,Forest
277,NULL,Built-up,Water,Water,Water,Bareland
278,NULL,Built-up,Water,Water,Water,Water
279,NULL,Built-up,Water,Water,Water,Forest
280,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
281,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
282,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
283,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
284,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
285,NULL,Built-up,Forest,NULL,Non_Wetland,Water
286,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
287,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water
288,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
289,NULL,Built-up,Forest,Water,Non_Wetland,Bareland
290,NULL,Built-up,Forest,Water,Non_Wetland,Water
291,NULL,Built-up,Forest,Water,Non_Wetland,Forest
292,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
293,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
294,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
295,NULL,Water,Shrubland,NULL,Non_Wetland,Water
296,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
297,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
298,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
299,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
300,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
301,NULL,Water,Shrubland,Water,Non_Wetland,Water
302,NULL,Water,Shrubland,Water,Non_Wetland,Forest
303,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
304,NULL,Water,Grassland,NULL,Non_Wetland,Built-up
305,NULL,Water,Grassland,NULL,Non_Wetland,Forest
306,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
307,NULL,Water,Cropland,NULL,Non_Wetland,Built-up
308,NULL,Water,Cropland,NULL,Non_Wetland,Water
309,NULL,Water,Cropland,NULL,Non_Wetland,Forest
310,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
311,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
312,NULL,Water,Cropland,Non_Water,Non_Wetland,Water
313,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
314,NULL,Water,Cropland,Water,Non_Wetland,Bareland
315,NULL,Water,Cropland,Water,Non_Wetland,Water
316,NULL,Water,Cropland,Water,Non_Wetland,Forest
317,NULL,Water,Wetland,NULL,Wetland,Grassland
318,NULL,Water,Wetland,NULL,Wetland,Forest
319,NULL,Water,Wetland,Non_Water,Wetland,Forest
320,NULL,Water,Wetland,Water,Wetland,Water
321,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
322,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
323,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
324,NULL,Water,Bareland,Non_Water,Non_Wetland,Cropland
325,NULL,Water,Bareland,Water,Non_Wetland,Grassland
326,NULL,Water,Bareland,Water,Non_Wetland,Water
327,NULL,Water,Water,NULL,Water,Grassland
328,NULL,Water,Water,NULL,Water,Forest
329,NULL,Water,Water,Non_Water,Water,Grassland
330,NULL,Water,Water,Non_Water,Water,Bareland
331,NULL,Water,Water,Water,Water,Water
332,NULL,Water,Water,Water,Water,Forest
333,NULL,Water,Forest,NULL,Non_Wetland,Grassland
334,NULL,Water,Forest,NULL,Non_Wetland,Bareland
335,NULL,Water,Forest,NULL,Non_Wetland,Water
336,NULL,Water,Forest,NULL,Non_Wetland,Forest
337,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
338,NULL,Water,Forest,Water,Non_Wetland,Water
339,NULL,Water,Forest,Water,Non_Wetland,Forest
340,NULL,Forest,NULL,NULL,Non_Wetland,NULL
341,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
342,NULL,Forest,NULL,NULL,Non_Wetland,Forest
343,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
344,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
345,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
346,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
347,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
348,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
349,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
350,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
351,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
352,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
353,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
354,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
355,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
356,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
357,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
358,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
359,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
360,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
361,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
362,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
363,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
364,NULL,Forest,Cropland,Non_Water,Non_Wetland,Built-up
365,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
366,NULL,Forest,Wetland,Water,Wetland,Water
367,NULL,Forest,Wetland,Water,Wetland,Forest
368,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
369,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
370,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
371,NULL,Forest,Bareland,Water,Non_Wetland,Water
372,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
373,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
374,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
375,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
376,NULL,Forest,Water,NULL,Water,Forest
377,NULL,Forest,Water,Water,Water,Grassland
378,NULL,Forest,Forest,NULL,Non_Wetland,NULL
379,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
380,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
381,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
382,NULL,Forest,Forest,NULL,Non_Wetland,Forest
383,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
384,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
385,NULL,Forest,Forest,Water,Non_Wetland,Forest
386,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
387,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
388,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
389,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
390,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
391,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
397,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
398,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
399,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
400,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
401,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
402,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
403,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
404,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
405,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
406,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
407,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
408,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
409,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
410,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
411,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
412,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
413,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
414,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
415,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
416,Grassland,NULL,Wetland,NULL,Wetland,Forest
417,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
418,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
419,Grassland,NULL,Wetland,Water,Wetland,Grassland
420,Grassland,NULL,Wetland,Water,Wetland,Water
421,Grassland,NULL,Wetland,Water,Wetland,Forest
422,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
423,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
424,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
425,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
426,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
427,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
428,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water
429,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
430,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
