Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUJ_M_R
2238,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2239,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2240,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2241,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2242,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2243,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2244,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2245,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2246,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2247,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2248,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2249,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2250,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
2251,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2252,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2253,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2254,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2255,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2256,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2257,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2258,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2259,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2260,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2261,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2262,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2263,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2264,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2265,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2266,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2267,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2268,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2269,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2270,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2271,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2272,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2273,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2274,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2275,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2276,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2277,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2278,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2279,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2280,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2281,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2282,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2283,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2284,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2285,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2286,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2287,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2288,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2289,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2290,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2291,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2292,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2293,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2294,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2295,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2296,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2297,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2298,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2299,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2300,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2301,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2302,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2303,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2304,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2305,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2306,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2307,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2308,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2309,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
2310,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2311,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
2312,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2313,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2314,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
2315,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
2316,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2317,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2318,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2319,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2320,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2321,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2322,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2323,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
2324,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2325,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
2326,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2327,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2328,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2329,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2330,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2331,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2332,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2333,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
2334,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
2335,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
2336,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
2337,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
2338,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2339,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2340,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
2341,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2342,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Bareland
2343,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
2344,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2345,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
2346,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Bareland
2347,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Built-up
2348,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2349,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
2350,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
2351,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
2352,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
2353,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
2354,NULL,Built-up,Cropland,Water,Non_Wetland,Forest,Water,Forest
2355,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2356,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2357,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
2358,NULL,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Built-up
2359,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
2360,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
2361,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
2362,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2363,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2364,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2365,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2366,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2367,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2368,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2369,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2370,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2371,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2372,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2373,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2374,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
2375,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland,Built-up,Water
2376,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2377,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2378,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2379,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2380,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2381,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2382,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2383,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2384,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2385,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2386,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2387,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2388,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2389,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2390,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2391,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2392,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2393,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2394,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2395,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2396,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2397,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2398,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2399,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2400,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2401,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2402,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2403,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2404,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2405,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2406,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2407,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2408,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2409,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2410,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2411,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
2412,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2413,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2414,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2415,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2416,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2417,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
2418,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2419,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2420,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2421,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2422,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2423,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2424,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2425,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2426,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2427,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2428,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2429,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2430,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2431,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2432,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2433,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2434,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2435,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2436,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2437,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2438,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2439,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2440,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2441,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2442,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2443,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2444,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2445,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2446,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
2447,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2448,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
2449,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
2450,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2451,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2452,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2453,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2454,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2455,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2456,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2457,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2458,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2459,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2460,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2461,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2462,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2463,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2464,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2465,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2466,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2467,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2468,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2469,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2470,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2471,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2472,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2473,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2474,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2475,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2476,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2477,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2478,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
2479,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2480,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2481,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2482,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2483,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2484,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2485,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2486,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2487,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2488,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2489,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2490,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2491,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2492,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
2493,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
2494,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2495,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2496,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2497,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2498,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2499,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2500,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2501,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2502,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2503,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
2504,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Cropland
2505,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2506,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2507,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
2508,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2509,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2510,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
2511,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
2512,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
2513,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2514,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
2515,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
2516,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2517,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2518,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
2519,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2520,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2521,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2522,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2523,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Bareland
2524,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
2525,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
2526,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
2527,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
2528,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Grassland
2529,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
2530,NULL,Built-up,Water,Water,Water,Grassland,Built-up,Built-up
2531,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
2532,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2533,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2534,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2535,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2536,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2537,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2538,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2539,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2540,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2541,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2542,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
2543,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2544,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2545,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2546,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2547,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2548,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2549,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2550,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
2551,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
2552,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Water
2553,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2554,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
