Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWG_M_R
50,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
52,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
53,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
54,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
55,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
56,NULL,NULL,Water,Water,Water,NULL,NULL,Water
57,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
58,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
59,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
60,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
61,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
62,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
63,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
64,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
65,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
66,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
67,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
68,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
69,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
70,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
71,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
72,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
73,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
74,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
76,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
77,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
78,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
79,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
80,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
81,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
82,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
83,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
84,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
85,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
86,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
88,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
89,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
90,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
92,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
93,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
94,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
95,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
98,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
99,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
100,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
101,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
102,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
103,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
104,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
105,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
106,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
107,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
108,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
109,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
110,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
111,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
113,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
114,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
115,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
116,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
117,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
118,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
119,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
120,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
121,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
122,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
123,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
124,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
125,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
126,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
127,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
128,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
129,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
130,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
131,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
132,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
133,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
134,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
135,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
137,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
138,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
139,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
140,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
141,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
142,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
143,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
144,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
145,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
146,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
147,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
148,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
149,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
150,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
151,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
152,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
153,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
154,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
155,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
156,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
157,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
158,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
159,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
160,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
161,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
162,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
163,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
164,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
165,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
166,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
167,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
169,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
170,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
171,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
172,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
173,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
174,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
175,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
176,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
177,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
178,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
179,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
181,NULL,Water,Water,NULL,Water,NULL,NULL,Built-up
182,NULL,Water,Water,Water,Water,NULL,NULL,Water
183,NULL,Water,Water,Water,Water,NULL,NULL,Forest
184,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
185,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
188,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
189,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
191,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
192,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
193,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
194,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
195,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
196,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
197,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
198,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
199,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
200,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
201,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
202,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
203,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
204,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
205,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
206,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
207,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
208,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
209,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
210,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
211,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
212,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
213,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
214,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
215,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
216,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
217,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
218,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
219,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
221,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
222,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
223,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
224,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
225,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
226,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
227,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
228,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
229,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
230,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
231,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
232,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
233,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
234,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
235,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
236,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
237,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
238,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
239,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
240,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
241,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
242,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
243,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
244,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
245,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
246,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
247,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
248,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
249,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
250,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
251,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
252,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
253,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
254,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
255,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
256,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
257,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
258,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
259,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
260,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
261,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
262,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
263,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
264,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
265,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
266,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
267,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
268,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
269,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
270,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
271,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
272,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
273,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
274,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
275,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
276,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
277,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
278,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
279,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
280,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
281,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
282,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
283,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
284,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
285,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
286,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
287,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
288,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
289,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
290,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
291,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
292,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
293,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
294,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
295,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
296,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
297,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
298,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
299,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
300,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
301,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
302,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
303,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
304,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
305,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
306,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
307,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
308,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
309,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
310,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
311,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
312,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
313,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
314,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
315,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
316,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
317,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
318,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
319,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
320,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
321,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
322,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
323,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
324,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
325,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
326,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
327,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
328,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
329,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
330,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
331,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
332,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
333,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
334,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
335,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
336,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
337,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
338,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
339,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
340,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
341,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
