Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXR_M_R
3546,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3547,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3548,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3549,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3550,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3551,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
3552,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3553,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3554,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3555,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3556,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3557,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3558,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3559,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3560,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3561,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3562,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3563,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3564,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3565,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3566,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3567,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3568,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3569,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3570,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3571,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3572,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3573,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3574,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3575,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3576,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3577,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3578,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3579,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3580,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3581,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3582,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3583,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3584,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3585,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3586,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3587,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3588,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3589,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3590,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3591,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3592,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
3593,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3594,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3595,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3596,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3597,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3598,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3599,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
3600,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3601,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3602,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3603,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3604,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3605,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
3606,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
3607,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
3608,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
3609,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
3610,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3611,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3612,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
3613,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
3614,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
3615,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
3616,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3617,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
3618,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
3619,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
3620,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3621,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
3622,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3623,NULL,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
3624,NULL,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3625,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3626,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3627,NULL,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
3628,NULL,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Wetland
3629,NULL,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3630,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3631,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3632,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3633,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
3634,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3635,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3636,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3637,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3638,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3639,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3640,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3641,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3642,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3643,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3644,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3645,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3646,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3647,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
3648,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3649,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3650,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3651,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3652,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3653,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3654,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3655,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3656,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3657,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3658,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3659,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3660,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3661,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3662,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3663,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
3664,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3665,NULL,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
3666,NULL,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
3667,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3668,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3669,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
3670,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3671,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3672,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3673,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3674,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3675,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3676,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3677,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3678,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3679,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3680,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3681,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
3682,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
3683,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3684,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3685,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3686,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3687,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3688,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
3689,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3690,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3691,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3692,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
3693,NULL,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
3694,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
3695,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
3696,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
3697,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3698,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3699,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
3700,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3701,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
3702,NULL,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
3703,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
3704,NULL,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
3705,NULL,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3706,NULL,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
3707,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
3708,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
3709,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3710,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3711,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3712,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
3713,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
3714,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3715,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3716,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3717,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
3718,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
3719,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
3720,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3721,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
3722,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3723,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
3724,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
3725,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
3726,NULL,Water,Wetland,Water,Wetland,NULL,Grassland,Water
3727,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
3728,NULL,Water,Wetland,Water,Wetland,NULL,Water,Bareland
3729,NULL,Water,Wetland,Water,Wetland,NULL,Water,Water
3730,NULL,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
3731,NULL,Water,Wetland,Water,Wetland,Shrubland,NULL,Wetland
3732,NULL,Water,Wetland,Water,Wetland,Shrubland,NULL,Bareland
3733,NULL,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
3734,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
3735,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
3736,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
3737,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
3738,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
3739,NULL,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
3740,NULL,Water,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
3741,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
3742,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
3743,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
3744,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Water
3745,NULL,Water,Wetland,Water,Wetland,Grassland,NULL,Wetland
3746,NULL,Water,Wetland,Water,Wetland,Grassland,NULL,Water
3747,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3748,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,NULL
3749,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
3750,NULL,Water,Wetland,Water,Wetland,Water,NULL,Grassland
3751,NULL,Water,Wetland,Water,Wetland,Water,NULL,Wetland
3752,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
3753,NULL,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
3754,NULL,Water,Wetland,Water,Wetland,Water,Water,NULL
3755,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
3756,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
3757,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
3758,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
3759,NULL,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
3760,NULL,Water,Wetland,Water,Wetland,Forest,Grassland,Wetland
3761,NULL,Water,Wetland,Water,Wetland,Forest,Water,Grassland
3762,NULL,Water,Wetland,Water,Wetland,Forest,Water,Wetland
3763,NULL,Water,Wetland,Water,Wetland,Forest,Water,Water
3764,NULL,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
3765,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,NULL
3766,NULL,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
3767,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3768,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3769,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3770,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
3771,NULL,Water,Water,NULL,Water,Shrubland,Water,NULL
3772,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
3773,NULL,Water,Water,Water,Water,NULL,NULL,Water
3774,NULL,Water,Water,Water,Water,NULL,Water,Grassland
3775,NULL,Water,Water,Water,Water,NULL,Water,Wetland
3776,NULL,Water,Water,Water,Water,NULL,Water,Water
3777,NULL,Water,Water,Water,Water,Shrubland,NULL,Grassland
3778,NULL,Water,Water,Water,Water,Shrubland,NULL,Wetland
3779,NULL,Water,Water,Water,Water,Shrubland,Shrubland,NULL
3780,NULL,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
3781,NULL,Water,Water,Water,Water,Shrubland,Shrubland,Wetland
3782,NULL,Water,Water,Water,Water,Shrubland,Shrubland,Water
3783,NULL,Water,Water,Water,Water,Shrubland,Shrubland,Forest
3784,NULL,Water,Water,Water,Water,Shrubland,Water,Grassland
3785,NULL,Water,Water,Water,Water,Shrubland,Water,Wetland
3786,NULL,Water,Water,Water,Water,Shrubland,Water,Bareland
3787,NULL,Water,Water,Water,Water,Shrubland,Water,Water
3788,NULL,Water,Water,Water,Water,Grassland,NULL,Wetland
3789,NULL,Water,Water,Water,Water,Grassland,Shrubland,Water
3790,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
3791,NULL,Water,Water,Water,Water,Water,NULL,Wetland
3792,NULL,Water,Water,Water,Water,Water,Shrubland,Grassland
3793,NULL,Water,Water,Water,Water,Water,Shrubland,Bareland
3794,NULL,Water,Water,Water,Water,Water,Grassland,Wetland
3795,NULL,Water,Water,Water,Water,Water,Water,Grassland
3796,NULL,Water,Water,Water,Water,Water,Water,Wetland
3797,NULL,Water,Water,Water,Water,Water,Water,Water
3798,NULL,Water,Water,Water,Water,Forest,NULL,Grassland
3799,NULL,Water,Water,Water,Water,Forest,Shrubland,Grassland
3800,NULL,Water,Water,Water,Water,Forest,Water,Wetland
3801,NULL,Water,Water,Water,Water,Forest,Water,Water
3802,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3803,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3804,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3805,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3806,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3807,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3808,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3809,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3810,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3811,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3812,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3813,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3814,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
3815,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
3816,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
3817,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
3818,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3819,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3820,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3821,NULL,Water,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
3822,NULL,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
3823,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3824,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
3825,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3826,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
3827,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,NULL
3828,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
3829,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
3830,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3831,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3832,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3833,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3834,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3835,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3836,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3837,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
3838,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3839,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3840,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3841,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3842,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3843,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3844,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
3845,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
3846,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3847,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3848,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3849,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
3850,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3851,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3852,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3853,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3854,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3855,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3856,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3857,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3858,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3859,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3860,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3861,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
3862,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3863,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
3864,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
3865,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3866,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3867,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3868,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3869,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3870,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3871,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3872,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3873,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3874,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3875,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3876,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3877,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3878,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3879,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3880,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3881,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3882,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3883,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3884,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3885,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3886,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3887,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
