Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXU_M_R
5677,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
5678,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
5679,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5680,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5681,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5682,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5683,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5684,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5685,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5686,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
5687,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
5688,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
5689,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5690,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5691,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
5692,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5693,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5694,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5695,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5696,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5697,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5698,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
5699,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
5700,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5701,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
5702,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5703,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
5704,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5705,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
5706,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Water,Built-up
5707,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5708,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
5709,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
5710,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Forest,Grassland
5711,NULL,Built-up,Forest,Water,Non_Wetland,Shrubland,Water,Forest
5712,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
5713,NULL,Built-up,Forest,Water,Non_Wetland,Water,Built-up,Grassland
5714,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5715,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5716,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
5717,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5718,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5719,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
5720,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5721,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5722,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
5723,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5724,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5725,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5726,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5727,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
5728,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5729,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5730,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5731,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5732,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
5733,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
5734,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5735,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
5736,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5737,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
5738,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5739,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5740,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5741,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5742,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
5743,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5744,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
5745,NULL,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
5746,NULL,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5747,NULL,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
5748,NULL,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
5749,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5750,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5751,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
5752,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5753,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5754,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5755,NULL,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5756,NULL,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5757,NULL,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
5758,NULL,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
5759,NULL,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5760,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5761,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5762,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5763,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5764,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5765,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5766,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
5767,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
5768,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
5769,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5770,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5771,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
5772,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5773,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
5774,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
5775,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
5776,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5777,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
5778,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Water,NULL
5779,NULL,Water,NULL,Water,Non_Wetland,Water,NULL,NULL
5780,NULL,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
5781,NULL,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
5782,NULL,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
5783,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
5784,NULL,Water,NULL,Water,Non_Wetland,Water,Forest,Grassland
5785,NULL,Water,NULL,Water,Non_Wetland,Forest,Water,Water
5786,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5787,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5788,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5789,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5790,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5791,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5792,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5793,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5794,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5795,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
5796,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
5797,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5798,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
5799,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
5800,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5801,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5802,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5803,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5804,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5805,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5806,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5807,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5808,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5809,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
5810,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5811,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
5812,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
5813,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5814,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5815,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5816,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5817,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5818,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5819,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
5820,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5821,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5822,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5823,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
5824,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5825,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
5826,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5827,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5828,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
5829,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5830,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
5831,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5832,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5833,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
5834,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5835,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
5836,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5837,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
5838,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5839,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
5840,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5841,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5842,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5843,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5844,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
5845,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
5846,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
5847,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5848,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
5849,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
5850,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5851,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5852,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
5853,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Bareland
5854,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5855,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5856,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
5857,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
5858,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5859,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5860,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5861,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
5862,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5863,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5864,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
5865,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
5866,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
5867,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
5868,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
5869,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
5870,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
5871,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
5872,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
5873,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Forest,Water
5874,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5875,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
5876,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5877,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
5878,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
5879,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5880,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5881,NULL,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Water
5882,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5883,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5884,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5885,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
5886,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
5887,NULL,Water,Grassland,Water,Non_Wetland,NULL,Water,Grassland
5888,NULL,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
5889,NULL,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
5890,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5891,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5892,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5893,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5894,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5895,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5896,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5897,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
5898,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5899,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5900,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5901,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5902,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5903,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5904,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
5905,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5906,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5907,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
5908,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5909,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5910,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5911,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5912,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5913,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
5914,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5915,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5916,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5917,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5918,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5919,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5920,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5921,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
5922,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5923,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
5924,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
5925,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
5926,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5927,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5928,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5929,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5930,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
5931,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5932,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5933,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5934,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5935,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5936,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5937,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5938,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5939,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5940,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5941,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5942,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5943,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5944,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5945,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
5946,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5947,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5948,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
5949,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5950,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5951,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5952,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,NULL
5953,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5954,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
5955,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
5956,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
5957,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
5958,NULL,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
5959,NULL,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
5960,NULL,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
5961,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
5962,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5963,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5964,NULL,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
5965,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,NULL
5966,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5967,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
5968,NULL,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
5969,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5970,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5971,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
5972,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5973,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5974,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5975,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5976,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5977,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5978,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5979,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
5980,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5981,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5982,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
5983,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
5984,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5985,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
5986,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
5987,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5988,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5989,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
5990,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Bareland
5991,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5992,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5993,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5994,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5995,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5996,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
5997,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5998,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5999,NULL,Water,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
6000,NULL,Water,Cropland,Non_Water,Non_Wetland,Built-up,Forest,Cropland
6001,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6002,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6003,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6004,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
6005,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
6006,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6007,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
6008,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6009,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
6010,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6011,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
