Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTA_M_R
339,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
340,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
341,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
342,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
343,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
344,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
345,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
346,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
347,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
348,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
349,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
350,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
351,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
352,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
353,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
354,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
355,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
356,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
358,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
359,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
360,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
361,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
362,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
364,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
365,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
366,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
367,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
368,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
369,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
370,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
371,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
373,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
374,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
375,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
376,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
377,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
379,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
380,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
381,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
383,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
384,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
385,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
386,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
388,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
389,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
390,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
391,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
392,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
393,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
394,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
395,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
396,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
397,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
398,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
399,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
400,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
401,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
402,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
403,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
404,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
405,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
406,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
407,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
408,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
409,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
410,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
411,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
412,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
413,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
414,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
415,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
416,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
417,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
418,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
419,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
420,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
421,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
423,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
424,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
425,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
427,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
428,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
430,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
431,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
432,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
433,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
434,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
435,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
436,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
437,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
438,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
439,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
440,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
441,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
442,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
443,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
444,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
445,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
446,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
447,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
448,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
449,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
450,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
451,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
452,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
453,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
454,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
455,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
456,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
457,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
458,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
459,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
460,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
461,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
462,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
463,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
464,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
465,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
466,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
467,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
468,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
469,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
470,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
471,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
472,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
473,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
474,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
475,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
476,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
477,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
478,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
479,Bareland,Water,Water,Water,Water,NULL,NULL,Water
480,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
481,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
482,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
483,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
484,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
485,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
486,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
488,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
489,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
490,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
491,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
492,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
493,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
494,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
495,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
496,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
497,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
498,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
499,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
500,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
501,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
503,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
504,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
505,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
506,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
507,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
508,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
509,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
510,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
511,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
512,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
514,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
515,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
516,Water,NULL,Water,NULL,Water,NULL,NULL,Water
517,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
518,Water,NULL,Water,Water,Water,NULL,NULL,Water
519,Water,NULL,Water,Water,Water,NULL,NULL,Forest
520,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
521,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
522,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
523,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
524,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
525,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
526,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
527,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
528,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
529,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
530,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
531,Water,Bareland,Water,Water,Water,NULL,NULL,Water
532,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
533,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
534,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
535,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
536,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
537,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
538,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
539,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
540,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
541,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
542,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
543,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
544,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
545,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
546,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
547,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
548,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
549,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
550,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
551,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
552,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
553,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
554,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
555,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
556,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
557,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
558,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
559,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
560,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
561,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
562,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
563,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
564,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
565,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
566,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
567,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
568,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
569,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
570,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
571,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
572,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
573,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
574,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
575,Water,Water,Water,NULL,Water,NULL,NULL,NULL
576,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
577,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
578,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
579,Water,Water,Water,NULL,Water,NULL,NULL,Built-up
580,Water,Water,Water,NULL,Water,NULL,NULL,Water
581,Water,Water,Water,NULL,Water,NULL,NULL,Forest
582,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
583,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
584,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
585,Water,Water,Water,Water,Water,NULL,NULL,Wetland
586,Water,Water,Water,Water,Water,NULL,NULL,Bareland
587,Water,Water,Water,Water,Water,NULL,NULL,Water
588,Water,Water,Water,Water,Water,NULL,NULL,Forest
589,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
590,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
591,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
592,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
593,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
594,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
595,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
596,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
597,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
598,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
599,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
600,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
601,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
602,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
603,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
604,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
605,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
606,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
607,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
608,Water,Forest,Water,NULL,Water,NULL,NULL,Water
609,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
610,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
611,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
612,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
613,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
614,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
615,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
616,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
618,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
619,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
620,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
621,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
622,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
623,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
624,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
625,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
626,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
627,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
629,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
630,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
631,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
632,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
633,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
635,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
636,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
638,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
639,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
640,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
642,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
643,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
644,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
645,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
646,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
647,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
649,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
650,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
651,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
652,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
653,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
654,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
655,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
656,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
658,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
659,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
660,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
661,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
662,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
663,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
664,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
665,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
666,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
667,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
668,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
669,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
670,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
671,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
672,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
673,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
674,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
675,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
676,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
677,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
678,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
679,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
680,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
681,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
682,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
683,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
684,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
685,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
686,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
687,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
688,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
690,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
691,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
693,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
694,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
