Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFH_M_R
378,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
379,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
380,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland
381,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Grassland
382,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water
383,NULL,Built-up,Water,Water,Water,NULL,Water
384,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
385,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
386,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
387,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
388,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland
389,NULL,Water,NULL,Water,Non_Wetland,NULL,Grassland
390,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
391,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
392,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
393,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water
394,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
395,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL
396,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
397,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
398,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
399,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
400,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL
401,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
402,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
403,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water
404,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest
405,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL
406,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
407,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
408,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
409,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Water
410,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Forest
411,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL
412,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
413,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Bareland
414,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
415,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
416,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL
417,NULL,Water,Grassland,Water,Non_Wetland,NULL,Grassland
418,NULL,Water,Grassland,Water,Non_Wetland,NULL,Water
419,NULL,Water,Grassland,Water,Non_Wetland,NULL,Forest
420,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland
421,NULL,Water,Wetland,NULL,Wetland,NULL,NULL
422,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland
423,NULL,Water,Wetland,NULL,Wetland,NULL,Bareland
424,NULL,Water,Wetland,NULL,Wetland,NULL,Water
425,NULL,Water,Wetland,NULL,Wetland,NULL,Forest
426,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland
427,NULL,Water,Wetland,Non_Water,Wetland,NULL,Wetland
428,NULL,Water,Wetland,Non_Water,Wetland,NULL,Bareland
429,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water
430,NULL,Water,Wetland,Non_Water,Wetland,NULL,Forest
431,NULL,Water,Wetland,Water,Wetland,NULL,Grassland
432,NULL,Water,Wetland,Water,Wetland,NULL,Wetland
433,NULL,Water,Wetland,Water,Wetland,NULL,Bareland
434,NULL,Water,Wetland,Water,Wetland,NULL,Water
435,NULL,Water,Wetland,Water,Wetland,NULL,Forest
436,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
437,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
438,NULL,Water,Bareland,Water,Non_Wetland,NULL,Grassland
439,NULL,Water,Bareland,Water,Non_Wetland,NULL,Wetland
440,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
441,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland
442,NULL,Water,Built-up,Water,Non_Wetland,NULL,Grassland
443,NULL,Water,Built-up,Water,Non_Wetland,NULL,Wetland
444,NULL,Water,Water,NULL,Water,NULL,Forest
445,NULL,Water,Water,Water,Water,NULL,Grassland
446,NULL,Water,Water,Water,Water,NULL,Wetland
447,NULL,Water,Water,Water,Water,NULL,Forest
448,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL
449,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland
450,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland
451,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water
452,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest
453,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
454,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
455,NULL,Water,Forest,Water,Non_Wetland,NULL,Forest
456,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
457,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
458,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
459,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
460,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
461,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL
462,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
463,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
464,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
465,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
466,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
467,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
468,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
469,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
470,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
471,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
472,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
473,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL
474,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
475,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
476,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Forest
477,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
478,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
479,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL
480,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland
481,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland
482,NULL,Forest,Wetland,NULL,Wetland,NULL,Water
483,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest
484,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL
485,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
486,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
487,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest
488,NULL,Forest,Wetland,Water,Wetland,NULL,NULL
489,NULL,Forest,Wetland,Water,Wetland,NULL,Grassland
490,NULL,Forest,Wetland,Water,Wetland,NULL,Wetland
491,NULL,Forest,Wetland,Water,Wetland,NULL,Water
492,NULL,Forest,Wetland,Water,Wetland,NULL,Forest
493,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
494,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
495,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
496,NULL,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
497,NULL,Forest,Water,Non_Water,Water,NULL,Grassland
498,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL
499,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
500,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
501,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest
502,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL
503,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
504,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
505,NULL,Forest,Forest,Water,Non_Wetland,NULL,Grassland
506,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
507,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
508,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
509,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest
510,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
511,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
512,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
513,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
514,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
515,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
516,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
517,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
518,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
519,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
520,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
521,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
522,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
523,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
524,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
525,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
526,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
527,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
528,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
529,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
530,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
531,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
532,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
533,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
534,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
535,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
536,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
537,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
538,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
539,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
540,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
541,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
542,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
543,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
544,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
545,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
546,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
547,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Built-up
548,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
549,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
550,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL
551,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
552,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Cropland
553,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
554,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
555,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Water
556,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
557,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
558,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
559,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
560,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
561,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
562,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
563,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
564,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water
565,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
566,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL
567,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
568,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
569,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
570,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water
571,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
572,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL
573,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
574,Grassland,NULL,Wetland,NULL,Wetland,NULL,Cropland
575,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
576,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water
577,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
578,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
579,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
580,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
581,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
582,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
583,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water
584,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
585,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL
586,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
587,Grassland,NULL,Wetland,Water,Wetland,NULL,Cropland
588,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
589,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland
590,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
591,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest
592,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
593,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Cropland
594,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
595,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
596,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water
597,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
598,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL
599,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
600,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Cropland
601,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
602,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water
603,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
604,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
605,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Cropland
606,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
607,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water
608,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
609,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
610,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL
611,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
612,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
613,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
614,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
615,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Water
616,Grassland,NULL,Water,NULL,Water,NULL,Grassland
617,Grassland,NULL,Water,NULL,Water,NULL,Wetland
618,Grassland,NULL,Water,NULL,Water,NULL,Forest
619,Grassland,NULL,Water,Non_Water,Water,NULL,NULL
620,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland
621,Grassland,NULL,Water,Non_Water,Water,NULL,Cropland
622,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland
623,Grassland,NULL,Water,Non_Water,Water,NULL,Bareland
624,Grassland,NULL,Water,Non_Water,Water,NULL,Water
625,Grassland,NULL,Water,Non_Water,Water,NULL,Forest
626,Grassland,NULL,Water,Water,Water,NULL,NULL
627,Grassland,NULL,Water,Water,Water,NULL,Grassland
628,Grassland,NULL,Water,Water,Water,NULL,Wetland
629,Grassland,NULL,Water,Water,Water,NULL,Bareland
630,Grassland,NULL,Water,Water,Water,NULL,Water
631,Grassland,NULL,Water,Water,Water,NULL,Forest
632,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
633,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
634,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
635,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
636,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water
637,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
638,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
639,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
640,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Cropland
641,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
642,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
643,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
644,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL
645,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
646,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Cropland
647,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
648,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
649,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water
650,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest
651,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
652,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL
653,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland
654,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL
655,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
656,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Cropland
657,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
658,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
659,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
660,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL
661,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
662,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
663,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
664,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water
665,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
666,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
667,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Cropland
668,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland
669,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
670,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL
671,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
672,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
673,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
674,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
675,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL
676,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
677,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Cropland
678,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
679,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Water
680,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest
681,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL
682,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
683,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
684,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,Water
685,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL
686,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
687,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
688,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL
689,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
690,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
691,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL
692,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
693,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Forest
694,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL
695,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
696,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Cropland
697,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
698,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland
699,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water
700,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
701,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL
702,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland
703,Grassland,Cropland,Wetland,Water,Wetland,NULL,Cropland
704,Grassland,Cropland,Wetland,Water,Wetland,NULL,Wetland
705,Grassland,Cropland,Wetland,Water,Wetland,NULL,Bareland
706,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water
707,Grassland,Cropland,Wetland,Water,Wetland,NULL,Forest
708,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
709,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL
710,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
711,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Cropland
712,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
713,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water
714,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland
715,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,Bareland
716,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,Water
717,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
718,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
719,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,Water
720,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland
721,Grassland,Cropland,Water,Non_Water,Water,NULL,Bareland
722,Grassland,Cropland,Water,Non_Water,Water,NULL,Water
723,Grassland,Cropland,Water,Water,Water,NULL,Grassland
724,Grassland,Cropland,Water,Water,Water,NULL,Bareland
725,Grassland,Cropland,Water,Water,Water,NULL,Water
726,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL
727,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
728,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
729,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL
730,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
731,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
732,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
733,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL
734,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
735,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Water
736,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
737,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
738,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,Wetland
739,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
740,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
741,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
742,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
743,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
744,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL
745,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
746,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
747,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
748,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
749,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
750,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
751,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
752,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
753,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
754,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Cropland
755,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
756,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
757,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL
758,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
759,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
760,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
761,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
762,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
