Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDR_M_R
1496,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1497,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1498,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1499,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1500,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1501,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1502,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1503,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1504,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1505,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1506,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1507,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1508,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1509,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1510,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1511,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1512,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
1513,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1514,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1515,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1516,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1517,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1518,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1519,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1520,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1521,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1522,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1523,NULL,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1524,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1525,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1526,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1527,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1528,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1529,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1530,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1531,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1532,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1533,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1534,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1535,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1536,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1537,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1538,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1539,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1540,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1541,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1542,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1543,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1544,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1545,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1546,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1547,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1548,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1549,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1550,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1551,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1552,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1553,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1554,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1555,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1556,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1557,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1558,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1559,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1560,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1561,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1562,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1563,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1564,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1565,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1566,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1567,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1568,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1569,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1570,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1571,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1572,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1573,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1574,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1575,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1576,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1577,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1578,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1579,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1580,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1581,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1582,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1583,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1584,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1585,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1586,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1587,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1588,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1589,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1590,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1591,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1592,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1593,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1594,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1595,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1596,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1597,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1598,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1599,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1600,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1601,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1602,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1603,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1604,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1605,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1606,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1607,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1608,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1609,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1610,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1611,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1612,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1613,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1614,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1615,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1616,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1617,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1618,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1619,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1620,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1621,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1622,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1623,NULL,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
1624,NULL,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Forest
1625,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1626,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1627,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1628,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1629,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1630,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1631,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1632,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1633,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1634,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1635,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1636,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1637,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1638,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1639,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1640,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1641,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1642,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1643,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1644,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1645,NULL,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1646,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
1647,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1648,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1649,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1650,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1651,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1652,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1653,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1654,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1655,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1656,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1657,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1658,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1659,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1660,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1661,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1662,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1663,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1664,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1665,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1666,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up,Grassland,Forest
1667,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1668,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
1669,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1670,NULL,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1671,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1672,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1673,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1674,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1675,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1676,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1677,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1678,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1679,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1680,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1681,NULL,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1682,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1683,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1684,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1685,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1686,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1687,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1688,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1689,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1690,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1691,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1692,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1693,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1694,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1695,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1696,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1697,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1698,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1699,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1700,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1701,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1702,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1703,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1704,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1705,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1706,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1707,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1708,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1709,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1710,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1711,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1712,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1713,NULL,Forest,Water,Non_Water,Water,Water,Wetland,Water
1714,NULL,Forest,Water,Water,Water,Wetland,Water,Grassland
1715,NULL,Forest,Water,Water,Water,Wetland,Water,Water
1716,NULL,Forest,Water,Water,Water,Bareland,Wetland,Grassland
1717,NULL,Forest,Water,Water,Water,Bareland,Water,Grassland
1718,NULL,Forest,Water,Water,Water,Bareland,Water,Water
1719,NULL,Forest,Water,Water,Water,Water,Water,Water
1720,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1721,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1722,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1723,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1724,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1725,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1726,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1727,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1728,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1729,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1730,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1731,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1732,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1733,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1734,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1735,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1736,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1737,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1738,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1739,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1740,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1741,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1742,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1743,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1744,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1745,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1746,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1747,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1748,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1749,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1750,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1751,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1752,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1753,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1754,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1755,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1756,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1757,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1758,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1759,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1760,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1761,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1762,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1763,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1764,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1765,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1766,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1767,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1768,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1769,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1770,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1771,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1772,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1773,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1774,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1775,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1776,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1777,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1778,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1779,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1780,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1781,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1782,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1783,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1784,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1785,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1786,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1787,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1788,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1789,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1790,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1791,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1792,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
1793,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1794,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1795,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1796,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1797,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1798,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1799,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1800,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1801,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1802,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1803,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1804,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1805,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1806,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
1807,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1808,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1809,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1810,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
1811,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1812,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1813,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1814,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1815,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1816,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1817,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1818,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1819,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1820,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1821,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1822,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1823,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1824,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1825,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1826,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1827,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
