Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYT_M_R
1862,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1863,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1864,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1865,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1866,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1867,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1868,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1869,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1870,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1871,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1872,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1873,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1874,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1875,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1876,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1877,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1878,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1879,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1880,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1881,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1882,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1883,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1884,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1885,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1886,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1887,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1888,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1889,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1890,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1891,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1892,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1893,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1894,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1895,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1896,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1897,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1898,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1899,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1900,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1901,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1902,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1903,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
1904,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1905,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1906,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1907,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1908,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1909,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1910,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1911,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1912,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1913,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1914,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1915,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1916,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1917,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1918,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1919,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1920,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1921,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1922,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1923,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1924,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1925,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
1926,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1927,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1928,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1929,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1930,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1931,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1932,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1933,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1934,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1935,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1936,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1937,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
1938,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1939,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1940,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1941,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1942,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
1943,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1944,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1945,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1946,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1947,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1948,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1949,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1950,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1951,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1952,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1953,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1954,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
1955,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1956,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1957,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1958,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1959,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1960,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1961,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1962,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1963,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1964,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1965,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1966,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1967,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1968,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1969,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1970,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1971,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1972,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1973,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1974,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1975,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1976,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1977,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1978,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1979,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1980,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
1981,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1982,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
1983,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1984,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1985,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1986,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1987,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1988,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1989,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1990,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1991,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1992,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1993,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1994,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1995,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1996,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1997,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1998,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1999,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2000,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2001,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2002,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2003,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2004,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2005,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2006,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2007,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
2008,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2009,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Water
2010,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2011,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
2012,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2013,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2014,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2015,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2016,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
2017,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2018,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2019,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2020,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2021,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2022,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2023,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2024,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2025,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
2026,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
2027,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2028,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2029,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2030,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2031,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2032,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2033,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2034,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2035,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2036,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2037,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2038,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2039,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2040,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2041,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2042,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
2043,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
2044,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2045,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2046,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2047,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2048,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
2049,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2050,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2051,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
2052,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2053,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2054,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
2055,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
2056,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2057,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
2058,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2059,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
2060,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
2061,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
2062,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2063,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
2064,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
2065,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
2066,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2067,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
2068,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2069,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
2070,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
2071,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
2072,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2073,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2074,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2075,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2076,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
2077,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
2078,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
2079,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
2080,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
2081,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
2082,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
2083,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2084,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2085,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2086,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2087,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2088,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2089,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
2090,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Water
2091,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2092,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2093,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
2094,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2095,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2096,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
2097,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2098,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2099,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
2100,NULL,Cropland,Wetland,Water,Wetland,Grassland,Water,NULL
2101,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
2102,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Water
2103,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
2104,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
2105,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
2106,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
2107,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2108,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2109,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
2110,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
2111,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
2112,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2113,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2114,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2115,NULL,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
2116,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2117,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2118,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2119,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2120,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2121,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2122,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2123,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2124,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2125,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2126,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2127,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2128,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2129,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2130,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2131,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2132,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2133,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2134,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2135,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2136,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2137,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2138,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2139,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2140,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2141,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2142,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2143,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2144,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2145,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2146,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2147,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2148,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2149,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2150,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2151,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2152,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2153,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2154,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2155,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2156,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2157,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2158,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
2159,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2160,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2161,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2162,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2163,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2164,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2165,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2166,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2167,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2168,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2169,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2170,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2171,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
2172,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2173,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2174,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2175,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
2176,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
2177,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2178,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
2179,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
2180,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
