Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPL_M_R
1512,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1513,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1514,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1515,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1516,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1517,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1518,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1519,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1520,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1521,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1522,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1523,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1524,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1525,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
1526,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1527,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1528,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1529,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1530,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1531,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1532,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1533,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1534,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1535,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1536,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1537,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1538,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1539,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1540,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1541,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1542,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1543,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1544,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1545,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1546,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1547,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1548,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1549,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1550,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1551,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1552,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1553,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1554,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1555,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1556,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1557,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1558,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1559,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1560,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1561,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1562,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1563,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1564,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1565,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1566,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1567,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1568,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1569,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1580,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1581,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1582,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
1583,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1585,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1586,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1587,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1588,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1589,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1590,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1591,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1592,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1593,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1594,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1595,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1596,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1597,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1598,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1599,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1600,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1601,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1602,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1603,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1604,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
1605,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1606,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1607,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1608,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1609,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1610,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
1611,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1612,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1613,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1614,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1615,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1616,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
1617,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1618,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1619,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1620,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1621,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1622,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1623,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1624,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1625,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1626,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1627,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1628,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1629,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1630,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1631,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1632,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1633,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1634,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1635,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1636,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1637,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1638,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1639,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1640,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1641,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1642,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1643,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1644,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1645,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,NULL
1646,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1647,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1648,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1649,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1650,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1651,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1652,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1653,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1654,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1655,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1656,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1657,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1658,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1659,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1660,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1661,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1662,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1663,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
1664,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1665,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1666,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1667,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1668,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1669,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1670,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1671,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1672,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1673,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1674,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1675,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1676,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1677,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1678,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1679,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1680,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1681,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1682,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1683,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1684,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1685,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
1686,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1687,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1688,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1689,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1690,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1691,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1692,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1693,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1694,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1695,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1696,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1697,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1698,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1699,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1700,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1701,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1702,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1703,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1704,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1705,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1706,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1707,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1708,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1709,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1710,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1711,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1712,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1713,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1714,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1715,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1716,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1717,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1718,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1719,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1720,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1721,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1722,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1723,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1724,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1725,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1726,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1727,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1728,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1729,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1730,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1731,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1732,NULL,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1733,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1734,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1735,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1736,NULL,Cropland,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1737,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1738,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1739,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1740,NULL,Cropland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1741,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1742,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1743,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1744,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1745,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1746,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1747,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1748,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1749,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1750,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1751,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1752,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1753,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1754,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1755,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1756,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1757,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1758,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1759,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1760,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1761,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1762,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1763,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1764,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1765,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1766,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1767,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1768,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1769,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1770,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1771,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1772,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1773,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1774,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1775,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1776,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1777,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1778,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1779,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1780,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1781,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1782,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1783,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1784,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1785,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1786,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1787,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1788,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1789,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1790,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1791,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1792,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1793,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1794,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1795,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
1796,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1797,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1798,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1799,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1800,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1801,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1802,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1803,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1804,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1805,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1806,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1807,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1808,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1809,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1810,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1811,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1812,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1813,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1814,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1815,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1816,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1817,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1818,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1819,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1820,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1821,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1822,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1823,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1824,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1825,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1826,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
