Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLB_M_R
8450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
8452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8454,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8455,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8456,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8457,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8458,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8459,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8460,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8461,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8462,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8463,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8464,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8465,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8466,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8467,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
8468,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
8469,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8470,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8471,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
8472,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8473,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
8474,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8475,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
8476,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
8483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
8485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
8487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
8488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
8489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8490,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
8491,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8492,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8493,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8494,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
8495,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8496,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8497,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8498,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
8499,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8500,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
8501,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8502,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8503,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8504,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8505,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8506,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
8507,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8508,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8509,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8510,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
8511,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8512,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
8513,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8514,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8515,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8516,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8517,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
8518,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8519,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8520,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8521,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8522,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
8523,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8524,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8525,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8526,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8527,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8528,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
8529,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
8530,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
8531,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
8532,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8533,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8534,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
8535,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
8536,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8537,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8538,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8539,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8540,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8541,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
8542,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8543,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8544,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8545,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8546,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8547,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8548,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8549,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8550,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
8551,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
8552,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8553,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8554,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8555,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
8556,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
8557,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8558,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
8559,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8560,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
8561,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
8562,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8563,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8564,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
8565,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8566,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
8567,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
8568,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
8569,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8570,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
8571,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8572,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
8573,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
8574,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8575,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
8576,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
8577,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
8578,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8579,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
8580,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
8581,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8582,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8583,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
8584,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
8585,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
8586,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8587,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
8588,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
8589,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8590,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
8591,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
8592,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
8593,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
8594,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
8595,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
8596,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8597,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
8598,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8599,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
8600,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8601,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8602,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8603,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8604,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8605,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8606,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8607,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8608,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8609,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8610,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8611,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8612,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
8613,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8614,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8615,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8616,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8617,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8618,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8619,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8620,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8621,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
8622,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8623,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8624,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
8625,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8626,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8627,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8628,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8629,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8630,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8631,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8632,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8633,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8634,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
8635,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8636,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8637,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8638,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8639,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8640,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8641,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8642,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8643,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8644,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8645,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8646,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8647,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8648,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
8649,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8650,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8651,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8652,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8653,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
8654,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
8655,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8656,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8657,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
8658,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8659,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8660,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8661,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8662,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8663,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
8664,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8665,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8666,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8667,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8668,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8669,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8670,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8671,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8672,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8673,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8674,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8675,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8676,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8677,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8678,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8679,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
8680,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8681,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
8682,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8683,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8684,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
8685,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
8686,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8687,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8688,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
8689,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8690,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8691,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8692,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8693,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8694,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
8695,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8696,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8697,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8698,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8699,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
8700,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
8701,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8702,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8703,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
8704,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8705,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
8706,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
8707,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
8708,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
8709,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
8710,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
8711,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8712,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
8713,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
8714,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8715,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
8716,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
8717,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8718,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
8719,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8720,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8721,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8722,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
8723,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8724,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
8725,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
8726,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8727,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
8728,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
8729,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
8730,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8731,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8732,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8733,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8734,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8735,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8736,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8737,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8738,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8739,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8740,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8741,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8742,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8743,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8744,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8745,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
8746,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8747,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
8748,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
8749,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8750,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
8751,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
8752,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
8753,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8754,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
