Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLN_M_R
324,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
325,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
326,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
327,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
328,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
329,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
330,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
331,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
332,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
333,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
334,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
335,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
336,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
337,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
338,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
339,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
340,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
341,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
342,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
343,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
344,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
345,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
346,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
347,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
349,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
350,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
351,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
352,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
353,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
354,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
355,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
356,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
357,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
358,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Forest,Water
359,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland,Forest,Water
360,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
361,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
362,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
363,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
364,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
365,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Forest,Water
366,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
367,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
368,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
369,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
370,Bareland,Bareland,Water,Non_Water,Water,Grassland,Grassland,Grassland
371,Bareland,Bareland,Water,Water,Water,Wetland,Wetland,Grassland
372,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
373,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
374,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
375,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
376,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
377,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
378,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
379,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
380,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
381,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
382,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
383,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
384,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
385,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
386,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
387,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
388,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
389,Bareland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Bareland
390,Bareland,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
391,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
392,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
393,Bareland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
394,Bareland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Bareland
395,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
396,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
397,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Forest,Bareland
398,Bareland,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
399,Bareland,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Water
400,Bareland,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
401,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
402,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
403,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
404,Bareland,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
405,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
406,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
407,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
408,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
409,Bareland,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
410,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
411,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
412,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
413,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
414,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
415,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
416,Bareland,Water,Wetland,Water,Wetland,Grassland,Forest,Bareland
417,Bareland,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
418,Bareland,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
419,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
420,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
421,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
422,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
423,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
424,Bareland,Water,Wetland,Water,Wetland,Wetland,Forest,Water
425,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
426,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
427,Bareland,Water,Water,NULL,Water,Wetland,Wetland,Forest
428,Bareland,Water,Water,NULL,Water,Wetland,Forest,Water
429,Bareland,Water,Water,Water,Water,Grassland,Grassland,Water
430,Bareland,Water,Water,Water,Water,Wetland,Water,Water
431,Bareland,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
432,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
433,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
434,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
436,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
437,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
439,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
440,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
441,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
442,Water,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
443,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
444,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
445,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
446,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
447,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
448,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
449,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
450,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
451,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
452,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
453,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
454,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
455,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
456,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
457,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
458,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
459,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
460,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
461,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
462,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
463,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
464,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
465,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
466,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
467,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
468,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
469,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
470,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
471,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
472,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
473,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
474,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
475,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
476,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
477,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
478,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
479,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
480,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
481,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
482,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
483,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
484,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
485,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
486,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
487,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
488,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
489,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
490,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
491,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
492,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
493,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
494,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
495,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
496,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
497,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
498,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
499,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
500,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
501,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
503,Water,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
504,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
505,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
506,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
507,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
508,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
509,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
510,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
511,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
512,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
513,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
514,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
515,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
516,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
517,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
518,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
519,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
520,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
521,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
522,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
523,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
524,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
525,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
526,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
527,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
528,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
529,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
530,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
531,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
532,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
533,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
534,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Bareland
535,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
536,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
537,Water,Water,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
538,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
539,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
540,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
541,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
542,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
543,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
544,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
545,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
546,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
547,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
548,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Bareland
549,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
550,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
551,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
552,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
553,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
554,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
555,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
556,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
557,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
558,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
559,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
560,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
561,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
562,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
563,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
564,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
565,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
566,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
567,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
568,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
569,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
570,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
571,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
572,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
573,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
574,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
575,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
576,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
577,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
578,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
579,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
580,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
581,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
582,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
583,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
584,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
585,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
586,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
587,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
588,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
589,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
590,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Bareland
591,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
592,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
593,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
594,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
595,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
596,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
597,Water,Water,Wetland,Water,Wetland,Water,Water,Water
598,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
599,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
600,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
601,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
602,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
603,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
605,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
606,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
607,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
608,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
609,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
610,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
611,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
612,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
613,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
614,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
615,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
616,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
617,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
618,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
619,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
620,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
621,Water,Water,Water,NULL,Water,Grassland,Forest,Grassland
622,Water,Water,Water,NULL,Water,Cropland,Grassland,Grassland
623,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
624,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
625,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
626,Water,Water,Water,NULL,Water,Wetland,Water,Water
627,Water,Water,Water,NULL,Water,Wetland,Water,Forest
628,Water,Water,Water,NULL,Water,Wetland,Forest,Grassland
629,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
630,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
631,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
632,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
633,Water,Water,Water,NULL,Water,Water,Grassland,Forest
634,Water,Water,Water,NULL,Water,Water,Wetland,Water
635,Water,Water,Water,NULL,Water,Water,Wetland,Forest
636,Water,Water,Water,NULL,Water,Water,Water,Grassland
637,Water,Water,Water,NULL,Water,Water,Water,Water
638,Water,Water,Water,NULL,Water,Water,Water,Forest
639,Water,Water,Water,NULL,Water,Water,Forest,Grassland
640,Water,Water,Water,NULL,Water,Water,Forest,Water
641,Water,Water,Water,NULL,Water,Water,Forest,Forest
642,Water,Water,Water,NULL,Water,Forest,Forest,Forest
643,Water,Water,Water,Non_Water,Water,Grassland,Forest,Water
644,Water,Water,Water,Non_Water,Water,Grassland,Forest,Forest
645,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
646,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
647,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
648,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
649,Water,Water,Water,Non_Water,Water,Water,Water,Water
650,Water,Water,Water,Non_Water,Water,Water,Water,Forest
651,Water,Water,Water,Non_Water,Water,Water,Forest,Water
652,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
653,Water,Water,Water,Water,Water,Grassland,Grassland,Water
654,Water,Water,Water,Water,Water,Grassland,Water,Water
655,Water,Water,Water,Water,Water,Grassland,Water,Forest
656,Water,Water,Water,Water,Water,Grassland,Forest,Water
657,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
658,Water,Water,Water,Water,Water,Wetland,Water,Bareland
659,Water,Water,Water,Water,Water,Wetland,Water,Water
660,Water,Water,Water,Water,Water,Wetland,Water,Forest
661,Water,Water,Water,Water,Water,Wetland,Forest,Forest
662,Water,Water,Water,Water,Water,Water,Grassland,Water
663,Water,Water,Water,Water,Water,Water,Wetland,Wetland
664,Water,Water,Water,Water,Water,Water,Wetland,Water
665,Water,Water,Water,Water,Water,Water,Wetland,Forest
666,Water,Water,Water,Water,Water,Water,Water,Grassland
667,Water,Water,Water,Water,Water,Water,Water,Water
668,Water,Water,Water,Water,Water,Water,Water,Forest
669,Water,Water,Water,Water,Water,Water,Forest,Grassland
670,Water,Water,Water,Water,Water,Water,Forest,Water
671,Water,Water,Water,Water,Water,Water,Forest,Forest
672,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
673,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
674,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
675,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
676,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
677,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
678,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
679,Water,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
680,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
681,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
682,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
683,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
684,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
685,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
686,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
687,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
688,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
689,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
690,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
691,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
692,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
693,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
694,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
695,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
696,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
697,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
698,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
699,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
