Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNV_M_R
2190,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2191,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2192,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2193,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2194,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2195,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2196,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2197,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2198,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
2199,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2200,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2201,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2202,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2203,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2204,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
2205,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2206,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2207,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2208,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2209,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2210,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2211,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2212,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2213,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2214,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2215,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2216,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2217,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2218,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2219,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2220,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2221,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2222,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2223,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2224,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2225,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2226,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2227,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2228,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2229,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2230,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
2231,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2232,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2233,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2234,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2235,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2236,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
2237,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2238,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2239,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2240,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2241,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2242,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2243,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2244,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2245,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2246,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2247,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
2248,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2249,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2250,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2251,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2252,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2253,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2254,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2255,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2256,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2257,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2258,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2259,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2260,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2261,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2262,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2263,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2264,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2265,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2266,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2267,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2268,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2269,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2270,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2271,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2272,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2273,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2274,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2275,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2276,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2277,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2278,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2279,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2280,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2281,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2282,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2283,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2284,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2285,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2286,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2287,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2288,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2289,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2290,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2291,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2292,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2293,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2294,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2295,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2296,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2297,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2298,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2299,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2300,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2301,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2302,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2303,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2304,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
2305,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2306,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
2307,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
2308,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
2309,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2310,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2311,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2312,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2313,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
2314,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2315,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2316,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2317,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2318,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2319,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2320,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2321,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
2322,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2323,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2324,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2325,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2326,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2327,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2328,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2329,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2330,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2331,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2332,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2333,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
2334,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2335,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2336,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2337,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2338,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2339,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2340,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2341,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
2342,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2343,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2344,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2345,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2346,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2347,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2348,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2349,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2350,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2351,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
2352,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2353,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2354,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2355,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
2356,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
2357,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2358,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
2359,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2360,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
2361,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2362,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2363,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2364,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2365,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
2366,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
2367,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2368,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2369,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2370,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2371,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
2372,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2373,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2374,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
2375,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2376,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2377,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2378,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2379,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2380,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2381,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2382,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2383,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2384,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2385,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2386,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2387,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
2388,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
2389,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2390,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2391,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
2392,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
2393,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2394,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
2395,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
2396,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2397,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2398,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2399,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2400,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2401,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2402,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
2403,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2404,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
2405,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2406,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2407,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
2408,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
2409,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2410,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
2411,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2412,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2413,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
2414,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2415,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2416,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2417,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
2418,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
2419,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2420,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2421,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2422,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
2423,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
2424,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
2425,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,NULL
2426,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
2427,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
2428,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
2429,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2430,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
2431,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
2432,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2433,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2434,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2435,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
2436,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2437,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2438,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
2439,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
2440,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
2441,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
2442,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2443,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2444,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2445,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2446,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2447,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2448,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2449,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2450,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2451,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2452,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
2453,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2454,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2455,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2456,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2457,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
2458,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2459,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2460,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
2461,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2462,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2463,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2464,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2465,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2466,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2467,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2468,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2469,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2470,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
2471,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
2472,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2473,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2474,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2475,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2476,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2477,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2478,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
2479,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2480,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2481,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2482,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2483,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2484,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2485,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2486,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2487,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
2488,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2489,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2490,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2491,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2492,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2493,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2494,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2495,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2496,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2497,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2498,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2499,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2500,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2501,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2502,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2503,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2504,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2505,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2506,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2507,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2508,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2509,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2510,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2511,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2512,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2513,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2514,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2515,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2516,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2517,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2518,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2519,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
