Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMK_M_R
943,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
944,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
945,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
946,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
947,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
948,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
949,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
950,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
951,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
952,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
953,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
954,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
955,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
956,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
957,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
958,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
959,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
960,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
961,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
962,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
963,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
964,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
965,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
966,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
967,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
968,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
969,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
970,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
971,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
972,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
973,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
974,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
975,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
976,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
977,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
978,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
979,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
980,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
981,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
982,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
983,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
984,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
985,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
986,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
987,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
988,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
989,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
990,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
991,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
992,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
993,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
994,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
995,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
996,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
997,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
998,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
999,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1000,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1001,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1002,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1003,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1004,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1005,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1006,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1007,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1008,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1009,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1010,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1011,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1012,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1013,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1014,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1015,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1016,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1017,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1018,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1019,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1020,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1021,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1022,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1023,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1024,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1025,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
1026,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1027,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1028,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
1029,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1030,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1031,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1032,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1033,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1034,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
1035,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Water
1036,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1037,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1038,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1039,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1040,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1041,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1042,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1043,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1044,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1045,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1046,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1047,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1048,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1049,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
1050,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1051,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1052,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1053,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1054,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1055,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1056,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1057,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1058,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1059,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1060,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1061,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1062,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1063,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1064,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1065,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1066,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1067,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1068,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1069,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1070,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1071,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1072,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1073,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
1074,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1075,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1076,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1077,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1078,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1079,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1080,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1081,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1082,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1083,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1084,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1085,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1086,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1087,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1088,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1089,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1090,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
1091,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1092,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1093,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1094,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1095,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1096,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1097,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1098,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1099,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1100,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
1101,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
1102,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
1103,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1104,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1105,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1106,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
1107,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
1108,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1109,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1110,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1111,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1112,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1113,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1114,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1115,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1116,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1117,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1118,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1119,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1120,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1121,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
1122,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1123,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1124,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1125,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1126,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1127,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1128,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1129,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1130,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
1131,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1132,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
1133,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
1134,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1135,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1136,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1137,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1138,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1139,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1140,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1141,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1142,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
1143,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1144,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1145,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
1146,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1147,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1148,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
1149,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
1150,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1151,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1152,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1153,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1154,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1155,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
1156,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1157,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
1158,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1159,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1160,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
1161,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
1162,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1163,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1164,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
1165,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
1166,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
1167,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
1168,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1169,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
1170,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
1171,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
1172,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1173,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1174,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
1175,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
1176,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
1177,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
1178,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1179,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1180,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1181,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
1182,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
1183,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
1184,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1185,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
1186,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1187,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,NULL
1188,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
1189,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Built-up,Forest
1190,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
1191,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
1192,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
1193,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
1194,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
1195,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1196,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
1197,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1198,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1199,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1200,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
1201,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Shrubland,Cropland
1202,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Shrubland,Wetland
1203,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
1204,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Wetland
1205,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Cropland
1206,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Wetland
1207,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Shrubland,Wetland
1208,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
1209,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,NULL
1210,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1211,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1212,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
1213,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
1214,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1215,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1216,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,NULL
1217,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1218,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1219,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
1220,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1221,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
1222,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1223,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1224,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
1225,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
1226,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1227,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1228,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1229,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1230,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
1231,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1232,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
1233,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Water
1234,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1235,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1236,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1237,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1238,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
1239,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1240,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
1241,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
1242,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1243,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1244,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1245,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
1246,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1247,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
1248,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1249,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1250,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1251,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
1252,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1253,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
1254,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
1255,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
1256,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1257,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1258,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1259,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Wetland
1260,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1261,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1262,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1263,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1264,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
1265,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1266,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
1267,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1268,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
