Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRD_M_R
4254,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
4255,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
4256,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
4257,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4258,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
4259,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4260,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4261,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4262,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4263,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
4264,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4265,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
4266,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4267,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
4268,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
4269,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
4270,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
4271,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4272,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
4273,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4274,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
4275,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4276,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
4277,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
4278,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
4279,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,NULL
4280,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
4281,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
4282,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
4283,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,NULL
4284,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
4285,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
4286,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4287,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4288,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
4289,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4290,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4291,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4292,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
4293,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
4294,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4295,Grassland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
4296,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
4297,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4298,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4299,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4300,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4301,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4302,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4303,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
4304,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4305,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
4306,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4307,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4308,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
4309,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4310,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4311,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4312,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4313,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4314,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4315,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4316,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4317,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4318,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4319,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4320,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4321,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4322,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4323,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
4324,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4325,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
4326,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Bareland
4327,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Water
4328,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,NULL
4329,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4330,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
4331,Grassland,NULL,Water,NULL,Water,Water,Grassland,Cropland
4332,Grassland,NULL,Water,NULL,Water,Water,Grassland,Wetland
4333,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
4334,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
4335,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
4336,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
4337,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
4338,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Water
4339,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
4340,Grassland,NULL,Water,Water,Water,Water,NULL,Wetland
4341,Grassland,NULL,Water,Water,Water,Water,NULL,Water
4342,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
4343,Grassland,NULL,Water,Water,Water,Water,Grassland,Cropland
4344,Grassland,NULL,Water,Water,Water,Water,Grassland,Wetland
4345,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
4346,Grassland,NULL,Water,Water,Water,Water,Water,Water
4347,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4348,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4349,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4350,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4351,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4352,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4353,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4354,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
4355,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4356,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4357,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4358,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4359,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
4360,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4361,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
4362,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4363,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4364,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4365,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4366,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4367,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4368,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
4369,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4370,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4371,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4372,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4373,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4374,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4375,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4376,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4377,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4378,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4379,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
4380,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4381,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4382,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
4383,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4384,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4385,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4386,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4387,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4388,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4389,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4390,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4391,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4392,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4393,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4394,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4395,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4396,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4397,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4398,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4399,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4400,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4401,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4402,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4403,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4404,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4405,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4406,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4407,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4408,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4409,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4410,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4411,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4412,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
4413,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
4414,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4415,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
4416,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4417,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4418,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4419,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4420,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4421,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4422,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4423,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
4424,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4425,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4426,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4427,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
4428,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
4429,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4430,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
4431,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4432,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4433,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4434,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4435,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4436,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4437,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4438,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4439,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
4440,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
4441,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4442,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4443,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4444,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4445,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4446,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4447,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4448,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4449,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4450,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4451,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4452,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4453,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4454,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
4455,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4456,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
4457,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
4458,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
4459,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4460,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4461,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4462,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4463,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
4464,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4465,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4466,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
4467,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
4468,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
4469,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
4470,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
4471,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
4472,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
4473,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
4474,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
4475,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
4476,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
4477,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4478,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
4479,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
4480,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
4481,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
4482,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
4483,Grassland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
4484,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
4485,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Water,Grassland
4486,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4487,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4488,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4489,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4490,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4491,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4492,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4493,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4494,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4495,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4496,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4497,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4498,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4499,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4500,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4501,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4502,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4503,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4504,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4505,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
4506,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4507,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4508,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4509,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4510,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4511,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4512,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4513,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4514,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4515,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4516,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4517,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4518,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4519,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4520,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4521,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4522,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4523,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4524,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4525,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4526,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4527,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4528,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4529,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4530,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4531,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4532,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
4533,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4534,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4535,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4536,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4537,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4538,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4539,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4540,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4541,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4542,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4543,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4544,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
4545,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4546,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
4547,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4548,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4549,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
4550,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4551,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
4552,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4553,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4554,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4555,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
4556,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
4557,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4558,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
4559,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4560,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
4561,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Cropland
4562,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Wetland
4563,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Water
4564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4567,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4568,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4569,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4570,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4571,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4572,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4573,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4574,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4575,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4576,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4577,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4578,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4579,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4580,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
