Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPU_M_R
845,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
846,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
847,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
848,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
849,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
850,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
851,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
852,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
853,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
854,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
855,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
856,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
857,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
858,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
859,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
860,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
861,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
862,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
863,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
864,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
866,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
867,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
868,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
869,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
870,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
871,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
872,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
873,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
874,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
875,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
876,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
877,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
878,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
879,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
880,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
881,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
882,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
883,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
884,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
885,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
886,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
887,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
888,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
889,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
890,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
891,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
892,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
893,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
894,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
895,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
896,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
897,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
898,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
899,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
901,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
902,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
903,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
904,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
905,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
906,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
907,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
908,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
909,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
910,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
911,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
912,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
913,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
914,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
915,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
916,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
917,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
918,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
919,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
920,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
921,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
922,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
923,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
924,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
925,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
926,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
927,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
928,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
929,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
930,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
931,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
932,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
933,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
934,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
935,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
936,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
937,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
938,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
939,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
940,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
941,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
942,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
943,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
944,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
945,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
946,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
947,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
948,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
949,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
950,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
951,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
952,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
953,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
954,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
955,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
956,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
957,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
958,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
959,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
960,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
961,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
962,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
963,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
964,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
965,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
966,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
967,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
968,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
969,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
970,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
971,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
972,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
973,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
974,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
976,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
977,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
978,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
980,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
981,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
982,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
983,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
984,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
985,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
986,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
987,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
988,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
989,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
990,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
991,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
992,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
993,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
994,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
996,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
997,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
998,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
999,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1000,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1001,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1002,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1003,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1004,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1005,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1006,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1007,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1008,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1009,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1010,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1011,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1012,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1013,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1014,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1015,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1016,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1018,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1020,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1022,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1023,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1024,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1025,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1026,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1027,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1028,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1029,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1030,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1031,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1032,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1033,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1034,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1035,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1036,Cropland,Cropland,Water,Water,Water,NULL,NULL,NULL
1037,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1038,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1039,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1040,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1041,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1042,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1043,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1045,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1046,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1047,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1048,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1049,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1050,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1052,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1053,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1054,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1055,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1056,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1057,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1058,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1059,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1061,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1062,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1063,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1064,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1065,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1066,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1067,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1068,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1069,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1070,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1073,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1076,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1077,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1078,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1079,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1080,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1081,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1082,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1083,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1084,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1085,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1086,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1087,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1088,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1089,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1090,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1091,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1092,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
1093,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1094,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Water
1095,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1096,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1097,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1098,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1099,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1100,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1101,Cropland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1102,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1103,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1104,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
1105,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1106,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1107,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1108,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1109,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1110,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1111,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1112,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1113,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1114,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1115,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1116,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1117,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1118,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1119,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1120,Cropland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1121,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1122,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1123,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1124,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1125,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1126,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1128,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1130,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1131,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1132,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1133,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1134,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1135,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1137,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1138,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1139,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1140,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1141,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1142,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1143,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1144,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1145,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1146,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1147,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1148,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1149,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1150,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1151,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1152,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1154,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1156,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1157,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1158,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1159,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1160,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1161,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1162,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1163,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1164,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1165,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1166,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1167,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1168,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1169,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1170,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1171,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1172,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1173,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1175,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1177,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1178,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1179,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1180,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1181,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1182,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1183,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1184,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1185,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1186,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1187,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
