Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHJ_M_R
880,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
881,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
882,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
883,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
884,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
885,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
886,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
887,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
888,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
889,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
890,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
891,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
892,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
893,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
894,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
895,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
896,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
897,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
898,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
899,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
900,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
901,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
902,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
903,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
904,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
905,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
906,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
907,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
908,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
909,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
910,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
911,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
912,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
913,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
914,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
915,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
916,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
917,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
918,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
919,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
920,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
921,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
922,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
923,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
924,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
925,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
926,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
927,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
928,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
929,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
930,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
931,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
932,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
933,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
934,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
935,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
936,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
937,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
938,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
939,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
940,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
941,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
942,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
943,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
944,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
945,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
946,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
947,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
948,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
949,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
950,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
951,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
952,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
953,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
954,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
955,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
956,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
957,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
958,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
959,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
960,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
961,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
962,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
963,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
964,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
965,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
966,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
967,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
968,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
969,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
970,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
971,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
972,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
973,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
974,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
975,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
976,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
977,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
978,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
979,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
980,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
981,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
982,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
983,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
984,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
985,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
986,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
987,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
988,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
989,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
990,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
991,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
992,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
993,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
994,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
995,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
996,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
997,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
998,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
999,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1000,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1001,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1002,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1003,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1004,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1005,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1006,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1007,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1008,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1009,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1010,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1011,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1012,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1013,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1014,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1015,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1016,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1017,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1018,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1019,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1020,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1021,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1022,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1023,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1024,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1025,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1026,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1027,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1028,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1029,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1030,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1031,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1032,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1033,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1034,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1035,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1036,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1037,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1038,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1039,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1040,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1041,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1042,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1043,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1044,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1045,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1046,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
1047,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1048,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1049,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
1050,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1051,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
1052,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
1053,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
1054,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
1055,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
1056,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1057,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
1058,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1059,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1060,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
1061,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
1062,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1063,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1064,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1065,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1066,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
1067,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1068,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1069,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1070,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
1071,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1072,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1073,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1074,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1075,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1076,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
1077,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1078,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1079,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1080,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
1081,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1082,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1083,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1084,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
1085,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
1086,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1087,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1088,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1089,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1090,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1091,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
1092,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
1093,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
1094,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1095,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1096,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1097,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1098,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1099,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1100,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1101,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1102,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1103,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1104,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1105,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1106,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1107,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
1108,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
1109,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1110,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1111,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1112,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1113,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1114,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1115,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1116,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
1117,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1118,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1119,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1120,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1121,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1122,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1123,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1124,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
1125,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1126,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1127,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
1128,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1129,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
1130,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
1131,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1132,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1133,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1134,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1135,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Wetland,Wetland
1136,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
1137,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
1138,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1139,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
1140,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
1141,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1142,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
1143,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1144,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1145,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1146,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1147,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1148,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
1149,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1150,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
1151,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Shrubland,Cropland
1152,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
1153,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
1154,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1155,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
1156,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Cropland
1157,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
1158,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,NULL
1159,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1160,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1161,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1162,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1163,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1164,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1165,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
1166,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1167,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
1168,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
1169,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
1170,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
1171,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1172,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1173,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1174,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Bareland
1175,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
1176,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Water
1177,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1178,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1179,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1180,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1181,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
1182,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1183,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
1184,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1185,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1186,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1187,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
1188,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1189,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
1190,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1191,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1192,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1193,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1194,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1195,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1196,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1197,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1198,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
1199,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1200,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Bareland
1201,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
1202,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
1203,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1204,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1205,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
1206,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
1207,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1208,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
1209,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
