Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R
6221,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6222,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6223,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6224,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6225,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6226,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6227,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6228,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6229,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6230,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6231,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6232,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6233,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6234,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6235,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6236,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6237,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6238,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6239,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6240,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6241,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6242,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6243,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6244,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6245,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6246,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6247,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6248,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6249,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6250,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6251,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6252,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6253,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6254,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6255,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6256,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6257,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6258,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6259,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6260,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6261,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6262,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6263,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
6264,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
6265,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6266,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
6267,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6268,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6269,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6270,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6271,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6272,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6273,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6274,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6275,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6276,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6277,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
6278,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
6279,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
6280,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6281,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6282,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6283,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6284,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6285,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6286,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6287,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6288,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6289,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6290,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6291,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
6292,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6293,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6294,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6295,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
6296,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6297,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6298,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6299,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6300,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
6301,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6302,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6303,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6304,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6305,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6306,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6307,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6308,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
6309,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6310,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6311,NULL,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
6312,NULL,Forest,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
6313,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
6314,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6315,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
6316,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6317,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
6318,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
6319,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6320,NULL,Forest,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
6321,NULL,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
6322,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6323,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6324,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6325,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
6326,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6327,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6328,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6329,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
6330,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6331,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6332,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
6333,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
6334,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6335,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6336,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6337,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6338,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
6339,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6340,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
6341,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6342,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6343,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6344,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6345,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6346,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6347,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6348,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6349,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6350,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
6351,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
6352,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6353,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
6354,NULL,Forest,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
6355,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest,Bareland,Forest
6356,NULL,Forest,Water,NULL,Water,Grassland,Forest,Grassland
6357,NULL,Forest,Water,NULL,Water,Wetland,NULL,Water
6358,NULL,Forest,Water,NULL,Water,Wetland,Forest,Grassland
6359,NULL,Forest,Water,NULL,Water,Wetland,Forest,Wetland
6360,NULL,Forest,Water,NULL,Water,Wetland,Forest,Water
6361,NULL,Forest,Water,NULL,Water,Bareland,Built-up,NULL
6362,NULL,Forest,Water,NULL,Water,Forest,Water,Water
6363,NULL,Forest,Water,NULL,Water,Forest,Forest,Wetland
6364,NULL,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
6365,NULL,Forest,Water,Non_Water,Water,Shrubland,Wetland,Water
6366,NULL,Forest,Water,Non_Water,Water,Grassland,Grassland,Grassland
6367,NULL,Forest,Water,Non_Water,Water,Bareland,Shrubland,Grassland
6368,NULL,Forest,Water,Non_Water,Water,Forest,Forest,Cropland
6369,NULL,Forest,Water,Water,Water,Wetland,Water,Wetland
6370,NULL,Forest,Water,Water,Water,Wetland,Water,Water
6371,NULL,Forest,Water,Water,Water,Bareland,Water,Water
6372,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6373,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6374,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6375,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6376,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6377,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6378,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6379,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6380,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6381,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6382,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
6383,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6384,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
6385,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6386,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6387,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6388,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6389,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6390,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6391,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6392,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6393,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6394,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6395,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6396,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6397,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6398,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6399,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6400,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6401,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6402,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6403,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6404,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6405,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6406,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6407,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6408,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6409,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6410,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6411,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6412,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6413,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6414,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6415,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6416,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6417,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6418,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6419,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6420,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6421,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6422,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6423,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6424,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6425,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6426,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
6427,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6428,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6429,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6430,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6431,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6432,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6433,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6434,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6435,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6436,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6437,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
6438,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6439,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6440,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6441,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6442,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6443,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6444,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
6445,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6446,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6447,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6448,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6449,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6450,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
6451,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6452,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6453,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
6454,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6455,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6456,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6457,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6458,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6459,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6460,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6461,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6462,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6463,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6464,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6465,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6466,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6467,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6468,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6469,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6470,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6471,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6472,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6473,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
6474,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6475,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6476,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6477,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6478,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6479,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
6480,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
6481,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
6482,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
6483,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6484,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6485,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
6486,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6487,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6488,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6489,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
6490,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6491,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
6492,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6493,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
6494,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
6495,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
6496,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
6497,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
6498,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
6499,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
6500,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
6501,NULL,Forest,Forest,Water,Non_Wetland,Grassland,NULL,NULL
6502,NULL,Forest,Forest,Water,Non_Wetland,Forest,NULL,NULL
6503,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6504,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6505,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6506,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
6507,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
6508,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6509,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6510,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6511,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6512,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6513,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6514,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6515,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6516,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6517,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6518,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6519,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6520,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6521,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6522,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6523,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6524,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6525,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6526,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6527,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6528,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6529,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6530,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6531,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6532,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6533,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
6534,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6535,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
6536,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6537,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6538,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6539,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6540,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6541,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6542,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6543,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6544,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6545,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6546,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6547,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6548,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
