Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQP_M_R
1710,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1711,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1712,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1713,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1714,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1715,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1716,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1717,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1718,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1719,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1720,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1721,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1722,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1723,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1724,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1725,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1726,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1727,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1728,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1729,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1730,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1731,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1732,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1733,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1734,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1735,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1736,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1737,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
1738,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1739,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1740,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1741,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1742,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1743,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1744,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1745,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1746,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1747,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1748,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1749,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1750,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1751,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1752,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1753,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1754,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1755,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1756,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1757,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1758,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1759,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1760,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1761,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1762,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1763,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1764,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,NULL
1765,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1766,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1767,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Cropland
1768,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
1769,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1770,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
1771,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1772,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1773,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1774,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1775,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1776,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1777,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1778,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1779,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1780,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1781,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
1782,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1783,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1784,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
1785,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1786,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1787,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1788,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1789,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
1790,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1791,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1792,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1793,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1794,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1795,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1796,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
1797,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1798,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1799,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Cropland
1800,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1801,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,NULL
1802,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1803,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
1804,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Bareland
1805,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Forest
1806,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Grassland,NULL
1807,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Shrubland,Grassland
1808,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Bareland
1809,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
1810,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
1811,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1812,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1813,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Grassland
1814,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Forest
1815,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
1816,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1817,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1818,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1819,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Cropland
1820,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1821,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Water
1822,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1823,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1824,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1825,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1826,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1827,NULL,NULL,Water,NULL,Water,Shrubland,Water,Water
1828,NULL,NULL,Water,NULL,Water,Shrubland,Water,Forest
1829,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1830,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1831,NULL,NULL,Water,NULL,Water,Grassland,Water,NULL
1832,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1833,NULL,NULL,Water,NULL,Water,Grassland,Forest,NULL
1834,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1835,NULL,NULL,Water,NULL,Water,Grassland,Forest,Cropland
1836,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
1837,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1838,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1839,NULL,NULL,Water,NULL,Water,Water,Shrubland,Bareland
1840,NULL,NULL,Water,NULL,Water,Forest,Forest,Forest
1841,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
1842,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
1843,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1844,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1845,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
1846,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
1847,NULL,NULL,Water,Water,Water,Shrubland,Water,Forest
1848,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
1849,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Bareland
1850,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
1851,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1852,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1853,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1854,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1855,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1856,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1857,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1858,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1859,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1860,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1861,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1862,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1863,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1864,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1865,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1866,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1867,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1868,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1869,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1870,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1871,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
1872,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1873,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1874,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1875,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1876,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1877,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1878,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1879,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1880,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1881,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1882,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1883,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1884,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1885,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1886,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1887,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1888,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1889,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1890,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1891,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1892,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1893,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1894,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1895,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1896,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1897,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1898,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1899,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
1900,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1901,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1902,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1903,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1904,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1905,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Built-up
1906,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1907,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1908,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1909,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1910,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
1911,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1912,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1913,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1914,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
1915,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1916,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
1917,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1918,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1919,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1920,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
1921,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1922,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
1923,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
1924,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1925,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1926,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1927,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1928,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1929,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1930,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1931,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1932,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1933,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1934,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1935,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1936,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1937,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1938,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
1939,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1940,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1941,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1942,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1943,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1944,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1945,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1946,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1947,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1948,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1949,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1950,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1951,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1952,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1953,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1954,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1955,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1956,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1957,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1958,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1959,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1960,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1961,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
1962,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
1963,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1964,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1965,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1966,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1967,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1968,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1969,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1970,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1971,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1972,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1973,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1974,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1975,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1976,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1977,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1978,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1979,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1980,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1981,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
1982,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1983,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1984,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1985,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1986,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
1987,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1988,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
1989,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1990,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1991,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1992,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
1993,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1994,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
1995,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1996,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1997,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1998,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1999,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
2000,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2001,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
2002,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2003,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2004,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2005,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
2006,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2007,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2008,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
2009,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
2010,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2011,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2012,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2013,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2014,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
2015,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2016,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2017,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2018,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2019,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
2020,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2021,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2022,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2023,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2024,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2025,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2026,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2027,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
2028,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2029,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2030,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2031,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2032,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
2033,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2034,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2035,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2036,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2037,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2038,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2039,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2040,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
