Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRN_M_R
809,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
810,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
811,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
812,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
813,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
814,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
815,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
816,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
817,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
818,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
819,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
820,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
821,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
822,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
823,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
824,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Shrubland,Grassland
825,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
826,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
827,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
828,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
829,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
830,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
831,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
832,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
833,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
834,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
835,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
836,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
837,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
838,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
839,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
840,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
841,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
842,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
843,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
844,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
845,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
846,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
847,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
848,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
849,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
850,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
851,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
852,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
853,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
854,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
855,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
856,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
857,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
858,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
859,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
860,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
861,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
862,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
863,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,NULL
864,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
865,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
866,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
867,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
868,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
869,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
870,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
871,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
872,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
873,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
874,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
875,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
876,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
877,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
878,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
879,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
880,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
881,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
882,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
883,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
884,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
885,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
886,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
887,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
888,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
889,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
890,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
891,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
892,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
893,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
894,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
895,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Bareland
896,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
897,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
898,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
899,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
900,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
901,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
902,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
903,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
904,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
905,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
906,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,NULL
907,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
908,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
909,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Water
910,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
911,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
912,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
913,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
914,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
915,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
916,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
917,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
918,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
919,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
920,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
921,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
922,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
923,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
924,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
925,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
926,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
927,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
928,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,NULL,Grassland
929,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
930,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
931,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
932,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
933,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
934,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
935,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
936,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
937,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
938,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
939,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
940,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
941,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
942,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,NULL
943,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
944,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
945,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
946,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
947,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Bareland
948,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
949,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
950,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
951,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
952,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
953,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
954,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Water
955,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
956,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
957,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
958,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
959,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
960,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
961,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
962,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
963,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
964,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
965,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
966,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
967,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
968,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
969,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
970,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
971,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
972,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
973,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
974,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
975,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
976,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
977,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
978,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
979,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
980,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
981,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
982,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
983,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
984,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
985,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
986,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
987,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
988,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
989,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
990,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
991,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
992,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
993,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
994,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
995,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
996,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
997,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
998,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
999,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1000,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1001,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1002,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1003,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1004,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
1005,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Bareland
1006,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
1007,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1008,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1009,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1010,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1011,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1012,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1013,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1014,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1015,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1016,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1017,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1018,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1019,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1020,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1021,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1022,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1023,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1024,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1025,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1026,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1027,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1028,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1029,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1030,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1031,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1032,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1033,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1034,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
1035,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1036,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1037,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
1038,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1039,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1040,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1041,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1042,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1043,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1044,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1045,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1046,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1047,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1048,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1049,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1050,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1051,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1052,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1053,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1054,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1055,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1056,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1057,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1058,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1059,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1060,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1061,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1062,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1063,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
1064,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1065,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
1066,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1067,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
1068,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1069,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
1070,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1071,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1072,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1073,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1074,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1075,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1076,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1077,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1078,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1079,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1080,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1081,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1082,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1083,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1084,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
1085,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1086,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
1087,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Built-up,NULL
1088,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1089,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1090,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
1091,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1092,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
1093,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1094,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1095,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
1096,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1097,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1098,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1099,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1100,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1101,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1102,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1103,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1104,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1105,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1106,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1107,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1108,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1109,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1110,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1111,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1112,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1113,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1114,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1115,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1116,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1117,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1118,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1119,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1120,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1121,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1122,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,NULL
1123,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
1124,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1125,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
1126,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,NULL
1127,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1128,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1130,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1131,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1132,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1133,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1134,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1135,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
