Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R
2832,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2833,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2834,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2835,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2836,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2837,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2838,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2839,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2840,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2841,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2842,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2843,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2844,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2845,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2846,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2847,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2848,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2849,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2850,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2851,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2852,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2853,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2854,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2855,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2856,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2857,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2858,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
2859,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
2860,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
2861,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2862,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2863,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
2864,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2865,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
2866,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2867,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2868,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
2869,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2870,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2871,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2872,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2873,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2874,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2875,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2876,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2877,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2878,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
2879,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2880,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2881,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2882,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
2883,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2884,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
2885,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2886,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2887,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2888,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2889,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2890,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2891,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
2892,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Built-up
2893,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
2894,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2895,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2896,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2897,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
2898,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
2899,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2900,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2901,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2902,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2903,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2904,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2905,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
2906,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
2907,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
2908,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2909,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2910,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2911,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
2912,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
2913,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Forest,Forest
2914,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2915,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
2916,Grassland,NULL,NULL,Water,Non_Wetland,Forest,NULL,Cropland
2917,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2918,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2919,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2920,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2921,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2922,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2923,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2924,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2925,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2926,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2927,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2928,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2929,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2930,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
2931,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2932,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2933,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2934,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2935,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2936,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2937,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2938,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2939,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2940,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2941,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
2942,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2943,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2944,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2945,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2946,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2947,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2948,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2949,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2950,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2951,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2952,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2953,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2954,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2955,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2956,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2957,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2958,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
2959,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2960,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2961,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2962,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2963,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2964,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2965,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2966,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2967,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2968,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2969,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2970,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2971,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2972,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2973,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2974,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2975,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2976,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2977,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2978,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2979,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
2980,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2981,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2982,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2983,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2984,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2985,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2986,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2987,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2988,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2989,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2990,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2991,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2992,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2993,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2994,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2995,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2996,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
2997,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2998,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2999,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3000,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3001,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3002,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3003,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3004,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3005,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3006,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3007,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3008,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3009,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3010,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3011,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3012,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3013,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3014,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3015,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3016,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
3017,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3018,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
3019,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3020,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3021,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3022,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3023,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
3024,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3025,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3026,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
3027,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
3028,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3029,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3030,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3031,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3032,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
3033,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3034,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3035,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3036,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3037,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3038,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3039,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
3040,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3041,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3042,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3043,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3044,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3045,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3046,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3047,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3048,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3049,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3050,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3051,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3052,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3053,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3054,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3055,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3056,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3057,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3058,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3059,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3060,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3061,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3062,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3063,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3064,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3065,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3066,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3067,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
3068,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3069,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
3070,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
3071,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3072,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3073,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3074,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3075,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3076,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3077,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3078,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3079,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3080,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3081,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
3082,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3083,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3084,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3085,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
3086,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3087,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3088,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3089,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3090,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3091,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3092,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3093,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3094,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3095,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3096,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3097,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3098,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3099,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3100,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3101,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3102,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3103,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3104,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3105,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3106,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3107,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3108,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3109,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3110,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
3111,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
3112,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3113,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3114,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3115,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3116,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3117,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3118,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
3119,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3120,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
3121,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3122,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3123,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3124,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3125,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3126,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3127,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3128,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3129,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3130,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3131,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3132,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3133,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3134,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3135,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3136,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
3137,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3138,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3139,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3140,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3141,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
3142,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3143,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
3144,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3145,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3146,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3147,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3148,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3149,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
3150,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
