Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRR_M_R
5306,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5307,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5308,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5309,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5310,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5311,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5312,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5313,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5314,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5315,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5316,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5317,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
5318,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
5319,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5320,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5321,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5322,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5323,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5324,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5325,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
5326,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5327,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
5328,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5329,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5330,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5331,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5332,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5333,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5334,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5335,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5336,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5337,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5338,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5339,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
5340,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5341,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5342,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Built-up,Wetland
5343,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
5344,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
5345,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
5346,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5347,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5348,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5349,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
5350,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5351,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5352,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5353,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5354,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5355,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
5356,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5357,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5358,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5359,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5360,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5361,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5362,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
5363,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5364,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5365,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5366,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5367,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
5368,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
5369,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5370,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
5371,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
5372,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
5373,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
5374,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
5375,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
5376,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
5377,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
5378,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
5379,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
5380,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
5381,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
5382,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
5383,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
5384,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water,Water
5385,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
5386,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
5387,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
5388,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5389,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
5390,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
5391,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
5392,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
5393,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Cropland
5394,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
5395,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
5396,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
5397,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Wetland
5398,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
5399,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Wetland
5400,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
5401,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5402,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5403,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
5404,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5405,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
5406,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
5407,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5408,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5409,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5410,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5411,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5412,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5413,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5414,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5415,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5416,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5417,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5418,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5419,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
5420,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
5421,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
5422,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5423,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5424,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5425,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5426,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
5427,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5428,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
5429,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Bareland
5430,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
5431,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5432,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5433,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5434,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5435,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5436,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5437,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5438,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5439,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5440,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5441,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5442,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5443,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
5444,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
5445,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5446,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5447,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
5448,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5449,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
5450,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5451,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5452,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5453,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5454,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5455,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
5456,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5457,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5458,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5459,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
5460,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5461,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
5462,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
5463,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
5464,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
5465,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
5466,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
5467,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Cropland
5468,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5469,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5470,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5471,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5472,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5473,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5474,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
5475,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5476,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5477,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5478,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5479,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5480,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5481,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5482,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5483,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5484,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5485,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5486,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5487,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
5488,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5489,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5490,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5491,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5492,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5493,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5494,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5495,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
5496,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5497,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5498,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5499,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5500,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5501,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
5502,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5503,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5504,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5505,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
5506,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5507,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5508,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
5509,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5510,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5511,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5512,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5513,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5514,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
5515,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5516,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5517,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
5518,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5519,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5520,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5521,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5522,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5523,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
5524,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
5525,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
5526,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
5527,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
5528,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
5529,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Water
5530,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Water,Wetland
5531,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
5532,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
5533,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
5534,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5535,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
5536,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
5537,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
5538,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
5539,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
5540,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
5541,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
5542,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
5543,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5544,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5545,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5546,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5547,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5548,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5549,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5550,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5551,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5552,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5553,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5554,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5555,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5556,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
5557,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
5558,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
5559,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5560,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5561,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5562,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5563,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
5564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
5567,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
5568,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5569,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
5570,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5571,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
5572,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5573,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5574,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5575,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5576,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5577,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5578,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5579,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5580,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5581,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5582,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5583,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5584,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5585,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5586,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
5587,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5588,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5589,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
5590,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5591,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5592,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
5593,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5594,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
5595,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5596,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5597,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5598,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
5599,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
5600,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5603,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
5604,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5605,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5606,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5607,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
5608,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5609,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5610,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5611,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
