Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R
3741,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3742,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3743,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3744,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3745,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3746,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3747,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
3748,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
3749,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3750,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3751,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3752,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3753,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3754,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3755,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3756,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3757,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3758,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3759,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
3760,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3761,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3762,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3763,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3764,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
3765,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
3766,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
3767,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3768,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3769,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3770,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3771,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3772,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3773,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3774,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3775,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3776,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3777,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3778,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3779,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3780,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3781,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
3782,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3783,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3784,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3785,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3786,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3787,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3788,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3789,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3790,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3791,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3792,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3793,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
3794,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3795,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3796,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3797,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3798,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3799,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3800,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3801,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3802,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3803,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
3804,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
3805,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
3806,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
3807,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Cropland
3808,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Forest
3809,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
3810,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3811,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
3812,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
3813,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3814,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3815,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
3816,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Cropland
3817,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3818,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3819,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3820,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3821,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3822,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3823,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3824,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3825,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
3826,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3827,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3828,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3829,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3830,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3831,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3832,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3833,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3834,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3835,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3836,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3837,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3838,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3839,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3840,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3841,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3842,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3843,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3844,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3845,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3846,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3847,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3848,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3849,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3850,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3851,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3852,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3853,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3854,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3855,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3856,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3857,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3858,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3859,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3860,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3861,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3862,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3863,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3864,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3865,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3866,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3867,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3868,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3869,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3870,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3875,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3876,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3877,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
3878,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3879,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3880,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3881,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3882,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3883,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3884,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3885,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3886,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3887,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3888,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3889,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3890,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3891,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3892,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3893,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3894,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3895,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3896,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3897,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3898,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3899,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3900,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3901,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3902,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3903,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3904,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3905,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
3906,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3907,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3908,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3909,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3910,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3911,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3912,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
3913,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3914,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3915,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3916,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3917,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3918,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3919,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3920,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3921,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3922,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3923,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3924,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3925,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
3926,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3927,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3928,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3929,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3930,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3931,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3932,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3933,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3934,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3935,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3936,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
3937,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3938,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3939,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
3940,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3941,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
3942,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3943,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3944,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
3945,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3946,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
3947,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
3948,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
3949,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3950,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
3951,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
3952,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
3953,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3954,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
3955,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3956,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3957,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3958,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3959,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3960,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3961,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3962,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3963,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3964,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3965,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3966,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
3967,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
3968,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3969,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
3970,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3971,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3972,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3973,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3974,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3975,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3976,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3977,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3978,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3979,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3980,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3981,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3982,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3983,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3984,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3985,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3986,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3987,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
3988,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3989,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3990,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3991,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3992,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3993,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3994,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3995,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3996,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3997,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3998,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3999,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4000,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4001,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4002,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4003,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4004,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4005,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4006,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4007,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4008,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4009,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
4010,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4011,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4012,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4013,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4014,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4015,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4016,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
4017,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4018,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4019,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4020,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4021,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4022,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4023,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
4024,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4025,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
4026,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4027,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4028,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4029,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4030,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4031,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4032,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
4033,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4034,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4035,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Cropland
4036,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4037,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
4038,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4039,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4040,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Cropland
4041,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,NULL
4042,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4043,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Cropland
4044,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
4045,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4046,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Cropland
4047,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
4048,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,NULL,Grassland
4049,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4050,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4051,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4052,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4053,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4054,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
