Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KDA_M_R
329,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
330,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
331,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
332,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
333,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
334,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
335,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
336,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
337,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
338,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
339,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
340,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
341,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
342,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
343,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
344,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
345,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
346,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
348,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
349,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
350,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
351,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
352,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
353,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
354,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
355,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
357,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
358,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
359,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
360,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
361,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
362,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
363,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
364,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
365,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
366,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
367,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
368,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
370,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
371,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
373,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
375,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
376,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
379,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
380,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
381,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
382,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
384,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
385,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
386,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
387,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
388,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
389,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
390,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
391,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
392,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
393,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
395,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
396,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
398,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
400,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
401,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
402,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
403,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
405,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
406,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
407,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
408,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
409,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
410,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
411,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
412,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
414,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
416,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
417,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
418,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
419,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
420,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
421,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
422,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
424,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
425,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
426,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
428,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
429,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
430,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
431,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
433,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
434,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
435,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
436,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
437,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
438,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
439,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
441,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
442,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
443,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
444,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
445,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
447,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
449,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
450,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
452,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
453,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
454,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
455,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
457,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
458,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
459,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
460,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
461,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
462,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
463,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
465,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
466,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
467,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
468,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
469,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
470,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
471,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
472,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
473,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
474,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
475,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
476,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
478,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
479,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
480,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
481,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
482,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
484,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
486,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
488,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
489,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
490,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
492,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
493,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
494,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
495,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
496,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
497,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
498,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
499,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
500,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
501,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
502,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
503,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
504,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
505,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
506,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
507,Wetland,Water,Water,Water,Water,NULL,NULL,Water
508,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
509,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
510,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
511,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
512,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
513,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
514,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
515,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
516,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
517,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
518,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
520,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
521,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
522,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
523,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
524,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
525,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
526,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
527,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
528,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
529,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
530,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
531,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
532,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
533,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
534,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
535,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
536,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
537,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
538,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
539,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
540,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
541,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
543,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
544,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
545,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
546,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
547,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
548,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
549,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
550,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
551,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
552,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
553,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
554,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
555,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
556,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
558,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
559,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
560,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
561,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
562,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
563,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
564,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
565,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
566,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
567,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
568,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
569,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
570,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
571,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
572,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
573,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
574,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
575,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
577,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
578,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
580,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
581,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
582,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
583,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
584,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
585,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
586,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
588,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
589,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
590,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
591,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
592,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
593,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
594,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
595,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
596,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
597,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
598,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
599,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
600,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
601,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
602,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
603,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
604,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
605,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
606,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
607,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
608,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
609,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
610,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
611,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
612,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
613,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
614,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
615,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
616,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
617,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
618,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
619,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
620,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
621,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
623,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
624,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
625,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
627,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
628,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
629,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
630,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
631,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
632,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
633,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
634,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
636,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
638,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
639,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
640,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
641,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
642,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
643,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
644,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
646,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
648,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
649,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
650,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
651,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
652,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
653,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
654,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
655,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
656,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
657,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
658,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
659,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
660,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
661,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
662,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
