Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFJ_M_R
6333,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6334,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6335,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6336,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6337,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
6338,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6339,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
6340,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6341,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6342,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6343,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6344,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6345,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6346,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
6347,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
6348,Grassland,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
6349,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6350,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6351,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6352,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6353,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6354,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6355,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6356,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6357,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6358,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6359,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6360,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6361,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6362,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6363,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6364,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6365,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6366,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6367,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6368,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6369,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6370,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6371,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6372,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6373,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6374,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6375,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6376,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6377,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6378,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6379,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6380,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6381,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6382,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6383,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6384,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6385,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6386,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6387,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
6388,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6389,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6390,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6391,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6392,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6393,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6394,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6395,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6396,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6397,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6398,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6399,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6400,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6401,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6402,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6403,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6404,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6405,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6406,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6407,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6408,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6409,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6410,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6411,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6412,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6413,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6414,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6415,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6416,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6417,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6418,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6419,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6420,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6421,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6422,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6423,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6424,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6425,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6426,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6427,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6428,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6429,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6430,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6431,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
6432,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6433,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6434,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6435,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6436,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6437,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6438,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6439,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6440,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6441,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6442,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6443,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6444,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6445,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6446,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6447,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6448,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6449,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6450,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6451,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6452,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6453,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6454,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6455,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6456,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6457,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6458,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6459,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6460,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6461,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6462,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6463,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6464,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6465,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6466,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6467,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6468,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6469,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6470,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6471,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6472,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6473,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
6474,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6475,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6476,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6477,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6478,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6479,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6480,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6481,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6482,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6483,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6484,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6485,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6486,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6487,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6488,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6489,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6490,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6491,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6492,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6493,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6494,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6495,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6496,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6497,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6498,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6499,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6500,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6501,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6502,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6503,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6504,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6505,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6506,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6507,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6508,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6509,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6510,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6511,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6512,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6513,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6514,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6515,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6516,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6517,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6518,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6519,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6520,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6521,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6522,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6523,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6524,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6525,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6526,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6527,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6528,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6529,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6530,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6531,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6532,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6533,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6534,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6535,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6536,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6537,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6538,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6539,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6540,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6541,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6542,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6543,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6544,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6545,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
6546,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
6547,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6548,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6549,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6550,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6551,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6552,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6553,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6554,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6555,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6556,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6557,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6558,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6559,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6560,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6561,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
6562,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6563,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6564,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
6565,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6566,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6567,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6568,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6569,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6570,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6571,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6572,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6573,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6574,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6575,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6576,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6577,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6578,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
6579,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6580,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6581,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6582,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6583,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6584,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6585,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6586,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6587,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6588,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6589,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6590,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6591,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6592,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6593,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6594,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
6595,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6596,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6597,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6598,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6599,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
6600,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6601,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6602,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6603,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6604,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6605,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6606,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6607,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6608,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6609,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6610,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6611,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6612,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6613,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6614,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6615,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6616,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6617,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6618,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6619,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
6620,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6621,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6622,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
6623,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6624,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6625,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6626,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6627,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
6628,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6629,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6630,Cropland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
6631,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6632,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6633,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6634,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6635,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6636,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6637,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6638,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6639,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6640,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6641,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6642,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6643,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6644,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6645,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6646,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6647,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6648,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6649,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6650,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6651,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6652,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6653,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
