Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPG_M_R
340,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
341,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
342,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
343,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
344,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
345,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
346,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
348,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
349,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
350,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
351,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
352,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
353,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
354,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
355,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
356,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
357,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
358,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
359,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
360,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
362,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
363,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
364,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
365,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
367,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
368,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
369,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
371,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
372,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
373,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
374,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
375,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
376,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
377,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
379,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
380,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
381,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
382,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
383,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
385,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
386,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
387,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
388,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
389,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
390,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
391,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
393,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
394,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
395,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
396,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
397,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
398,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
399,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
401,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
402,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
403,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
404,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
405,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
406,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
407,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
408,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
409,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
410,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
411,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
412,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
413,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
414,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
415,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
416,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
417,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
418,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
419,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
420,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
422,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
423,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
425,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
426,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
427,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
428,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
429,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
430,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
431,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
432,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
433,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
435,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
436,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
437,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
438,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
439,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
440,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
441,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
442,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
443,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
444,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
445,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
446,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
447,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
448,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
449,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
450,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
451,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
452,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
453,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
454,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
455,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
456,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
457,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
459,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
460,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
461,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
462,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
463,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
464,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
465,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
467,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
468,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
469,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
470,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
471,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
472,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
474,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
475,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
484,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
485,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
487,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
488,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
489,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
490,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
492,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
493,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
495,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
496,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
497,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
498,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
499,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
501,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
502,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
503,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
504,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
505,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
507,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
508,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
509,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
510,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
511,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
512,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
513,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
515,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
516,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
517,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
518,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
519,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
520,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
521,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
522,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
523,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
524,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
525,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
526,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
527,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
528,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
529,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
530,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
531,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
532,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
533,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
534,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
536,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
537,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
538,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
540,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
541,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
542,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
543,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
544,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
545,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
546,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
547,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
548,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
549,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
550,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
551,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
552,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
553,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
554,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
555,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
556,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
557,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
558,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
559,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
560,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
561,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
562,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
563,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
564,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
566,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
567,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
568,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
569,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
570,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
571,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
575,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
578,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
579,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
580,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
581,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
582,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
583,Grassland,Water,Water,Water,Water,NULL,NULL,Water
584,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
585,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
586,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
587,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
588,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
589,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
590,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
591,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
592,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
593,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
594,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
596,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
597,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
598,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
600,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
602,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
604,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
605,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
606,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
607,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
608,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
609,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
610,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
611,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
612,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
613,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
614,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
615,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
616,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
617,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
619,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
620,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
621,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
622,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
623,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
624,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
625,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
626,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
628,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
629,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
630,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
631,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
632,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
633,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
634,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
635,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
636,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
637,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
638,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
639,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
640,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
641,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
642,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
643,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
644,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
645,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
647,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
648,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
649,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
650,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
651,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
652,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
654,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
655,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
656,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
658,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
659,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
660,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
661,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
662,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
663,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
664,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
665,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
666,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
667,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
668,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
669,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
670,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
671,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
672,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
673,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
674,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
675,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
676,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
677,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
678,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
679,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
680,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
