Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGK_M_R
4796,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4797,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4798,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4799,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4800,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4801,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
4802,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4803,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4804,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4805,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4806,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4807,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4808,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
4809,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4810,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4811,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4812,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4813,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
4814,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4815,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4816,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4817,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4818,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4819,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4820,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4821,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4822,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4823,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4824,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4825,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4826,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
4827,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4828,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4829,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
4830,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4831,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4832,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4833,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4834,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4835,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
4836,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4837,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4838,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4839,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4840,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4841,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4842,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4843,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4844,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4845,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
4846,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4847,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4848,NULL,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
4849,NULL,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
4850,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4851,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4852,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4853,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
4854,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4855,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4856,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
4857,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
4858,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4859,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4860,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
4861,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4862,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
4863,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4864,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
4865,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
4866,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4867,NULL,Forest,Water,NULL,Water,NULL,Shrubland,NULL
4868,NULL,Forest,Water,NULL,Water,NULL,Shrubland,Forest
4869,NULL,Forest,Water,NULL,Water,NULL,Grassland,Wetland
4870,NULL,Forest,Water,NULL,Water,NULL,Grassland,Water
4871,NULL,Forest,Water,NULL,Water,NULL,Forest,Forest
4872,NULL,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
4873,NULL,Forest,Water,NULL,Water,Shrubland,Wetland,Wetland
4874,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
4875,NULL,Forest,Water,NULL,Water,Bareland,Wetland,Wetland
4876,NULL,Forest,Water,NULL,Water,Bareland,Water,Grassland
4877,NULL,Forest,Water,NULL,Water,Bareland,Water,Wetland
4878,NULL,Forest,Water,Non_Water,Water,Grassland,NULL,Forest
4879,NULL,Forest,Water,Non_Water,Water,Water,Forest,Wetland
4880,NULL,Forest,Water,Water,Water,Bareland,Water,Wetland
4881,NULL,Forest,Water,Water,Water,Water,Water,Wetland
4882,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4883,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4884,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4885,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4886,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4887,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4888,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
4889,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4890,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4891,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4892,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4893,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4894,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4895,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
4896,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4897,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4898,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4899,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4900,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4901,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4902,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4903,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4904,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4905,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4906,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4907,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4908,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4909,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4910,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4911,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4912,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
4913,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4914,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4915,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4916,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
4917,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
4918,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
4919,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
4920,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4921,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4922,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4923,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
4924,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4925,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4926,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4927,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4928,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4929,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4930,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4931,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4932,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4933,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4934,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4935,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4936,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4937,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4938,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
4939,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4940,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4941,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4942,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4943,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4944,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
4945,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4946,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4947,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4948,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4949,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4950,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4951,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4952,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4953,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4954,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4955,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4956,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4957,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4958,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4959,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4960,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4961,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4962,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4963,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4964,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4965,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4966,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4967,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4968,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4969,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4970,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4971,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
4972,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4973,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4974,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
4975,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4976,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4977,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
4978,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4979,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
4980,NULL,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
4981,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4982,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
4983,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
4984,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4985,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4986,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4987,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4988,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4989,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4990,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4991,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4992,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
4993,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4994,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4995,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4996,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4997,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4998,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4999,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5000,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
5001,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5002,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5003,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5004,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
5005,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
5006,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5007,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
5008,NULL,Forest,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
5009,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
5010,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
5011,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
5012,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5013,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5014,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5015,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5016,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
5017,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5018,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5019,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5020,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5021,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5022,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5023,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5024,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
5025,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5026,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5027,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5028,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
5029,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5030,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5031,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5032,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5033,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5034,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
5035,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
5036,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5037,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5038,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5039,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5040,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5041,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5042,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5043,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5044,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5045,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
5046,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5047,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5048,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
5049,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5050,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5051,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5052,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5053,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5054,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5055,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5056,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5057,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5058,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5059,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5060,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5061,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5062,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5063,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5064,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5065,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5066,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5067,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5068,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5069,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5070,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5071,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5072,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5073,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
5074,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5075,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5076,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5077,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5078,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5079,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5080,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5081,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5082,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5083,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5084,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5085,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5086,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
5087,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5088,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5089,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5090,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5091,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5092,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5093,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5094,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5095,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5096,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
5097,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5098,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5099,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
5100,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5101,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5102,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5103,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
5104,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5105,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
5106,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5107,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
5108,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5109,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
5110,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5111,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5112,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5113,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5114,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5115,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5116,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5117,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5118,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5119,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5120,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5121,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5122,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5123,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5124,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5125,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
