Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LED_M_R
338,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
339,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
340,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
341,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
342,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
343,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
344,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
345,NULL,Water,Water,NULL,Water,NULL,NULL,Water
346,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
347,NULL,Water,Water,Water,Water,NULL,NULL,Water
348,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
350,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
351,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
352,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
354,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
355,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
356,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
357,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
359,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
360,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
361,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
362,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
363,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
364,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
368,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
371,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
372,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
373,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
374,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
375,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
376,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
377,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
378,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
379,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
380,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
381,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
382,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
383,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
384,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
386,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
387,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
389,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
390,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
391,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
392,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
393,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
394,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
395,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
396,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
397,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
398,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
399,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
400,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
401,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
402,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
403,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
404,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
405,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
406,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
407,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
408,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
409,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
410,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
411,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
412,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
414,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
415,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
417,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
418,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
419,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
420,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
421,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
422,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
424,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
425,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
426,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
427,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
429,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
430,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
431,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
432,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
433,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
434,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
435,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
436,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
437,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
439,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
440,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
441,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
442,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
443,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
444,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
445,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
446,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
447,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
448,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
449,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
450,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
451,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
452,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
453,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
454,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
455,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
456,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
459,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
460,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
461,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
462,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
465,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
466,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
467,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
469,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
471,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
476,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
478,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
479,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
480,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
481,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
482,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
484,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
485,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
487,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
490,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
492,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
493,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
495,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
496,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
497,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
498,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
499,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
500,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
501,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
502,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
503,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
504,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
505,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
506,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
507,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
508,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
509,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
510,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
511,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
512,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
513,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
514,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
515,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
516,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
517,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
518,Grassland,Forest,Water,Water,Water,NULL,NULL,NULL
519,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
520,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
522,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
523,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
524,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
525,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
526,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
527,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
528,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
529,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
530,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
531,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
532,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
533,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
534,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
535,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
536,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
537,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
539,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
540,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
541,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
543,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
544,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
545,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
546,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
548,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
550,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
551,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
553,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
555,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
556,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
557,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
558,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
559,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
560,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
561,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
562,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
563,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
565,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
566,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
567,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
568,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
570,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
571,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
572,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
573,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
574,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
575,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
576,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
577,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
578,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
579,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
580,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
581,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
582,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
583,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
584,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
586,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
587,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
589,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
593,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
595,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
596,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
597,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
598,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
600,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
601,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
602,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
604,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
605,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
606,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
607,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
608,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
609,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
610,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
611,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
612,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
613,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
614,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
615,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
617,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
619,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
620,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
621,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
622,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
623,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
624,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
625,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
626,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
627,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
628,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
630,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
631,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
633,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
634,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
635,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
636,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
638,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
639,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
640,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
641,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
642,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
643,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
644,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
645,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
646,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
647,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
648,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
649,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
650,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
651,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
652,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
653,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
654,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
656,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
657,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
658,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
659,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
660,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
661,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
662,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
663,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
664,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
665,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
666,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
668,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
669,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
670,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
671,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
672,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
674,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
675,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
676,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
677,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
