Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQR_M_R
1041,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1042,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1043,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1044,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1045,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1046,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1047,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1048,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1049,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1050,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1051,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1052,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1053,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1054,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1055,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1056,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1057,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1058,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1059,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1060,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1061,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
1062,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1063,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1064,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1065,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1066,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1067,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
1068,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1069,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1070,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1071,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1072,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
1073,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
1074,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1075,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1076,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
1077,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1078,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
1079,Bareland,Bareland,Water,Water,Water,Bareland,Water,Grassland
1080,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1081,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1082,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1083,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1084,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1085,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1086,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1087,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1088,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1089,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1090,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1091,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1092,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1093,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1094,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1095,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1096,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1097,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1098,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1099,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1100,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1101,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1102,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1103,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1104,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1105,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1106,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1107,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1108,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1109,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1110,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
1111,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1112,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1113,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1114,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1115,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1116,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1117,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1118,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1119,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1120,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1121,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1122,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1123,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1124,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1125,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1126,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1127,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1128,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1129,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1130,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1131,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1132,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1133,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1134,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1135,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1136,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1137,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1138,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1139,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1140,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
1141,Bareland,Water,Water,NULL,Water,Water,Water,Water
1142,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
1143,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
1144,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1145,Bareland,Water,Water,Water,Water,Water,Water,Water
1146,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1147,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1148,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1149,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1150,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1151,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1152,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1153,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1154,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1155,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1156,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1157,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1158,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1159,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1160,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1161,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1162,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1163,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1164,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1165,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1166,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1167,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1168,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1169,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1170,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1171,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1172,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1173,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1174,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1175,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1176,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1177,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1178,Water,NULL,NULL,Water,Non_Wetland,Water,Bareland,Forest
1179,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1180,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1181,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1182,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1183,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1184,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1185,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1186,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1187,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1189,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1190,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1191,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1192,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1193,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1194,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1195,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1196,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1197,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1198,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1199,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1200,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1201,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1202,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1203,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1204,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1205,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1206,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1207,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1208,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1209,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1210,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1211,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
1212,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1213,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1214,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1215,Water,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
1216,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1217,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1218,Water,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1219,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1220,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1221,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1222,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1223,Water,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
1224,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1225,Water,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1226,Water,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1227,Water,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1228,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
1229,Water,NULL,Water,Water,Water,Bareland,Bareland,Forest
1230,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1231,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1232,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1233,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1234,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1235,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1236,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1237,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1238,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1239,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1240,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1241,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1242,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1243,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1244,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1245,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1246,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1247,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1248,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1249,Water,Wetland,Grassland,Water,Non_Wetland,Water,Bareland,Water
1250,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1251,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1252,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1253,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1254,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1255,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1256,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
1257,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
1258,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1259,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1260,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1261,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1262,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1263,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1264,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
1265,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1266,Water,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Water
1267,Water,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
1268,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1269,Water,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1270,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
1271,Water,Wetland,Water,NULL,Water,Water,Water,Water
1272,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Water
1273,Water,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
1274,Water,Wetland,Water,Non_Water,Water,Water,Bareland,Water
1275,Water,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1276,Water,Wetland,Water,Water,Water,Bareland,Bareland,Water
1277,Water,Wetland,Water,Water,Water,Water,Bareland,Water
1278,Water,Wetland,Water,Water,Water,Water,Bareland,Forest
1279,Water,Wetland,Water,Water,Water,Water,Water,Water
1280,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1281,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1282,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1283,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1284,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1285,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1286,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1287,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1288,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1289,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1290,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1291,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1292,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1293,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1294,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1295,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
1296,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1297,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1298,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1299,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1300,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1301,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1302,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1303,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1304,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1305,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1306,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1307,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1308,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1309,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1310,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1311,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
1312,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1313,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1314,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1315,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1316,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1317,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1318,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1319,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1320,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1321,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
1322,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1323,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1324,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1325,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1326,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1327,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1328,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1329,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1330,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1331,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1332,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1333,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1334,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1335,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1336,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1337,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1338,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1339,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1340,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1341,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1342,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1343,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1344,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1345,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1346,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1347,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1348,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1349,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1350,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1351,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1352,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1353,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1354,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1355,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1356,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1357,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1358,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1359,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1360,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1361,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1362,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
1363,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1364,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1365,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1366,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
1367,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1368,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1369,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1370,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1371,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1372,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1373,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
1374,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1375,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1376,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1377,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1378,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1379,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1380,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1381,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
1382,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
1383,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1384,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
