Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYR_M_R
1209,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1210,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1211,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1212,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1213,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1214,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1215,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1216,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1217,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1218,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1219,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
1220,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1221,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1222,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1223,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1224,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1225,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1226,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
1227,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1228,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1229,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1230,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1231,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1232,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1233,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1234,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1235,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
1236,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1237,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
1238,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1239,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1240,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1241,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
1242,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1243,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1244,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1245,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1246,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1247,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1248,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1249,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1250,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1251,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1252,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
1253,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1254,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1255,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1256,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1257,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1258,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1259,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
1260,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1261,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1262,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1263,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1264,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1265,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1266,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1267,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1268,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1269,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1270,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1271,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
1272,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
1273,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
1274,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
1275,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
1276,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
1277,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
1278,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
1279,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1280,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
1281,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1282,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1283,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1284,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1285,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1286,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
1287,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
1288,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
1289,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
1290,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Cropland
1291,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
1292,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
1293,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
1294,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
1295,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1296,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
1297,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
1298,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1299,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1300,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1301,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
1302,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1303,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1304,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1305,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1306,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1307,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1308,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1309,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1310,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1311,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1312,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1313,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1314,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1315,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1316,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
1317,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1318,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1319,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1320,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1321,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1322,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1323,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1324,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1325,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1326,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1327,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1328,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1329,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1330,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1331,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1332,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1333,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1334,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1335,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1336,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1337,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1338,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1339,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1340,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1341,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1342,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1343,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1344,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1345,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1346,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1347,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1348,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1349,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1350,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1351,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1352,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1353,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1354,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1355,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1356,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1357,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1358,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1359,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1360,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1361,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1362,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1363,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1364,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1365,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1366,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1367,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,NULL
1368,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
1369,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
1370,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1371,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1372,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,NULL
1373,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1374,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
1375,NULL,Cropland,Grassland,Water,Non_Wetland,Wetland,Wetland,NULL
1376,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1377,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1378,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1379,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1380,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1381,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1382,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1383,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1384,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1385,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1386,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1387,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1388,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1389,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1390,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1391,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1392,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
1393,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
1394,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
1395,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1396,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1397,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1398,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1399,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1400,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
1401,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1402,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1403,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1404,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1405,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1406,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1407,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1408,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1409,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1410,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1411,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
1412,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1413,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1414,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
1415,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1416,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1417,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1418,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1419,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1420,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1421,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1422,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1423,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1424,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1425,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1426,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1427,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1428,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1429,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1430,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1431,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1432,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1433,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1434,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1435,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1436,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1437,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1438,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1439,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1440,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1441,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1442,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1443,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1444,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
1445,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1446,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1447,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1448,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1449,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1450,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1451,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1452,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1453,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1454,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1455,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1456,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1457,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1458,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1459,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1460,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1461,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1462,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1463,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1464,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1465,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1466,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
1467,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1468,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1469,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1470,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1471,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1472,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1473,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
1474,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
1475,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
1476,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1477,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1478,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1479,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1480,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1481,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1482,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1483,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1484,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1485,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
1486,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1487,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1488,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
1489,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
1490,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1491,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1492,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Cropland
1493,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1494,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
1495,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
1496,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
1497,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1498,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1499,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1500,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1501,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1502,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1503,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1504,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1505,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1506,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1507,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1508,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1509,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1510,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1511,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1512,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1513,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1514,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1515,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1516,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1517,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1518,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1519,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1520,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1521,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1522,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1523,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
