Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPS_M_R
1928,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1929,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1930,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1931,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1932,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1933,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1934,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1935,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1936,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1937,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1938,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1939,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1940,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1941,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1942,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1943,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1944,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1945,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1946,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1947,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1948,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1949,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1950,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
1951,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1952,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1953,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1954,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1955,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1956,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1957,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1958,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1959,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1960,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1961,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1962,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1963,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1964,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1965,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1966,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1967,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1968,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1969,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1970,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1971,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1972,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1973,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1974,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
1975,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1976,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1977,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1978,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1979,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1980,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1981,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1982,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
1983,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1984,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1985,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1986,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1987,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
1988,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1989,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1990,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1991,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1992,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1993,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1994,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1995,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1996,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1997,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1998,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1999,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2000,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2001,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2002,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2003,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
2004,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2005,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2006,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2007,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2008,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2009,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2010,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2011,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2012,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2013,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2014,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2015,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2016,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2017,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2018,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2019,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2020,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2021,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2022,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2023,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2024,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2025,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2026,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2027,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2028,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2029,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2030,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2031,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2032,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2033,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2034,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2035,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
2036,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2037,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2038,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2039,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
2040,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2041,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2042,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
2043,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2044,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2045,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2046,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2047,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2048,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
2049,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
2050,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2051,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2052,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2053,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2054,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2055,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2056,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2057,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2058,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
2059,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2060,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2061,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2062,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2063,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2064,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2065,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2066,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2067,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
2068,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2069,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
2070,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
2071,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2072,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2073,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
2074,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2075,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
2076,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2077,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2078,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2079,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2080,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2081,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2082,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2083,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2084,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2085,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
2086,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2087,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2088,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2089,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2090,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
2091,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
2092,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Built-up
2093,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2094,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2095,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2096,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2097,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2098,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2099,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
2100,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2101,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
2102,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2103,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
2104,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2105,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2106,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2107,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2108,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2109,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2110,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2111,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
2112,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
2113,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2114,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2115,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2116,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2117,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2118,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2119,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
2120,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2121,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2122,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2123,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2124,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2125,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
2126,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2127,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
2128,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
2129,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
2130,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2131,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2132,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2133,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Bareland
2134,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
2135,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2136,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2137,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2138,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2139,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2140,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2141,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2142,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2143,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
2144,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2145,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2146,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Bareland
2147,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
2148,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2149,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2150,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2151,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2152,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
2153,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
2154,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
2155,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2156,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2157,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
2158,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2159,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2160,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2161,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2162,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2163,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2164,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2165,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2166,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
2167,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
2168,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2169,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
2170,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
2171,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
2172,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
2173,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2174,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2175,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
2176,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
2177,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
2178,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2179,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
2180,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
2181,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2182,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest,Grassland
2183,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest,Bareland
2184,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
2185,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
2186,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
2187,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
2188,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
2189,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,NULL
2190,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
2191,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
2192,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
2193,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
2194,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
2195,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
2196,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,NULL
2197,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
2198,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
2199,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Bareland
2200,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
2201,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,NULL
2202,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
2203,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
2204,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
2205,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2206,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
2207,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2208,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2209,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
2210,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2211,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Built-up
2212,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,NULL
2213,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2214,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,NULL
2215,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2216,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2217,NULL,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
2218,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Grassland
2219,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Wetland
2220,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
2221,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,NULL
2222,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
2223,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
2224,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
2225,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2226,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2227,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2228,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2229,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2230,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
2231,NULL,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
2232,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
2233,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2234,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
2235,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2236,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2237,NULL,NULL,Forest,Water,Non_Wetland,Built-up,NULL,Grassland
2238,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2239,NULL,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
2240,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
2241,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
2242,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
2243,NULL,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
2244,NULL,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
2245,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Grassland
2246,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
2247,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2248,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2249,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2250,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2251,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2252,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2253,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2254,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2255,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2256,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2257,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2258,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
