Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKK_M_R
729,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
730,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
731,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
732,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
733,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
734,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
735,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
736,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
737,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
738,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
739,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
740,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
741,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
742,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
743,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
744,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
745,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
746,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
747,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
748,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
749,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
750,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
751,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
752,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
753,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
754,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
755,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
756,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
757,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
758,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
759,Grassland,Water,Water,Water,Water,NULL,NULL,Water
760,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
761,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
762,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
763,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
764,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
765,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
766,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
768,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
769,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
770,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
771,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
772,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
773,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
774,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
775,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
776,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
777,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
778,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
779,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
780,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
781,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
782,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
783,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
785,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
786,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
787,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
788,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
789,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
790,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
791,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
792,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
793,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
794,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
795,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
796,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
797,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
798,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
799,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
800,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
801,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
802,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
804,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
805,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
806,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
807,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
808,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
809,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
810,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
811,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
812,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
813,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
814,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
815,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
816,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
817,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
818,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
819,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
820,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
821,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
822,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
823,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
824,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
825,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
826,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
827,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
828,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
829,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
830,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
831,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
832,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
833,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
834,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
835,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
836,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
837,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
838,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
839,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
840,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
841,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
842,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
843,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
844,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
845,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
846,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
847,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
848,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
849,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
850,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
851,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
852,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
853,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
854,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
855,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
856,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
857,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
858,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
859,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
860,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
861,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
862,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
863,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
864,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
866,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
867,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
868,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
869,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
870,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
871,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
872,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
873,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
874,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
875,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
876,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
877,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
878,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
879,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
880,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
881,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
882,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
884,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
885,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
886,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
887,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
888,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
889,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
890,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
892,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
893,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
894,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
895,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
896,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
897,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
898,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
899,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
900,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
901,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
903,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
904,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
905,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
906,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
907,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
908,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
909,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
910,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
911,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
912,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
913,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
914,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
915,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
916,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
917,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
918,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
919,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
920,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
921,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
922,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
923,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
924,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
925,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
926,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
927,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
928,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
929,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
930,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
932,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
933,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
934,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
935,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
936,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
937,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
938,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
939,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
940,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
941,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
942,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
943,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
944,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
945,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
946,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
947,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
948,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
949,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
950,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
951,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
952,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
953,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
954,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
955,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
956,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
957,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
958,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
959,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
960,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
961,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
962,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
963,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
964,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
965,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
966,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
967,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
968,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
969,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
970,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
971,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
972,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
974,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
975,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
976,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
977,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
978,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
979,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
980,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
981,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
982,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
983,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
984,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
985,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
986,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
987,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
988,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
989,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
990,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
991,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
992,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
993,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
994,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
995,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
996,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
997,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
998,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
999,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1000,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1001,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1002,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1004,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1005,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1006,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1008,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1009,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1010,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1011,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1012,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1013,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1014,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1015,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1016,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1017,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1019,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1020,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
1021,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1023,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1024,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1025,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1026,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1029,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1030,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1032,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1033,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1035,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1037,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1038,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1039,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1040,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
1041,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1042,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1043,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Built-up
1044,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1045,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1048,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1050,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1051,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1052,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1053,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1054,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1055,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1056,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1057,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1058,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1059,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1061,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1062,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1063,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1065,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1066,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1067,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1068,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1069,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1070,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1071,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1072,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1073,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1074,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1075,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1076,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
