Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPN_M_R
123,NULL,NULL,Forest,NULL,Non_Wetland,Forest
124,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
125,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
126,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland
127,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland
128,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
129,NULL,NULL,Forest,Water,Non_Wetland,Water
130,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
131,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
132,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
133,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
134,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
135,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
136,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water
137,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
138,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
139,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
140,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
141,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
142,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
143,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water
144,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
145,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL
146,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
147,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
148,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland
149,NULL,Cropland,Shrubland,Water,Non_Wetland,Water
150,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest
151,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
152,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
153,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
154,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
155,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
156,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
157,NULL,Cropland,Grassland,NULL,Non_Wetland,Water
158,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
159,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
160,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
161,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
162,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
163,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Forest
164,NULL,Cropland,Grassland,Water,Non_Wetland,NULL
165,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
166,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
167,NULL,Cropland,Grassland,Water,Non_Wetland,Water
168,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
169,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
170,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
171,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
172,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
173,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
174,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
175,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
176,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
177,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
178,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
179,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
180,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
181,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water
182,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
183,NULL,Cropland,Cropland,Water,Non_Wetland,NULL
184,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
185,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
186,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland
187,NULL,Cropland,Cropland,Water,Non_Wetland,Water
188,NULL,Cropland,Cropland,Water,Non_Wetland,Forest
189,NULL,Cropland,Wetland,NULL,Wetland,NULL
190,NULL,Cropland,Wetland,NULL,Wetland,Water
191,NULL,Cropland,Wetland,NULL,Wetland,Forest
192,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland
193,NULL,Cropland,Wetland,Water,Wetland,Grassland
194,NULL,Cropland,Wetland,Water,Wetland,Water
195,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
196,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
197,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
198,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
199,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
200,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
201,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
202,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
203,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL
204,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
205,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
206,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
207,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
208,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Built-up
209,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Water
210,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Forest
211,NULL,Cropland,Bareland,Water,Non_Wetland,NULL
212,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
213,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
214,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland
215,NULL,Cropland,Bareland,Water,Non_Wetland,Water
216,NULL,Cropland,Bareland,Water,Non_Wetland,Forest
217,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
218,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
219,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
220,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
221,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
222,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
223,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL
224,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
225,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
226,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
227,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Forest
228,NULL,Cropland,Built-up,Water,Non_Wetland,Cropland
229,NULL,Cropland,Water,NULL,Water,NULL
230,NULL,Cropland,Water,NULL,Water,Grassland
231,NULL,Cropland,Water,NULL,Water,Cropland
232,NULL,Cropland,Water,NULL,Water,Bareland
233,NULL,Cropland,Water,NULL,Water,Water
234,NULL,Cropland,Water,NULL,Water,Forest
235,NULL,Cropland,Water,Non_Water,Water,NULL
236,NULL,Cropland,Water,Non_Water,Water,Cropland
237,NULL,Cropland,Water,Non_Water,Water,Water
238,NULL,Cropland,Water,Non_Water,Water,Forest
239,NULL,Cropland,Water,Water,Water,Grassland
240,NULL,Cropland,Water,Water,Water,Cropland
241,NULL,Cropland,Water,Water,Water,Bareland
242,NULL,Cropland,Water,Water,Water,Water
243,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
244,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
245,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
246,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
247,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
248,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
249,NULL,Cropland,Forest,NULL,Non_Wetland,Water
250,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
251,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
252,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
253,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
254,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
255,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland
256,NULL,Cropland,Forest,Non_Water,Non_Wetland,Water
257,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
258,NULL,Cropland,Forest,Water,Non_Wetland,NULL
259,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
260,NULL,Cropland,Forest,Water,Non_Wetland,Wetland
261,NULL,Cropland,Forest,Water,Non_Wetland,Water
262,NULL,Cropland,Forest,Water,Non_Wetland,Forest
263,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
264,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
265,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
266,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
267,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
268,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
269,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
270,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
271,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
272,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL
273,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
274,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
275,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
276,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
277,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
278,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
279,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
280,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
281,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
282,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
283,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
284,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
285,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
286,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
287,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
288,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
289,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
290,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
291,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
292,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
293,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
294,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
295,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
296,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
297,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
298,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
299,NULL,Bareland,Cropland,NULL,Non_Wetland,Water
300,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
301,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL
302,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
303,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
304,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Forest
305,NULL,Bareland,Cropland,Water,Non_Wetland,Grassland
306,NULL,Bareland,Cropland,Water,Non_Wetland,Cropland
307,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland
308,NULL,Bareland,Cropland,Water,Non_Wetland,Water
309,NULL,Bareland,Wetland,Water,Wetland,Wetland
310,NULL,Bareland,Wetland,Water,Wetland,Bareland
311,NULL,Bareland,Wetland,Water,Wetland,Water
312,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
313,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
314,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
315,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
316,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
317,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
318,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
319,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL
320,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
321,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
322,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
323,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
324,NULL,Bareland,Bareland,Water,Non_Wetland,Cropland
325,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
326,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
327,NULL,Bareland,Bareland,Water,Non_Wetland,Water
328,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
329,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
330,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
331,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
332,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
333,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
334,NULL,Bareland,Water,NULL,Water,Bareland
335,NULL,Bareland,Water,NULL,Water,Water
336,NULL,Bareland,Water,NULL,Water,Forest
337,NULL,Bareland,Water,Non_Water,Water,NULL
338,NULL,Bareland,Water,Water,Water,Cropland
339,NULL,Bareland,Water,Water,Water,Water
340,NULL,Bareland,Water,Water,Water,Forest
341,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
342,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
343,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
344,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up
345,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
346,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
347,NULL,Bareland,Forest,Non_Water,Non_Wetland,Forest
348,NULL,Bareland,Forest,Water,Non_Wetland,Water
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
357,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
358,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
359,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
360,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
361,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
362,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water
363,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
364,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL
365,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
366,NULL,Built-up,Shrubland,Water,Non_Wetland,Cropland
367,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
368,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
369,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
370,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
371,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
372,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
373,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
374,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
375,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
376,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
377,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
378,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
379,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
380,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
381,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
382,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
383,NULL,Built-up,Grassland,Water,Non_Wetland,NULL
384,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
385,NULL,Built-up,Grassland,Water,Non_Wetland,Cropland
386,NULL,Built-up,Grassland,Water,Non_Wetland,Water
387,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
388,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
389,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
390,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
391,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
392,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
393,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
394,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
395,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
396,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
397,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
398,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
399,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
400,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
401,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
402,NULL,Built-up,Cropland,Water,Non_Wetland,NULL
403,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
404,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
405,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
406,NULL,Built-up,Cropland,Water,Non_Wetland,Water
407,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
408,NULL,Built-up,Wetland,NULL,Wetland,NULL
409,NULL,Built-up,Wetland,NULL,Wetland,Forest
410,NULL,Built-up,Wetland,Non_Water,Wetland,NULL
411,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
412,NULL,Built-up,Wetland,Water,Wetland,Grassland
413,NULL,Built-up,Wetland,Water,Wetland,Bareland
414,NULL,Built-up,Wetland,Water,Wetland,Water
415,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
416,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
417,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
418,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
419,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
420,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
421,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
422,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
423,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
424,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
425,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
