Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R
1006,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1007,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1008,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1009,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1010,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1011,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1012,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1013,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1014,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1015,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1016,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1017,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1018,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1019,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1020,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1021,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1022,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1023,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1024,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1025,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1026,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1027,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1028,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1029,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1030,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1031,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1032,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1033,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1034,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1035,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1036,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1037,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1038,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1039,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1040,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1041,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1042,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1043,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1044,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1045,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1046,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1047,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1048,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1049,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1050,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1051,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1052,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1053,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1054,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1055,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1056,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1057,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1058,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1059,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1060,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1061,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1062,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1063,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1064,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1065,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1066,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1067,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1068,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1069,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1070,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1071,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1072,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1073,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1074,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1075,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1076,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1077,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1078,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1079,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1080,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1081,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1082,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1083,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1084,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1085,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1086,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1087,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1088,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1089,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1090,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1091,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1092,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1093,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1094,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1095,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1096,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1097,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1098,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1099,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1100,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1101,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1102,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1103,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1104,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1105,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1106,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1107,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1108,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1109,Grassland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1110,Grassland,Water,Water,Water,Water,Grassland,Grassland,Grassland
1111,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1112,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1113,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1114,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1115,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1116,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1117,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1118,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1119,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1120,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1121,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1122,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1123,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1124,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1125,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1126,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1127,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1128,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1129,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1130,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1131,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1132,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1133,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1134,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1135,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1136,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1137,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1138,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1139,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1140,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1141,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1142,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1143,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1144,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1145,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1146,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1147,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1148,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1149,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1150,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1151,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1152,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1153,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1154,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1155,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1156,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1157,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1158,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1159,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1160,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1161,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1162,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1163,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1164,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1165,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1166,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1167,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1168,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1169,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1170,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1171,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1172,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1173,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1174,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1175,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1176,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1177,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1178,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1179,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1180,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1181,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1182,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
1183,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1184,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1185,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1186,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1187,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1188,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1189,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1190,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1191,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1192,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1193,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1194,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1195,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1196,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1197,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1198,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1199,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1200,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1201,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1202,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1203,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1204,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1205,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1206,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1207,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1208,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1209,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1210,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1211,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1212,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1213,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1214,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1215,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1216,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1217,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1218,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1219,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1220,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1221,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1222,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1223,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1224,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1225,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1226,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1227,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1228,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1229,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1230,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
1231,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1232,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1233,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1234,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1235,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1236,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1237,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1238,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1239,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1240,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1241,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1242,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1243,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1244,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1245,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1246,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1247,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1248,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1249,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1250,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1251,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1252,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1253,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1254,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1255,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1256,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1257,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1258,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1259,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1260,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1261,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1262,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1263,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1264,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1265,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1266,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1267,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1268,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1269,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1270,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1271,Cropland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1272,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1273,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1274,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1275,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1276,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1277,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1278,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1279,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1280,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1281,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1282,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1283,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1284,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1285,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1286,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1287,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1288,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1289,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1290,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1291,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1292,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1293,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1294,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1295,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1296,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1297,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1298,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1299,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1300,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1301,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1302,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1303,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1304,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1305,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1306,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1307,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1308,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1309,Cropland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1310,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Water
1311,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1312,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1313,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1314,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1315,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1316,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1317,Cropland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1318,Cropland,Water,Water,Non_Water,Water,Bareland,Water,Water
1319,Cropland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1320,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1321,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1322,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1323,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1324,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
