Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWP_M_R
342,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
343,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
344,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
345,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
346,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
347,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
348,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
349,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
351,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
352,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
354,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
355,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
356,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
357,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
358,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
359,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
360,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
361,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
362,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
363,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
364,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
365,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
366,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
369,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
370,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
371,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
372,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
373,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
374,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
375,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
376,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
377,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
378,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
379,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
380,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
381,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
382,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
383,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
384,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
385,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
386,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
387,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
389,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
390,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
391,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
392,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
393,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
395,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
396,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
397,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
399,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
400,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
401,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
402,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
403,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
404,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
405,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
406,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
407,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
408,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
409,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
410,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
411,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
412,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
413,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
414,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
415,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
416,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
417,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
418,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
420,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
421,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
422,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
423,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
424,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
425,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
426,NULL,Water,Water,NULL,Water,NULL,NULL,Water
427,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
428,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
429,NULL,Water,Water,Water,Water,NULL,NULL,Water
430,NULL,Water,Water,Water,Water,NULL,NULL,Forest
431,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
432,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
433,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
434,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
435,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
436,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
437,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
438,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
439,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
440,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
442,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
443,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
444,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
445,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
446,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
447,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
448,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
450,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
451,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
452,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
453,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
454,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
455,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
456,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
457,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
458,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
459,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
460,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
461,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
462,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
463,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
464,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
465,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
466,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
467,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
468,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
469,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
470,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
471,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
472,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
473,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
474,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
475,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
477,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
478,NULL,Forest,Water,NULL,Water,NULL,NULL,Cropland
479,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
480,NULL,Forest,Water,Water,Water,NULL,NULL,Water
481,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
482,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
483,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
484,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
485,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
486,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
488,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
489,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
490,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
491,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
492,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
493,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
494,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
495,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
496,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
497,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
498,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
499,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
500,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
501,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
502,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
504,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
505,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
506,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
507,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
508,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
509,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
510,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
511,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
512,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
513,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
514,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
515,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
516,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
517,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
518,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
520,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
521,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
522,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
523,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
524,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
525,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
526,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
527,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
528,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
529,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
530,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
531,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
532,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
533,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
534,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
535,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
536,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
537,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
539,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
540,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
541,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
542,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
543,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
544,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
545,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
547,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
548,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
549,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
550,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
551,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
552,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
553,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
554,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
555,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
556,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
557,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
558,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
559,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
560,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
561,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
562,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
563,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
564,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
565,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
566,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
567,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
568,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
569,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
570,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
571,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
572,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
573,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
574,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
575,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
576,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
578,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
579,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
580,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
582,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
583,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
584,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
585,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
586,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
587,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
588,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
589,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
590,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
591,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
592,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
593,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
594,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
595,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
596,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
597,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
598,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
599,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
600,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
601,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
602,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
603,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
604,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
605,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
606,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
607,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
608,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
609,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
610,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
611,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
612,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
613,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
614,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
615,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
616,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
617,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
618,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
619,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
620,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
621,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
622,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
623,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
624,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
625,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
626,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
628,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
629,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
630,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
631,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
632,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
633,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
634,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
635,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
636,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
637,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
638,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
639,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
640,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
641,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
642,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
643,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
644,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
645,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
647,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
649,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
650,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
651,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
653,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
654,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
655,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
656,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
657,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
659,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
660,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
661,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
662,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
664,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
665,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
666,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
668,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
669,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
670,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
671,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
672,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
674,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
675,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
677,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
678,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
679,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
680,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
681,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
682,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
683,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
684,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
685,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
686,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
687,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
688,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
689,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
