Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTJ_M_R
69,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
70,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
71,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
72,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
73,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
74,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
75,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
77,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
78,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
152,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
153,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
154,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
155,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
156,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
157,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
158,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
159,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
160,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
161,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
162,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
163,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
164,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
165,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
166,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
167,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
168,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
169,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Built-up
170,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
171,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
172,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
173,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
174,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
175,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
176,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
177,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
178,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
179,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
180,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
181,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
182,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
183,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
184,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
185,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
186,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
187,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
188,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
190,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
191,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
192,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
193,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
194,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
195,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
196,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
197,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
198,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
199,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
200,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
201,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
202,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
203,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
204,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
205,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
206,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
207,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
208,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
209,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
210,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
211,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
212,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
213,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
214,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
215,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
216,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
217,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
218,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
219,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
220,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
221,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
222,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
223,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
224,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
225,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
226,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
227,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
228,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
229,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
230,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
231,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
232,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
233,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
234,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
235,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
236,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
237,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
238,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
239,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
240,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
241,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
242,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
243,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
244,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
245,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
246,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
247,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
248,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
249,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
250,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
251,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
252,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
253,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
254,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
255,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
256,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
257,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
258,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
259,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
260,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
261,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
262,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
263,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
264,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
265,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
266,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
267,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
268,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
269,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
270,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
271,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
272,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
273,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
274,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
275,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
276,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
277,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
278,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
279,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
280,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
281,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
282,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
283,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
284,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
285,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
286,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
287,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
288,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
289,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
290,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
291,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
292,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
293,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
294,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
295,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
296,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
297,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
298,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
299,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
300,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
301,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
302,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
303,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
304,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
305,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
306,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
307,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
308,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
309,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
310,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
311,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
312,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
313,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
314,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
315,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
316,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
317,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
318,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
319,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
320,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
321,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
322,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
323,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
324,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
