Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHA_M_R
3631,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3632,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
3633,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3634,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3635,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
3636,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3637,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3638,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
3639,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
3640,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
3641,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
3642,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
3643,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
3644,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
3645,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
3646,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
3647,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
3648,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3649,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
3650,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
3651,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3652,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
3653,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3654,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
3655,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Cropland
3656,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
3657,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
3658,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
3659,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
3660,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3661,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3662,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3663,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3664,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3665,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3666,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3667,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3668,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3669,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3670,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3671,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3672,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3673,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3674,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
3675,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
3676,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
3677,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3678,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3679,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3680,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3681,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3682,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3683,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3684,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3685,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3686,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3687,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3688,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3689,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
3690,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3691,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3692,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
3693,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3694,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3695,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3696,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3697,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
3698,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3699,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3700,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3701,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3702,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3703,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3704,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
3705,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3706,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3707,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3708,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3709,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3710,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3711,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3712,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3713,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3714,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3715,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Cropland
3716,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
3717,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
3718,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3719,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3720,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
3721,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3722,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3723,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3724,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3725,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3726,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3727,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3728,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3729,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3730,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3731,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
3732,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
3733,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
3734,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
3735,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3736,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Cropland
3737,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
3738,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3739,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3740,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
3741,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
3742,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
3743,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
3744,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
3745,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
3746,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
3747,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
3748,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3749,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3750,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
3751,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Built-up
3752,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3753,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
3754,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
3755,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
3756,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3757,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
3758,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Bareland
3759,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3760,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Water
3761,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3762,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
3763,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
3764,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
3765,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3766,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3767,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3768,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
3769,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3770,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3771,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
3772,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3773,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
3774,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
3775,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
3776,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
3777,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
3778,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
3779,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3780,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
3781,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Forest
3782,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3783,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
3784,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3785,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3786,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3787,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
3788,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
3789,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3790,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3791,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
3792,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
3793,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
3794,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
3795,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
3796,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
3797,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
3798,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Bareland
3799,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
3800,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Forest
3801,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Wetland,Built-up
3802,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3803,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
3804,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3805,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3806,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
3807,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Forest
3808,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Forest,Water
3809,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
3810,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Forest
3811,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3812,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3813,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
3814,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Built-up
3815,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
3816,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Forest
3817,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Grassland
3818,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Cropland
3819,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Bareland
3820,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Forest
3821,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Forest,Forest
3822,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Built-up
3823,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3824,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3825,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3826,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
3827,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
3828,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
3829,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
3830,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
3831,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
3832,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,NULL,Forest
3833,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Wetland,Forest
3834,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
3835,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
3836,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3837,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
3838,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
3839,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
3840,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
3841,NULL,Built-up,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
3842,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
3843,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
3844,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
3845,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
3846,NULL,Built-up,Water,NULL,Water,NULL,Wetland,Forest
3847,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
3848,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Cropland
3849,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
3850,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Water
3851,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Forest
3852,NULL,Built-up,Water,NULL,Water,NULL,Water,Grassland
3853,NULL,Built-up,Water,NULL,Water,NULL,Water,Bareland
3854,NULL,Built-up,Water,NULL,Water,NULL,Water,Forest
3855,NULL,Built-up,Water,NULL,Water,Wetland,NULL,Forest
3856,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
3857,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Forest
3858,NULL,Built-up,Water,NULL,Water,Wetland,Water,Forest
3859,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Forest
3860,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
3861,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
3862,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
3863,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
3864,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Water
3865,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
3866,NULL,Built-up,Water,NULL,Water,Bareland,Water,Bareland
3867,NULL,Built-up,Water,NULL,Water,Built-up,NULL,Forest
3868,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3869,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3870,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
3871,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
3872,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
3873,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
3874,NULL,Built-up,Water,NULL,Water,Water,Built-up,Bareland
3875,NULL,Built-up,Water,NULL,Water,Water,Built-up,Built-up
3876,NULL,Built-up,Water,NULL,Water,Water,Built-up,Water
3877,NULL,Built-up,Water,NULL,Water,Water,Water,Grassland
3878,NULL,Built-up,Water,NULL,Water,Forest,Wetland,Forest
3879,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
3880,NULL,Built-up,Water,Non_Water,Water,NULL,Wetland,Water
3881,NULL,Built-up,Water,Non_Water,Water,NULL,Built-up,Water
3882,NULL,Built-up,Water,Non_Water,Water,NULL,Built-up,Forest
3883,NULL,Built-up,Water,Non_Water,Water,NULL,Water,Cropland
3884,NULL,Built-up,Water,Non_Water,Water,NULL,Water,Water
3885,NULL,Built-up,Water,Non_Water,Water,NULL,Water,Forest
3886,NULL,Built-up,Water,Non_Water,Water,Wetland,Water,Built-up
3887,NULL,Built-up,Water,Non_Water,Water,Wetland,Water,Forest
3888,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Forest
3889,NULL,Built-up,Water,Non_Water,Water,Built-up,NULL,Forest
3890,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
3891,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Built-up
3892,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Forest
3893,NULL,Built-up,Water,Non_Water,Water,Water,Water,Bareland
3894,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
3895,NULL,Built-up,Water,Water,Water,NULL,Wetland,Forest
3896,NULL,Built-up,Water,Water,Water,NULL,Bareland,Forest
3897,NULL,Built-up,Water,Water,Water,NULL,Built-up,Water
3898,NULL,Built-up,Water,Water,Water,NULL,Built-up,Forest
3899,NULL,Built-up,Water,Water,Water,NULL,Water,Grassland
3900,NULL,Built-up,Water,Water,Water,NULL,Water,Bareland
3901,NULL,Built-up,Water,Water,Water,NULL,Water,Forest
3902,NULL,Built-up,Water,Water,Water,Wetland,NULL,Forest
3903,NULL,Built-up,Water,Water,Water,Wetland,Built-up,Forest
3904,NULL,Built-up,Water,Water,Water,Wetland,Forest,Water
3905,NULL,Built-up,Water,Water,Water,Wetland,Forest,Forest
3906,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
3907,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
3908,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
3909,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
3910,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
3911,NULL,Built-up,Water,Water,Water,Built-up,NULL,Forest
3912,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
3913,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
3914,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
3915,NULL,Built-up,Water,Water,Water,Water,Built-up,Grassland
3916,NULL,Built-up,Water,Water,Water,Water,Built-up,Water
3917,NULL,Built-up,Water,Water,Water,Water,Water,Bareland
3918,NULL,Built-up,Water,Water,Water,Forest,Water,Forest
3919,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3920,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3921,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3922,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3923,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3924,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
3925,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3926,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3927,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3928,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3929,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3930,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3931,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
3932,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3933,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3934,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3935,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3936,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
3937,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
3938,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
3939,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
3940,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3941,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Water
3942,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
3943,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3944,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3945,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
3946,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
3947,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Water
3948,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3949,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3950,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3951,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
3952,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3953,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3954,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3955,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3956,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3957,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3958,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3959,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
3960,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3961,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3962,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3963,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3964,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
