Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MET_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MET_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MET_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MET_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MET_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MET_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MET_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MET_M_R
101,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
102,NULL,Wetland,Water,Water,Water,Bareland,Bareland,Forest
103,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
104,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
105,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
106,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
107,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
108,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
109,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
110,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
111,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
112,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
113,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
114,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
115,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
116,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
117,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
118,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
119,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
120,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
121,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
122,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
123,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
124,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
125,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
126,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
127,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
128,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
129,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
130,NULL,Bareland,Wetland,NULL,Wetland,NULL,Bareland,Forest
131,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
132,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
133,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
134,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
135,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
136,NULL,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
137,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
138,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
139,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
140,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
141,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
142,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
143,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
144,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
145,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
146,NULL,Bareland,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
147,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
148,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
149,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
150,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
151,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
152,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
153,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
154,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
155,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
156,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
157,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Water
158,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
159,NULL,Bareland,Water,NULL,Water,Bareland,Water,Water
160,NULL,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
161,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
162,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
163,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Water
164,NULL,Bareland,Water,Water,Water,Bareland,Bareland,Forest
165,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
166,NULL,Bareland,Water,Water,Water,Water,Bareland,Water
167,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
168,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
169,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
170,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
171,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
172,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
173,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
174,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
175,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
176,NULL,Bareland,Forest,Water,Non_Wetland,NULL,Bareland,Water
177,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
178,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
179,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
180,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
181,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
182,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
183,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
184,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
185,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
186,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
187,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
188,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
191,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
192,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
193,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
194,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
195,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
196,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
197,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
198,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
199,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
200,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
201,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
202,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
203,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
204,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
205,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
206,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
207,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
208,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
209,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
210,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
211,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
212,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Water
213,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
214,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Water
215,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
216,NULL,Built-up,Wetland,Water,Wetland,NULL,Bareland,Water
217,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Water
218,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
219,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
220,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
221,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
222,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
223,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
224,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Forest
225,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
226,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
227,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
228,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
229,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
230,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Water
231,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
232,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Bareland,Water
233,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
234,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
235,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
236,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
237,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
238,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Water
239,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
240,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
241,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
242,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
243,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
244,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Water
245,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Forest
246,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
247,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Water
248,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
249,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Water
250,NULL,Built-up,Water,Non_Water,Water,Water,Bareland,Water
251,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
252,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
253,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
254,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Forest
255,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
256,NULL,Built-up,Water,Water,Water,Water,Bareland,Water
257,NULL,Built-up,Water,Water,Water,Forest,Bareland,Forest
258,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
259,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Water
260,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
261,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
262,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
263,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
264,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
265,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
266,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
267,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
268,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
269,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
270,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Water
271,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
272,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
273,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
274,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
275,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
276,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
277,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
278,NULL,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Water
279,NULL,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Forest
280,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
281,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
282,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
283,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
284,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
285,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
286,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
287,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
288,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
289,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
290,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
291,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
292,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
293,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
294,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
295,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
296,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
297,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
298,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
299,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
300,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
301,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
302,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
303,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
304,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
305,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
306,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
307,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
308,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
309,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
310,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
311,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
312,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
313,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
314,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
315,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
316,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
317,NULL,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
318,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
319,NULL,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
320,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
321,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
322,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
323,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
324,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
325,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
326,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
327,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
328,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
329,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
330,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Water
331,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
332,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
333,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
334,NULL,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
335,NULL,Water,Wetland,Water,Wetland,NULL,Bareland,Water
336,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
337,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
338,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
339,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
