Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUD_M_R
1917,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1918,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
1919,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1920,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
1921,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1922,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1923,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
1924,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1925,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1926,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1927,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1928,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1929,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1930,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1931,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1932,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1933,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1934,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1935,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1936,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1937,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1938,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1939,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1940,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1941,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1942,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1943,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1944,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1945,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
1946,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1947,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
1948,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1949,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
1950,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1951,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1952,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1953,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
1954,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
1955,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
1956,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
1957,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
1958,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1959,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
1960,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1961,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1962,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
1963,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1964,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1965,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
1966,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest,Wetland,Wetland
1967,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest,Forest,Wetland
1968,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1969,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1970,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1971,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1972,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1973,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
1974,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
1975,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1976,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1977,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
1978,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1979,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1980,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1981,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1982,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1983,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1984,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1985,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1986,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1987,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1988,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1989,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1990,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1991,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1992,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1993,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1994,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1995,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1996,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1997,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1998,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
1999,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2000,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2001,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
2002,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2003,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2004,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Cropland
2005,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2006,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2007,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2008,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2009,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2010,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2011,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2012,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2013,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2014,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2015,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2016,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2017,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2018,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2019,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2020,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2021,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2022,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2023,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2024,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2025,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2026,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2027,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2028,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2029,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2030,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2031,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2032,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
2033,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2034,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
2035,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2036,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2037,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2038,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2039,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2040,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2041,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2042,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2043,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2044,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2045,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2046,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2047,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
2048,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2049,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2050,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2051,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2052,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
2053,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2054,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2055,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2056,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2057,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2058,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2059,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2060,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2061,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2062,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2063,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2064,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2065,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2066,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2067,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2068,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2069,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2070,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2071,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2072,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2073,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2074,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2075,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2076,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2077,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2078,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2079,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2080,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2081,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2082,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2083,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2084,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2085,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2086,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2087,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2088,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2089,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2090,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2091,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2092,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2093,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2094,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2095,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2096,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2097,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2098,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2099,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2100,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2101,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2102,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2103,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2104,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2105,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2106,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2107,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2108,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2109,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2110,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2111,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2112,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2113,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
2114,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2115,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2116,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2117,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2118,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2119,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2120,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2121,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2122,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2123,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2124,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2125,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2126,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2127,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2128,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2129,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2130,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2131,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2132,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
2133,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
2134,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2135,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
2136,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2137,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
2138,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
2139,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
2140,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2141,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2142,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
2143,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2144,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
2145,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2146,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2147,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2148,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2149,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2150,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2151,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
2152,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Bareland
2153,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2154,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
2155,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
2156,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2157,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2158,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
2159,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2160,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
2161,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
2162,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2163,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2164,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
2165,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2166,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2167,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2168,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2169,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2170,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2171,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2172,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2173,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2174,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2175,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2176,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2177,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2178,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2179,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2180,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
2181,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
2182,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2183,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2184,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2185,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2186,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
2187,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2188,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2189,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2190,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Cropland
2191,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2192,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2193,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2194,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2195,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
2196,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2197,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2198,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2199,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
2200,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
2201,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Wetland
2202,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Wetland
2203,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2204,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2205,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
2206,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
2207,NULL,Cropland,Cropland,Water,Non_Wetland,Built-up,NULL,Grassland
2208,NULL,Cropland,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
2209,NULL,Cropland,Cropland,Water,Non_Wetland,Forest,Wetland,Wetland
2210,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2211,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2212,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
2213,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Bareland
2214,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Built-up
2215,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
2216,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2217,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2218,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2219,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Cropland
2220,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Built-up
2221,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
2222,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Wetland
2223,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
2224,NULL,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
2225,NULL,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2226,NULL,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Water
2227,NULL,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2228,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Wetland
2229,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2230,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2231,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2232,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
2233,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
2234,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
