Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHB_M_R
2147,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
2148,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
2149,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
2150,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Wetland
2151,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2152,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
2153,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Forest
2154,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2155,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
2156,NULL,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,NULL
2157,NULL,Cropland,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
2158,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
2159,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
2160,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2161,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2162,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
2163,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2164,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2165,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2166,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
2167,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,NULL
2168,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2169,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Cropland
2170,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Water
2171,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2172,NULL,Cropland,Wetland,NULL,Wetland,NULL,Built-up,Bareland
2173,NULL,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
2174,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,NULL
2175,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
2176,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
2177,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
2178,NULL,Cropland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2179,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,NULL
2180,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2181,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2182,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
2183,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2184,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2185,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2186,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2187,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2188,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2189,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2190,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2191,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2192,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
2193,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
2194,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
2195,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Wetland
2196,NULL,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
2197,NULL,Cropland,Wetland,NULL,Wetland,Forest,Wetland,NULL
2198,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
2199,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2200,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2201,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2202,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2203,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
2204,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2205,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2206,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
2207,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2208,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2209,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2210,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
2211,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2212,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2213,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
2214,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2215,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2216,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
2217,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,NULL
2218,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
2219,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland,Wetland,NULL
2220,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2221,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2222,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2223,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2224,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2225,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2226,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2227,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2228,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2229,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2230,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2231,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2232,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2233,NULL,Cropland,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
2234,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2235,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
2236,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2237,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2238,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
2239,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
2240,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2241,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
2242,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2243,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2244,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2245,NULL,Cropland,Wetland,Water,Wetland,NULL,Built-up,Bareland
2246,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
2247,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Water
2248,NULL,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
2249,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,NULL
2250,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
2251,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2252,NULL,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
2253,NULL,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
2254,NULL,Cropland,Wetland,Water,Wetland,Water,Built-up,Bareland
2255,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
2256,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2257,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2258,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2259,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2260,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2261,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2262,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2263,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2264,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2265,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
2266,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2267,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2268,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2269,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
2270,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
2271,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
2272,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
2273,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2274,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
2275,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
2276,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2277,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2278,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2279,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2280,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2281,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2282,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2283,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,NULL,Cropland
2284,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2285,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2286,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2287,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
2288,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
2289,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
2290,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest,Built-up,Cropland
2291,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2292,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2293,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2294,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
2295,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2296,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2297,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
2298,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Forest
2299,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
2300,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2301,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2302,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2303,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2304,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2305,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2306,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2307,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2308,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2309,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2310,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2311,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2312,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2313,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
2314,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
2315,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2316,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2317,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2318,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2319,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2320,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2321,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2322,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2323,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2324,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2325,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2326,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2327,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2328,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,NULL
2329,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2330,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
2331,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2332,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2333,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Water
2334,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2335,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2336,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
2337,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
2338,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2339,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2340,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2341,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2342,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2343,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2344,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2345,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2346,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2347,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2348,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2349,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2350,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2351,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2352,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2353,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2354,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2355,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2356,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2357,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2358,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2359,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
2360,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
2361,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
2362,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
2363,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2364,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
2365,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
2366,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
2367,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
2368,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
2369,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Built-up
2370,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2371,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
2372,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2373,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2374,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2375,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
2376,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
2377,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
2378,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2379,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2380,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
2381,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2382,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2383,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2384,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2385,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2386,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
2387,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2388,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2389,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2390,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2391,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2392,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2393,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2394,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2395,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2396,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2397,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2398,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2399,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2400,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2401,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2402,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2403,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2404,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2405,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2406,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2407,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2408,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2409,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2410,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2411,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2412,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2413,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2414,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
2415,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2416,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2417,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2418,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
2419,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2420,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
2421,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
2422,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2423,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2424,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2425,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2426,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2427,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2428,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2429,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2430,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2431,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Built-up,Water
2432,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2433,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
2434,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
2435,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2436,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
2437,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
2438,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Grassland
2439,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Water,Water
2440,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
2441,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2442,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2443,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2444,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2445,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2446,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2447,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Cropland
2448,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
2449,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
2450,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2451,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
2452,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
2453,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
2454,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
2455,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2456,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2457,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2458,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2459,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2460,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
2461,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,Built-up,Forest
2462,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Grassland
2463,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
2464,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2465,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2466,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
2467,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
2468,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
2469,NULL,Cropland,Built-up,Water,Non_Wetland,Water,Built-up,Water
2470,NULL,Cropland,Water,NULL,Water,NULL,NULL,NULL
2471,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2472,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2473,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2474,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
2475,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
