Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEA_M_R
325,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
326,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
327,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
328,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
329,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
330,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
331,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
332,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
333,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
334,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
335,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
336,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
337,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
338,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
339,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
340,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
341,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
342,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
343,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
344,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
345,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
346,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
347,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
348,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
349,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
350,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
351,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
352,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
353,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
354,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
356,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
357,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
358,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
359,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
360,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
362,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
363,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
364,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
365,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
366,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
367,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
368,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
369,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
371,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
372,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
373,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
374,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
375,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
376,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
377,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
379,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
380,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
381,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
382,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
383,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
384,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
385,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
386,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
387,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
388,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
389,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
390,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
391,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
392,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
393,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
394,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
395,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
397,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
398,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
399,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
400,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
401,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
402,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
403,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
404,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
405,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
406,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
407,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
408,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
409,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
410,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
411,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
412,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
413,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
414,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
417,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
418,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
420,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
421,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
422,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
424,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
425,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
427,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
428,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
429,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
430,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
431,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
433,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
434,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
435,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
436,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
437,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
438,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
439,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
440,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
441,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
442,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
443,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
444,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
446,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
447,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
448,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
450,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
451,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
452,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
453,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
454,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
455,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
456,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
458,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
459,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
460,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
461,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
462,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
464,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
466,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
468,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
469,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
470,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
472,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
473,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
475,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
476,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
478,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
479,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
480,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
481,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
482,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
483,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
484,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
485,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
486,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
487,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
489,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
491,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
492,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
493,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
494,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
495,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
496,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
497,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
498,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
499,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
500,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
501,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
502,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
503,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
504,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
506,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
507,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
508,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
509,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
510,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
511,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
512,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
513,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
514,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
515,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
516,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
517,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
518,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
519,Wetland,Water,Water,Water,Water,NULL,NULL,Water
520,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
521,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
522,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
523,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
524,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
525,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
526,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
527,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
528,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
529,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
531,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
532,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
533,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
534,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
535,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
536,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
537,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
538,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
539,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
541,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
542,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
543,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
544,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
545,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
546,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
548,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
549,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
550,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
551,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
552,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
553,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
554,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
555,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
556,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
557,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
559,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
560,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
561,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
562,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
563,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
564,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
566,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
567,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
568,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
569,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
570,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
571,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
572,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
573,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
574,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
575,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
576,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
578,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
579,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
580,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
581,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
582,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
583,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
584,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
585,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
586,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
587,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
588,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
589,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
590,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
591,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
592,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
593,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
594,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
595,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
596,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
597,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
598,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
600,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
601,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
602,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
603,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
604,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
605,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
607,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
608,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
609,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
610,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
611,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
612,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
613,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
614,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
615,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
616,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
617,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
618,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
619,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
620,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
621,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
622,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
623,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
624,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
625,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
626,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
627,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
628,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
629,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
630,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
631,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
632,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
634,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
635,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
636,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
637,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
638,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
639,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
640,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
641,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
642,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
643,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
644,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
645,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
646,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
647,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
648,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
649,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
650,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
651,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
652,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
653,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
655,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
656,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
657,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
658,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
659,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
660,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
