Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFA_M_R
330,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
331,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
332,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
333,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
334,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
335,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
336,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
337,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
338,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
339,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
340,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
341,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
342,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
343,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
344,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
345,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
346,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
347,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
349,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
350,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
352,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
353,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
354,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
355,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
356,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
357,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
358,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
359,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
361,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
363,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
365,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
366,Grassland,Water,Water,Water,Water,NULL,NULL,Water
367,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
369,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
370,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
371,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
372,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
373,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
374,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
375,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
376,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
377,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
378,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
379,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
380,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
381,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
382,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
384,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
385,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
386,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
387,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
388,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
390,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
391,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
392,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
393,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
394,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
395,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
396,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
397,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
398,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
399,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
400,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
402,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
403,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
404,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
405,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
406,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
407,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
408,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
409,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
410,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
411,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
412,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
413,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
414,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
415,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
416,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
417,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
419,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
420,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
421,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
422,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
423,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
424,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
425,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
426,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
427,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
428,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
429,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
430,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
431,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
432,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
433,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
434,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
435,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
436,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
437,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
438,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
439,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
440,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
441,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
442,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
443,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
444,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
445,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
446,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
447,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
449,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
450,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
451,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
452,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
453,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
454,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
455,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
457,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
458,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
459,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
460,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
461,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
462,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
463,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
464,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
465,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
466,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
467,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
468,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
469,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
470,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
471,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
472,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
473,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
475,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
476,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
477,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
478,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
479,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
480,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
481,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
482,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
483,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
484,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
485,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
486,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
487,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
488,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
489,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
490,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
491,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
492,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
493,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
494,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
495,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
496,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
497,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
498,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
499,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
500,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
501,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
502,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
504,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
505,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
506,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
507,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
508,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
509,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
510,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
511,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
512,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
513,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
514,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
515,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
516,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
518,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
519,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
520,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
521,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
522,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
524,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
525,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
526,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
528,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
529,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
530,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
531,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
532,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
533,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
534,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
535,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
536,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
537,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
539,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
540,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
541,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
542,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
543,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
544,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
545,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
547,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
549,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
550,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
551,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
552,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
553,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
554,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
555,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
556,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
557,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
558,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
559,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
560,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
561,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
562,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
563,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
564,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
566,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
567,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
568,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
569,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
570,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
572,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
573,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
574,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
576,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
577,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
578,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
579,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
580,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
581,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
582,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
583,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
584,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
586,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
587,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
589,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
590,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
591,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
592,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
593,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
594,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
595,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
596,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
597,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
598,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
599,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
600,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
601,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
602,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
603,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
604,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
605,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
606,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
607,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
608,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
609,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
610,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
611,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
612,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
613,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
614,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
615,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
616,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
617,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
618,Cropland,Wetland,Water,Water,Water,NULL,NULL,Cropland
619,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
620,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
622,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
623,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
625,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
626,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
627,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
628,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
629,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
630,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
631,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
632,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
633,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
634,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
636,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
638,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
639,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
640,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
641,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
642,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
643,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
644,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
645,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
646,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
647,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
648,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
649,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
650,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
651,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
652,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
654,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
655,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
656,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
657,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
658,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
659,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
660,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
661,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
