Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGB_M_R
338,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
339,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
340,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
341,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
343,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
344,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
345,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
346,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
347,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
348,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
349,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
350,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
351,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
353,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
354,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
355,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
356,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
357,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
358,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
359,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
360,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
361,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
362,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
364,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
365,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
366,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
367,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
368,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
369,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
370,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
372,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
373,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
374,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
375,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
376,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
378,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
379,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
380,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
381,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
382,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
383,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
385,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
386,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
387,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
388,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
389,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
390,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
391,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
392,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
394,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
395,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
396,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
397,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
398,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
399,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
402,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
403,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
404,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
405,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
406,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
407,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
409,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
410,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
411,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
412,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
413,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
414,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
415,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
416,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
417,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
418,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
420,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
421,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
422,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
424,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
425,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
426,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
427,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
429,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
430,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
431,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
433,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
434,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
435,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
436,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
437,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
438,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
439,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
440,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
441,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
442,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
443,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
444,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
448,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
451,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
452,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
454,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
455,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
456,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
457,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
458,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
460,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
461,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
462,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
463,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
464,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
465,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
467,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
468,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
469,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
471,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
472,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
473,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
476,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
477,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
478,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
479,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
480,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
481,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
482,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
483,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
484,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
485,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
488,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
490,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
492,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
493,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
494,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
495,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
496,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
497,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
498,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
499,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
500,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
501,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
503,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
504,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
505,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
507,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
508,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
509,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
510,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
511,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
512,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
513,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
514,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
516,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
517,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
518,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Water,Water,Water,Water,NULL,NULL,Water
521,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
522,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
523,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
524,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
525,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
527,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
529,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
530,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
532,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
533,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
534,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
536,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
537,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
538,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
539,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
541,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
542,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
543,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
544,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
545,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
546,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
547,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
548,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
549,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
550,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
551,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
552,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
553,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
554,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
555,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
556,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
557,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
558,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
560,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
561,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
562,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
563,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
564,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
566,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
567,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
568,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
569,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
570,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
571,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
572,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
573,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
574,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
575,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
576,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
577,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
578,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
580,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
581,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
582,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
583,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
584,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
585,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
586,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
588,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
589,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
590,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
591,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
592,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
593,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
594,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
595,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
596,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
597,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
598,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
599,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
600,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
601,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
602,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
603,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
604,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
605,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
607,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
608,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
609,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
610,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
614,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
615,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
616,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
617,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
618,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
620,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
621,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
622,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
623,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
624,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
625,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
627,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
628,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
629,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
632,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
633,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
634,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
635,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
636,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
637,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
638,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
639,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
640,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
641,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
642,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
643,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
644,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
646,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
648,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
649,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
650,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
651,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
652,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
654,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
655,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
656,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
657,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
659,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
660,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
662,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
663,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
664,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
665,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
666,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
667,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
668,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
669,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
670,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
671,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
