Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHT_M_R
4136,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4137,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4138,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4139,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
4140,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
4141,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
4142,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
4143,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4144,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4145,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4146,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4147,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4148,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4149,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4150,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
4151,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4152,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4153,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4154,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4155,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4156,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
4157,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4158,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
4159,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4160,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4161,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4162,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4163,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4164,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
4165,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4166,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4167,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4168,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4169,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4170,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4171,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4172,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4173,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4174,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4175,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4176,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4177,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4178,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4179,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4180,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4181,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4182,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4183,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4184,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4185,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4186,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4187,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4188,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
4189,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4190,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4191,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4192,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4193,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4194,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4195,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4196,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4197,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4198,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4199,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4200,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4201,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4202,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4203,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4204,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4205,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4206,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4207,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4208,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
4209,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4210,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4211,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
4212,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4213,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4214,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4215,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4216,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4217,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4218,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4219,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4220,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4221,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4222,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4223,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4224,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4225,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4226,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4227,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4228,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4229,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4230,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
4231,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4232,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4233,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4234,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4235,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4236,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4237,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4238,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4239,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4240,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4241,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4242,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4243,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4244,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4245,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4246,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4247,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
4248,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4249,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4250,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
4251,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4252,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4253,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4254,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4255,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4256,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4257,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4258,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
4259,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4260,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4261,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4262,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4263,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4264,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4265,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4266,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4267,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4268,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4269,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4270,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
4271,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4272,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4273,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4274,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4275,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4276,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4277,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4278,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4279,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4280,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4281,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4282,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4283,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4284,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4285,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4286,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4287,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4288,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4289,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4290,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4291,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4292,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4293,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4294,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
4295,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4296,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4297,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4298,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4299,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4300,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4301,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4302,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4303,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4304,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4305,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4306,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4307,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4308,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4309,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
4310,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4311,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4312,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4313,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4314,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4315,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
4316,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4317,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4318,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4319,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4320,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4321,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4322,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4323,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4324,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4325,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4326,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4327,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4328,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4329,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4330,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4331,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4332,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4333,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4334,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4335,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4336,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4337,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4338,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4339,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4340,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4341,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4342,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4343,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4344,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4345,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4346,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4347,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4348,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4349,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4350,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4351,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4352,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4353,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4354,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4355,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4356,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4357,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4358,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4359,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4360,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4361,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4362,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4363,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4364,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4365,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4369,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4370,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4371,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4372,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4373,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4374,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4375,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4376,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4377,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4378,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4379,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4380,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4381,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4382,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4383,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4384,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4385,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4386,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4387,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4388,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4389,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4390,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4391,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
4396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
4404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4408,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4409,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
4410,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4411,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4415,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4418,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4419,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4423,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4424,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4425,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4426,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4427,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4428,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4429,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4430,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4431,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4432,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4433,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4434,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4435,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4436,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
4437,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4438,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
4439,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
4440,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
4441,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4442,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
4443,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4444,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
4445,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4446,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4447,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4448,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4449,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4450,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
