Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRM_M_R
2427,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2428,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2429,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2430,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2431,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2432,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2433,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2434,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2435,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2436,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2437,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2438,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2439,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2440,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2441,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2442,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2443,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2444,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2445,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2446,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2447,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2448,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2449,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2450,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2451,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2452,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2453,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2454,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2455,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2456,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2457,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2458,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2459,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2460,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2461,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2462,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2463,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2464,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2465,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2466,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2467,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2468,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2469,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2470,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2471,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2472,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2473,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2474,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2475,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2476,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2477,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2478,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2479,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2480,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2481,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2482,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2483,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2484,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2485,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2486,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2503,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2536,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2537,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2538,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2539,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2540,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2541,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2542,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2543,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2544,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2545,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2546,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2547,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2548,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2549,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2550,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2551,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
2552,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2553,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2554,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2555,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2556,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2557,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2558,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2559,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2560,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2561,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
2562,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2563,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
2564,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2565,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2566,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2567,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2568,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2569,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2570,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2571,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2572,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2573,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2574,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
2575,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2576,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2577,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2578,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2579,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2580,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2581,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2582,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2583,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2584,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2585,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2586,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2587,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2588,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2589,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2590,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2591,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2592,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2593,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
2594,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2595,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2596,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2597,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2598,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2599,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2600,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2601,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2602,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2603,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2604,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2605,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2606,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2607,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2608,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2609,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2610,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2611,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2612,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2613,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2614,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2615,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2616,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2617,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2618,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2619,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2620,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2621,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2622,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2623,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2624,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
2625,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2626,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2627,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2628,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2629,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2630,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2631,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2632,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2633,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2634,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2635,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2636,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2637,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2638,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2639,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2640,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2641,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2642,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2643,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2644,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2645,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2646,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2647,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2648,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2649,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2650,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2651,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2652,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2653,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2654,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2655,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2656,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2657,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2658,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2659,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2660,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2661,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2662,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2663,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2664,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2665,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2666,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2667,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2668,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2669,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2670,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2671,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2672,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2673,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2674,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2675,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2676,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2677,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2678,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2679,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2680,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2681,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2682,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2683,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2684,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2685,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2686,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2687,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2688,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2689,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2690,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2691,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2692,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2693,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2694,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2695,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2696,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2697,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2698,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2699,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2700,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2701,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2702,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2703,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2704,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2705,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2706,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2707,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2708,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2709,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2710,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2711,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2712,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2713,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
2714,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2715,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2716,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2717,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2718,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
2719,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2720,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2721,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2722,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2723,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2724,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2725,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2726,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2727,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2728,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2729,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2730,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2731,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2732,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2733,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2734,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2735,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2736,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2737,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2738,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2739,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2740,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2741,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
