Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFG_M_R
5544,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5545,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5546,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5547,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5548,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5549,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5550,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Water
5551,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5552,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5553,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5554,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5555,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5556,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5557,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5558,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5559,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5560,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
5561,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5562,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
5563,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5564,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5565,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5566,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5567,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5568,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5569,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5570,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5571,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5572,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5573,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5574,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5575,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5576,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5577,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5578,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
5579,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5580,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
5581,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5582,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
5583,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
5584,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5585,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
5586,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5587,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
5588,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5589,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
5590,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5591,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5592,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5593,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5594,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5595,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5596,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5597,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5598,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5599,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5600,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5601,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5602,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5603,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5604,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5605,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
5606,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5607,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
5608,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
5609,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5610,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5611,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
5612,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5613,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
5614,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5615,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5616,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5617,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5618,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5619,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
5620,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
5621,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5622,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5623,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5624,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5625,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5626,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5627,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5628,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5629,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5630,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5631,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
5632,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5633,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
5634,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
5635,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5636,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5637,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
5638,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
5639,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5640,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5641,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
5642,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5643,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
5644,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5645,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
5646,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5647,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5648,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5649,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5650,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5651,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5652,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5653,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5654,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5655,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5656,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
5657,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
5658,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5659,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
5660,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
5661,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5662,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5663,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5664,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Water
5665,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5666,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5667,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5668,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5669,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
5670,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5671,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5672,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5673,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5674,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
5675,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
5676,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
5677,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
5678,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5679,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5680,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5681,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5682,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5683,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Cropland
5684,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
5685,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
5686,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5687,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5688,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5689,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
5690,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
5691,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
5692,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
5693,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5694,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
5695,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
5696,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
5697,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
5698,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5699,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
5700,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Cropland
5701,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Water
5702,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Water
5703,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5704,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
5705,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Wetland,NULL
5706,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
5707,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5708,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5709,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5710,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5711,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5712,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5713,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5714,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5715,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5716,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5717,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5718,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5719,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5720,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5721,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5722,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5723,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
5724,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5725,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
5726,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5727,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
5728,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
5729,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5730,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5731,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5732,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5733,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
5734,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
5735,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
5736,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5737,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
5738,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5739,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5740,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5741,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5742,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
5743,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5744,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5745,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5746,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5747,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5748,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5749,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5750,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5751,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5752,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5753,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5754,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5755,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5756,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5757,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5758,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5759,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5760,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5761,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5762,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5763,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5764,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5765,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5766,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5767,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5768,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5769,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5770,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5771,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5772,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5773,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5774,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5775,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5776,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5777,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5778,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5779,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5780,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5781,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5782,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5783,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5784,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5785,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
5786,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5787,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
5788,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5789,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5790,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5791,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5792,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5793,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5794,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5795,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
5796,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5797,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5798,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5799,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5800,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5801,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5802,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5803,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5804,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5805,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5806,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5807,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5808,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5809,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5810,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
5811,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
5812,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5813,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5814,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5815,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
5816,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5817,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
5818,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5819,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
5820,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
5821,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5822,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5823,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5824,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5825,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5826,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
5827,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
5828,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5829,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5830,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5831,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
5832,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5833,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5834,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5835,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5836,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
5837,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5838,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5839,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5840,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5841,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5842,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
5843,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5844,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5845,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5846,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5847,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5848,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5849,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5850,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5851,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5852,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
5853,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5854,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5855,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
5856,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5857,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5858,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5859,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5860,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5861,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
